Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario87,1,20,60,80,40,30,0,100,100,1
scenario88,1,0,20,80,60,60,0,100,100,1
scenario89,1,40,60,80,20,30,0,100,100,1
scenario90,1,40,80,100,60,60,0,100,100,0.8
scenario91,1,40,60,100,40,60,20,100,100,0.8
scenario92,1,0,100,60,20,-90,0,100,80,0.1
scenario93,1,0,100,60,20,0,20,100,80,1
scenario94,0,20,60,100,40,30,20,20,100,1
scenario95,1,20,60,80,20,30,0,100,100,1
scenario96,1,100,80,0,40,30,0,100,100,0.8
scenario97,1,20,80,80,40,30,0,100,100,1
scenario98,1,20,100,40,40,-60,0,100,100,0.8
scenario99,1,0,100,60,20,0,0,100,60,0.8
scenario100,1,0,80,20,20,-30,20,0,80,1
scenario101,0,20,60,100,60,60,40,20,100,1
scenario102,0,20,60,80,40,-30,0,100,100,1
scenario103,1,100,100,0,40,60,0,100,100,0.6
scenario104,1,60,60,80,20,-90,0,20,100,0.8
scenario105,0,0,0,40,40,-30,20,100,80,1
scenario106,1,100,80,0,40,0,0,80,100,0.4
scenario107,0,100,60,0,40,-30,20,40,100,0.6
scenario108,0,20,60,100,60,60,0,20,80,1
scenario109,1,20,80,80,40,30,0,100,100,1
scenario110,0,40,80,40,20,30,0,80,80,1
scenario111,1,100,100,20,20,-60,0,0,100,1
scenario112,0,20,40,20,0,-30,40,80,80,1
scenario113,1,0,100,20,60,-30,0,80,100,0.8
scenario114,1,40,60,100,20,90,20,100,80,1
scenario115,0,0,100,40,80,-60,20,0,40,0.8
scenario116,1,20,100,80,40,0,0,100,80,0.8
scenario117,0,100,100,0,40,90,0,100,100,0.6
scenario118,1,20,80,40,0,-30,0,100,100,0.8
scenario119,1,0,100,20,80,-30,80,0,80,1
scenario120,0,100,60,20,20,-30,20,40,100,0.6
scenario121,1,20,80,80,40,30,0,100,100,1
scenario122,1,40,100,80,20,0,0,100,100,1
scenario123,0,80,80,40,0,-60,0,20,80,0.6
scenario124,1,0,80,20,80,-60,0,0,60,0.6
scenario125,0,20,20,20,0,-30,40,80,60,1
scenario126,1,20,40,100,40,-30,0,100,80,0.8
scenario127,1,60,20,100,40,90,20,100,60,1
scenario128,1,20,40,100,20,90,0,80,100,1
scenario129,0,60,60,40,40,-30,0,40,100,0.8
scenario130,1,100,80,40,0,-90,0,80,100,0.8
scenario131,0,100,60,0,0,60,40,40,100,0.2
scenario132,1,0,80,80,40,30,20,100,80,1
scenario133,1,0,80,80,40,30,20,100,80,1
scenario134,1,0,100,60,20,60,40,100,100,1
scenario135,1,0,80,40,100,-90,40,0,60,0.8
scenario136,1,0,100,20,20,60,20,80,100,1
scenario137,0,100,60,0,0,60,20,60,80,0.1
scenario138,1,40,100,80,40,0,0,0,100,1
scenario139,1,60,0,80,40,90,100,60,80,1
scenario140,0,0,80,100,60,30,40,80,80,0.8
scenario141,1,40,60,60,40,90,80,40,100,1
scenario142,1,100,80,20,0,-90,0,40,20,0.6
scenario143,1,100,40,0,0,90,20,20,100,0.4
scenario144,1,20,80,20,40,-30,80,100,80,1
scenario145,1,80,100,60,40,30,0,100,20,1
scenario146,1,20,100,80,40,30,0,100,100,0.1
scenario147,1,20,80,80,20,0,20,100,0,1
scenario148,1,40,60,20,40,-30,80,40,40,0.1
scenario149,1,80,100,60,40,30,20,100,20,1
scenario150,1,60,40,0,40,-30,80,60,40,0.1
scenario151,1,40,60,20,40,-30,40,100,40,0.8
scenario152,1,80,100,80,40,60,0,60,20,0.1
scenario153,1,40,60,0,40,-90,80,100,20,0.8
scenario154,1,20,100,20,80,0,0,0,100,0.6
scenario155,1,20,60,80,40,60,0,100,80,1
scenario156,1,80,0,20,0,-30,80,20,100,0.2
scenario157,1,20,100,80,40,30,0,100,100,0.1
scenario158,1,80,80,80,40,30,20,100,100,0.2
scenario159,1,20,100,0,0,30,0,60,100,0.1
scenario160,0,20,0,100,0,0,20,100,100,0.1
scenario161,1,40,80,80,20,60,20,100,100,0.1
scenario162,1,20,100,60,20,60,0,80,100,0.1
scenario163,1,40,20,80,60,-30,0,80,100,0.1
scenario164,1,0,100,80,40,0,0,100,80,0.8
scenario165,1,40,100,60,40,60,0,80,40,0.1
scenario166,1,0,80,40,40,0,0,100,100,0.8
scenario167,0,100,80,80,40,30,0,100,0,0.2
scenario168,0,20,100,80,40,0,60,100,100,0.1
scenario169,1,20,100,80,40,30,0,100,100,0.1
scenario170,1,40,0,60,40,0,100,100,100,0.2
scenario171,1,0,100,40,20,0,0,100,100,0.6
scenario172,0,0,40,20,60,-30,80,100,80,1
scenario173,0,20,0,80,0,-30,20,100,100,0.6
scenario174,1,20,100,80,60,90,0,100,100,0.1
scenario175,1,40,80,80,0,60,0,80,100,0.2
scenario176,0,40,20,100,60,-30,20,80,100,0.1
scenario177,1,0,80,80,60,0,0,100,60,0.6
scenario178,0,100,100,80,20,0,0,80,80,0.8
scenario179,0,20,100,80,20,-30,60,80,100,0.1
scenario180,1,20,80,100,100,-60,20,100,80,0.6
scenario181,1,40,0,60,40,0,100,100,100,0.2
scenario182,1,40,60,0,100,60,20,100,100,0.2
scenario183,0,100,80,100,0,30,0,80,100,1
scenario184,0,20,100,80,20,0,40,60,100,0.4
scenario185,1,20,20,80,0,60,20,60,100,0.6
scenario186,0,80,100,80,0,-30,20,60,100,0.6
scenario187,0,40,80,80,0,90,0,80,100,1
scenario188,1,100,20,60,20,0,0,100,80,0.6
scenario189,1,40,100,60,80,0,80,60,100,0.1
scenario190,1,80,100,60,40,30,0,100,20,1
scenario191,1,20,100,80,40,30,0,100,100,0.1
scenario192,1,20,80,80,20,0,20,100,0,1
scenario193,1,40,60,20,40,-30,80,40,40,0.1
scenario194,1,80,100,60,40,30,20,100,20,1
scenario195,1,60,40,0,40,-30,80,60,40,0.1
scenario196,1,40,60,20,40,-30,40,100,40,0.8
scenario197,1,80,100,80,40,60,0,60,20,0.1
scenario198,1,40,60,0,40,-90,80,100,20,0.8
scenario199,1,20,100,20,80,0,0,0,100,0.6
scenario200,1,20,60,80,40,60,0,100,80,1
scenario201,1,80,0,20,0,-30,80,20,100,0.2
scenario202,1,20,100,20,80,0,0,0,100,0.6
scenario203,0,20,0,40,80,30,0,0,100,0.8
scenario204,0,0,100,40,20,0,0,0,80,0.8
scenario205,1,0,100,40,100,0,0,0,100,0.4
scenario206,0,20,100,20,80,-30,20,0,80,1
scenario207,1,20,100,20,80,30,20,20,80,0.6
scenario208,0,0,100,20,80,30,0,20,100,0.6
scenario209,1,100,100,20,60,-30,20,0,80,0.6
scenario210,0,20,80,20,80,-30,20,0,100,0.1
scenario211,1,80,100,20,80,0,0,0,100,0.8
scenario212,0,20,0,20,60,0,20,20,100,0.8
scenario213,1,40,100,0,60,-30,0,20,100,0.6
scenario214,1,20,100,20,80,30,20,20,80,0.6
scenario215,1,40,40,40,80,-30,0,0,100,0.6
scenario216,0,20,100,100,100,-90,20,0,80,0.4
scenario217,1,0,80,100,100,0,0,0,100,0.6
scenario218,1,20,80,40,0,-90,20,20,60,0.1
scenario219,1,80,100,40,60,-30,20,20,100,0.8
scenario220,0,20,100,20,40,0,0,0,60,0.8
scenario221,1,80,100,80,100,0,0,0,100,1
scenario222,0,20,0,20,100,30,0,0,100,0.8
scenario223,0,0,0,40,100,-30,0,40,100,0.4
scenario224,0,80,60,20,60,-30,0,20,100,0.2
scenario225,0,20,60,40,60,-30,40,0,100,0.2
scenario226,1,80,100,80,100,0,0,0,100,1
scenario227,0,20,80,20,20,90,20,20,80,0.8
scenario228,1,0,80,100,100,30,0,0,80,0.6
scenario229,1,100,80,0,60,-30,0,20,100,0.2
scenario230,1,80,100,80,100,0,0,0,80,1
scenario231,0,20,100,20,20,90,0,0,60,0.8
scenario232,1,20,0,100,100,0,0,0,100,0.2
scenario233,0,0,100,100,100,-90,80,0,100,0.6
scenario234,0,20,80,20,20,0,20,0,60,0.8
scenario235,0,100,40,20,60,30,0,20,80,0.4
scenario236,0,40,60,60,40,-60,60,0,80,0.4
scenario237,1,0,20,40,100,30,0,0,100,1
scenario238,0,0,100,100,100,-90,80,0,100,0.6
scenario239,1,20,100,40,0,0,20,0,60,0.8
scenario240,0,40,100,0,20,90,0,0,80,0.6
scenario241,0,40,100,100,100,0,0,20,80,0.8
scenario242,0,80,20,20,40,30,0,40,80,0.1
scenario243,1,80,60,80,60,30,20,20,60,0.4
scenario244,0,0,100,80,100,90,100,80,80,0.8
scenario245,1,40,60,40,20,90,20,40,100,0.8
scenario246,0,20,40,60,80,30,0,40,100,1
scenario247,1,20,60,80,100,30,100,0,100,0.1
scenario248,0,100,80,20,100,-60,0,0,100,0.4
scenario249,0,20,100,0,20,0,20,0,60,0.6
scenario250,0,0,100,80,100,90,100,80,80,0.8
scenario251,0,40,80,0,0,-30,20,40,40,0.8
scenario252,1,80,80,0,100,60,0,0,100,0.4
scenario253,1,100,100,20,100,-90,0,0,100,0.2
scenario254,0,40,100,100,80,30,0,20,20,0.4
scenario255,1,0,80,80,60,30,40,0,80,0.4
scenario256,1,0,80,20,60,-30,0,0,40,0.4
scenario257,0,100,80,80,20,-90,0,0,100,0.2
scenario258,1,60,100,60,100,-30,0,0,60,0.8
scenario259,0,20,100,80,100,0,20,60,40,0.8
scenario260,1,80,60,80,60,30,20,40,60,0.4
scenario261,1,100,80,80,100,60,100,0,100,0.1
scenario262,1,80,100,60,40,30,0,100,20,1
scenario263,1,20,100,80,20,0,20,100,0,1
scenario264,1,40,60,20,40,0,60,20,40,0.1
scenario265,0,40,60,0,40,-90,80,20,0,0.6
scenario266,1,80,100,20,40,60,20,60,20,0.1
scenario267,1,20,80,80,40,0,0,0,80,0.2
scenario268,1,80,0,20,0,-30,80,20,100,0.4
scenario269,1,100,100,80,40,30,20,60,20,0.1
scenario270,1,0,80,80,60,30,40,0,80,0.4
scenario271,1,80,60,60,60,60,0,100,80,0.4
scenario272,1,100,0,40,40,-30,80,20,100,0.2
scenario273,1,80,60,100,60,30,40,0,100,0.6
scenario274,1,80,100,60,40,30,0,100,20,1
scenario275,1,60,80,60,60,0,40,100,0,0.8
scenario276,1,100,0,20,20,30,0,80,20,1
scenario277,1,60,100,60,60,60,20,100,40,0.1
scenario278,0,80,100,80,40,30,0,80,20,1
scenario279,1,80,100,80,40,30,0,100,20,1
scenario280,1,80,100,60,40,-90,20,100,40,1
scenario281,1,80,100,60,40,30,40,80,20,0.8
scenario282,1,60,100,60,60,0,20,100,40,1
scenario283,1,100,80,60,60,0,20,100,100,1
scenario284,0,100,80,80,0,60,0,80,0,1
scenario285,1,60,0,60,20,60,0,20,0,1
scenario286,1,80,100,60,40,30,40,80,20,0.8
scenario287,1,60,0,60,20,30,20,20,0,1
scenario288,1,60,80,60,100,0,0,0,100,1
scenario289,0,80,60,80,40,30,0,80,20,0.8
scenario290,1,60,80,40,60,60,0,100,60,0.1
scenario291,1,80,0,60,20,60,0,0,0,0.8
scenario292,1,100,60,60,40,-30,40,80,0,1
scenario293,0,100,80,60,80,30,40,100,100,1
scenario294,0,100,0,20,20,-30,0,80,20,1
scenario295,1,60,20,60,20,90,0,100,0,0.6
scenario296,0,100,100,80,40,-90,0,20,40,0.8
scenario297,0,60,0,40,80,-30,20,100,40,1
scenario298,1,60,0,60,20,30,20,20,0,1
scenario299,0,60,0,40,80,-60,20,80,60,0.4
scenario300,0,60,0,20,80,-30,40,40,40,0.8
scenario301,1,60,20,60,40,90,0,100,0,0.8
scenario302,0,80,80,60,0,30,0,0,0,1
scenario303,0,100,80,80,40,0,0,80,40,0.8
scenario304,1,80,0,20,0,60,40,80,0,1
scenario305,1,40,20,40,60,60,0,0,0,1
scenario306,1,100,0,80,0,90,20,0,0,0.8
scenario307,0,80,80,100,80,0,0,60,40,0.6
scenario308,1,80,100,80,40,0,20,80,0,0.6
scenario309,0,100,60,60,40,0,20,80,0,1
scenario310,1,60,0,60,20,30,20,20,0,1
scenario311,0,20,0,0,60,-60,40,60,100,0.8
scenario312,1,0,40,60,80,-30,80,80,0,1
scenario313,0,100,100,100,20,0,20,80,0,0.6
scenario314,1,60,40,40,40,60,0,20,20,1
scenario315,0,40,0,40,60,-30,20,60,20,0.6
scenario316,1,60,80,0,0,60,20,80,20,0.6
scenario317,0,60,0,60,40,90,0,80,0,1
scenario318,1,40,40,60,60,-30,0,20,0,1
scenario319,1,100,20,80,60,0,20,80,20,0.8
scenario320,0,80,60,80,40,0,0,60,60,0.8
scenario321,0,60,60,80,60,0,0,80,20,1
scenario322,1,60,0,60,20,30,20,20,0,1
scenario323,1,20,20,80,60,-60,80,80,0,0.8
scenario324,0,100,60,60,40,60,20,80,40,0.2
scenario325,0,40,0,60,40,90,20,80,0,1
scenario326,0,40,80,60,40,30,20,80,100,1
scenario327,1,100,100,100,100,-30,40,80,0,0.8
scenario328,1,40,20,20,0,60,40,0,0,1
scenario329,0,80,60,80,20,0,0,80,80,0.6
scenario330,0,20,20,0,80,-60,20,0,100,1
scenario331,1,60,60,80,0,60,100,60,40,0.8
scenario332,0,60,60,100,60,0,20,60,20,0.8
scenario333,1,80,20,60,60,90,80,40,0,1
scenario334,1,80,100,60,40,30,0,100,20,1
scenario335,0,60,60,20,40,-90,80,20,0,0.4
scenario336,0,60,60,0,60,-90,80,20,0,0.8
scenario337,1,20,80,80,40,30,0,0,60,0.2
scenario338,0,40,60,0,60,-90,80,40,20,1
scenario339,1,0,80,80,0,30,40,0,0,0.2
scenario340,1,0,100,80,60,30,20,80,80,0.4
scenario341,1,0,80,80,60,30,40,20,80,0.4
scenario342,1,0,60,80,60,0,40,0,80,0.4
scenario343,1,40,60,20,40,0,60,20,40,0.4
scenario344,0,80,0,20,0,-60,100,20,80,0.6
scenario345,1,80,40,60,0,90,0,100,80,0.4
scenario346,1,20,80,80,40,30,0,0,60,0.2
scenario347,0,20,100,80,40,60,0,0,80,0.2
scenario348,0,40,100,100,40,90,0,20,60,0.4
scenario349,0,20,80,100,40,0,20,80,80,0.2
scenario350,1,20,100,80,40,60,0,0,80,0.1
scenario351,0,20,80,60,60,30,20,0,0,0.4
scenario352,0,40,80,100,40,30,0,0,80,0.8
scenario353,1,0,100,100,40,60,0,100,40,0.1
scenario354,1,20,100,0,20,60,0,0,80,0.2
scenario355,1,40,40,80,20,30,0,0,40,0.2
scenario356,1,20,60,0,40,0,80,0,80,0.2
scenario357,0,20,100,60,20,-30,0,0,40,0.1
scenario358,1,40,40,80,20,30,0,0,40,0.2
scenario359,1,20,60,40,60,30,80,20,100,0.2
scenario360,1,20,100,100,0,90,20,0,100,0.1
scenario361,1,60,100,60,20,-60,0,0,40,0.2
scenario362,1,40,60,80,0,0,40,0,0,0.4
scenario363,1,0,100,100,60,60,0,40,20,0.2
scenario364,0,80,80,60,80,0,20,0,0,0.2
scenario365,0,20,60,60,40,0,60,60,80,0.4
scenario366,0,20,100,60,40,30,0,0,100,0.1
scenario367,0,20,100,100,40,60,20,0,100,0.2
scenario368,1,0,80,100,60,60,0,100,20,0.1
scenario369,0,100,100,100,20,60,0,80,40,0.1
scenario370,1,40,40,80,20,30,0,0,40,0.2
scenario371,0,100,100,100,0,30,0,80,60,0.1
scenario372,1,40,20,100,100,-60,20,0,20,0.6
scenario373,1,60,60,0,100,60,20,20,40,0.4
scenario374,0,40,80,100,0,90,20,0,100,0.4
scenario375,1,20,80,100,60,90,0,80,20,0.4
scenario376,1,40,80,80,0,60,40,60,0,0.4
scenario377,0,80,100,100,20,30,40,0,100,0.1
scenario378,0,80,80,60,60,90,20,0,20,1
scenario379,1,100,20,100,0,0,20,20,80,0.1
scenario380,1,20,100,80,80,90,80,80,20,0.1
scenario381,1,60,60,80,0,0,20,0,80,0.8
scenario382,0,80,100,100,20,30,40,0,100,0.1
scenario383,0,20,20,100,40,30,0,20,60,0.2
scenario384,1,40,100,100,20,-60,40,20,100,0.1
scenario385,1,100,60,60,0,-30,20,0,80,1
scenario386,0,40,100,80,60,90,80,100,20,0.1
scenario387,1,80,0,100,40,30,40,0,100,0.1
scenario388,1,60,100,100,40,90,20,0,80,0.4
scenario389,0,20,60,0,100,60,40,20,60,0.2
scenario390,1,40,0,80,80,-90,80,0,0,0.6
scenario391,0,100,80,20,0,-90,0,80,40,0.1
scenario392,1,40,20,80,60,90,80,80,20,0.1
scenario393,1,40,20,40,100,-60,20,0,20,0.6
scenario394,1,40,100,100,20,-60,40,20,100,0.1
scenario395,1,40,0,80,0,-90,80,0,20,0.4
scenario396,1,40,100,100,20,-90,60,0,60,0.1
scenario397,1,100,80,20,20,-90,20,60,40,0.1
scenario398,1,40,100,80,0,-60,0,40,100,0.1
scenario399,0,100,100,20,0,-90,80,80,60,0.1
scenario400,1,0,100,100,0,-60,40,20,100,0.2
scenario401,1,20,60,0,100,60,60,20,60,0.2
scenario402,0,80,100,80,20,-30,40,40,80,0.2
scenario403,0,40,0,60,100,-60,80,0,20,0.6
scenario404,0,40,100,100,40,90,20,0,80,0.4
scenario405,0,40,80,100,20,0,40,20,100,0.1
scenario406,0,100,80,100,100,90,80,20,100,0.1
scenario407,0,100,0,80,100,60,0,100,20,1
scenario408,0,60,0,100,100,90,80,20,0,0.6
scenario409,0,100,60,100,0,90,100,100,80,1
scenario410,0,20,0,100,100,90,20,80,80,0.1
scenario411,0,0,20,100,100,90,80,40,80,0.1
scenario412,0,80,20,0,100,-60,100,0,20,1
scenario413,0,0,100,100,100,-90,60,100,80,1
scenario414,0,80,100,0,0,90,100,100,40,0.1
scenario415,0,80,0,80,100,0,100,100,80,0.8
scenario416,0,0,20,80,80,-90,100,100,100,0.4
scenario417,0,40,20,100,0,-30,100,100,0,0.2
scenario418,0,80,20,0,100,-60,100,0,20,1
scenario419,0,80,40,20,40,0,100,20,100,1
scenario420,0,60,20,0,100,-30,100,0,0,1
scenario421,0,100,20,20,100,-30,100,100,0,1
scenario422,1,80,20,20,100,-30,80,0,20,1
scenario423,0,60,0,60,100,-30,80,0,20,0.8
scenario424,0,100,20,20,100,-60,80,0,60,1
scenario425,1,100,40,0,100,-90,80,0,20,1
scenario426,0,80,40,0,100,-90,100,20,20,0.6
scenario427,1,100,20,0,100,90,80,0,40,0.8
scenario428,0,100,60,0,100,-90,80,80,20,0.1
scenario429,0,0,0,0,100,90,80,0,0,1
scenario430,0,80,20,0,100,-60,100,0,20,1
scenario431,0,60,0,40,80,-30,80,20,40,0.8
scenario432,0,60,20,0,60,-60,80,0,0,1
scenario433,1,100,20,20,100,-60,80,20,0,1
scenario434,1,100,20,20,60,30,100,40,100,1
scenario435,0,20,80,60,100,-30,60,0,20,0.8
scenario436,1,100,20,0,80,90,60,0,20,1
scenario437,0,100,0,0,100,60,80,20,20,1
scenario438,0,100,60,20,40,0,100,40,100,0.8
scenario439,0,40,40,0,100,-60,100,0,40,0.8
scenario440,0,100,0,20,100,-60,100,0,40,0.4
scenario441,1,100,20,40,80,-60,60,0,20,0.8
scenario442,0,60,20,0,60,-60,80,0,0,1
scenario443,1,100,20,60,100,-30,80,0,60,0.2
scenario444,0,20,40,40,40,0,40,40,100,0.6
scenario445,0,80,20,0,80,-90,60,0,0,1
scenario446,1,0,100,40,100,-90,60,0,0,1
scenario447,0,100,80,60,100,-60,60,20,20,0.8
scenario448,0,40,40,0,60,-30,20,0,20,1
scenario449,1,80,0,0,80,90,60,20,100,0.8
scenario450,0,40,80,60,100,0,40,20,40,0.8
scenario451,1,100,20,20,60,-30,80,20,40,0.8
scenario452,0,100,0,0,100,-60,0,0,20,0.1
scenario453,0,40,0,40,0,-30,80,0,40,1
scenario454,1,100,20,20,60,-30,80,20,40,0.8
scenario455,0,40,0,40,0,-30,80,60,20,0.8
scenario456,0,60,100,40,100,90,20,40,40,1
scenario457,0,0,20,40,20,0,40,60,80,1
scenario458,0,60,20,0,80,-90,40,0,20,1
scenario459,1,60,40,0,40,-90,60,0,0,0.4
scenario460,1,100,0,60,100,-30,60,80,80,0.1
scenario461,0,100,20,60,100,0,60,60,80,0.2
scenario462,0,80,20,0,60,-60,80,80,0,0.8
scenario463,0,100,100,40,100,-90,80,20,60,0.6
scenario464,0,100,80,40,40,-60,60,20,20,0.8
scenario465,0,80,80,20,60,-30,80,0,0,0.2
scenario466,1,100,0,60,100,-30,60,80,80,0.1
scenario467,1,0,100,60,80,60,40,40,40,0.8
scenario468,0,60,80,60,100,90,40,20,40,0.8
scenario469,0,80,80,0,40,-60,60,80,20,0.2
scenario470,1,100,80,0,60,-30,80,20,60,0.8
scenario471,0,100,100,60,100,-90,100,40,40,0.4
scenario472,0,20,20,40,80,-30,60,60,60,0.8
scenario473,1,20,20,60,20,-30,100,80,20,0.6
scenario474,1,40,40,20,40,-90,40,20,0,0.4
scenario475,1,0,100,0,80,90,0,60,20,0.4
scenario476,0,80,80,80,40,0,60,60,100,0.2
scenario477,1,60,60,0,60,-90,80,0,0,0.4
scenario478,1,80,100,60,40,30,0,100,20,1
scenario479,0,40,20,0,100,-60,100,0,20,1
scenario480,0,60,100,0,0,90,100,100,20,0.2
scenario481,0,20,80,80,100,90,80,20,100,0.1
scenario482,0,0,20,80,80,-90,100,100,100,0.8
scenario483,1,80,0,100,100,60,80,20,0,0.6
scenario484,0,40,80,0,20,90,100,100,40,0.1
scenario485,1,20,0,100,100,90,20,80,60,0.1
scenario486,0,40,20,100,0,-30,100,100,0,0.2
scenario487,0,0,60,80,100,-90,40,100,60,1
scenario488,0,60,0,100,100,60,60,20,0,0.4
scenario489,0,40,0,0,100,90,80,20,0,0.8
scenario490,1,80,100,60,40,30,0,100,20,1
scenario491,1,80,100,60,20,30,0,100,0,1
scenario492,0,20,100,60,20,60,100,100,40,1
scenario493,1,80,100,80,40,30,0,100,0,0.8
scenario494,1,100,100,40,100,30,0,100,0,0.8
scenario495,1,20,100,20,60,60,0,80,20,1
scenario496,1,80,100,40,20,0,80,100,20,0.8
scenario497,1,60,100,60,60,30,20,80,0,1
scenario498,1,60,80,60,40,30,80,100,0,0.8
scenario499,1,80,80,40,40,60,20,100,40,0.4
scenario500,0,80,80,40,100,0,0,100,80,1
scenario501,1,20,80,60,40,60,0,100,0,0.8
scenario502,1,80,100,80,40,30,0,100,0,0.8
scenario503,1,80,100,60,40,-30,100,100,20,0.8
scenario504,1,40,100,80,40,0,0,100,20,0.6
scenario505,1,100,100,40,80,0,0,40,0,0.8
scenario506,1,80,100,80,40,30,0,100,60,1
scenario507,1,80,20,60,60,0,0,100,0,0.8
scenario508,1,80,40,60,60,30,0,100,20,1
scenario509,1,100,100,20,80,0,0,100,60,0.8
scenario510,1,20,100,40,40,30,80,100,80,1
scenario511,0,100,80,20,100,-90,20,100,100,0.8
scenario512,1,20,0,40,40,90,20,100,20,0.6
scenario513,0,100,100,60,100,60,0,100,0,0.8
scenario514,1,80,100,80,40,30,0,100,0,0.8
scenario515,0,100,80,0,60,30,0,0,60,0.8
scenario516,0,100,80,40,80,60,20,100,0,0.8
scenario517,0,80,60,60,80,60,0,80,0,0.6
scenario518,1,60,0,60,60,90,20,100,20,0.6
scenario519,0,100,60,20,100,-90,20,100,100,0.8
