Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,timeofday,startego
scenario81,0,100,0.2,100,2,80,20,0,2,20,40,-30,2
scenario82,0,40,0.4,80,3,20,80,0,0,0,80,90,1
scenario83,0,40,1,100,1,80,100,100,1,100,0,-60,2
scenario84,0,80,0.4,20,2,0,40,80,2,60,100,0,2
scenario85,2,40,0.6,40,0,20,0,100,2,80,100,-90,1
scenario86,2,0,0.6,60,3,0,0,40,0,60,60,-30,1
scenario87,1,40,0.8,40,2,20,20,0,2,20,0,-90,0
scenario88,1,60,1,80,3,40,0,20,0,40,20,-90,0
scenario89,2,0,1,0,2,40,80,80,2,0,40,-60,0
scenario90,1,0,0.6,100,2,100,80,0,2,40,80,60,0
scenario91,0,20,0.4,20,2,100,60,100,0,100,0,-60,2
scenario92,2,80,0.6,100,1,60,40,20,1,100,100,90,1
scenario93,0,60,0.6,100,2,60,20,80,0,0,0,30,2
scenario94,1,0,0.2,0,3,80,60,0,1,60,0,-30,0
scenario95,0,60,0.4,80,1,80,100,20,1,40,80,30,2
scenario96,1,60,0.1,80,3,80,80,60,0,0,40,60,0
scenario97,0,20,0.4,40,2,0,20,60,2,0,60,60,2
scenario98,2,20,0.1,40,2,60,100,20,2,40,0,-30,0
scenario99,2,80,0.2,80,1,20,80,0,1,20,0,-30,1
scenario100,1,40,0.2,40,3,60,40,40,0,100,40,-90,0
scenario101,1,100,0.2,100,3,40,80,80,1,40,100,-30,0
scenario102,1,0,0.2,0,2,20,40,100,2,0,0,30,0
scenario103,0,100,1,40,2,100,80,60,0,60,60,-30,2
scenario104,0,80,0.1,40,1,0,100,80,1,60,40,90,2
scenario105,0,0,0.4,80,2,0,100,20,2,40,100,90,2
scenario106,1,80,0.4,100,1,100,100,20,1,60,0,30,2
scenario107,2,60,1,0,2,0,80,40,2,100,100,-90,0
scenario108,2,0,0.1,60,1,60,0,40,1,0,100,60,1
scenario109,1,60,0.2,40,3,40,40,0,1,60,40,60,0
scenario110,0,20,0.4,80,3,40,60,40,0,20,40,90,1
scenario111,2,0,0.6,80,0,60,100,20,2,100,100,0,1
scenario112,2,0,0.8,60,2,0,40,60,2,80,80,30,0
scenario113,2,100,0.4,40,1,40,60,20,1,0,40,-30,1
scenario114,0,80,0.1,20,2,0,100,100,0,60,0,30,2
scenario115,2,80,0.6,100,0,60,0,100,2,100,0,60,1
scenario116,1,80,0.8,60,3,100,40,0,0,20,20,-90,0
scenario117,0,100,1,80,1,80,20,0,1,40,80,-90,2
scenario118,0,20,0.1,100,3,100,40,100,0,40,100,-30,1
scenario119,1,100,0.1,20,3,60,100,20,0,100,20,-60,0
scenario120,0,100,0.4,20,2,60,40,80,0,60,100,60,2
scenario121,0,80,0.2,20,2,0,0,40,0,20,0,-30,2
scenario122,0,40,1,100,2,0,20,100,2,100,40,0,2
scenario123,1,100,0.2,0,3,40,80,20,1,0,20,0,0
scenario124,2,0,0.6,0,0,20,60,100,2,60,40,-60,1
scenario125,1,60,0.6,40,2,0,20,20,2,60,20,30,0
scenario126,0,20,1,40,1,0,40,20,1,80,60,30,2
scenario127,2,40,0.8,80,1,60,0,100,1,60,0,30,1
scenario128,1,40,1,20,3,40,60,80,1,0,60,-90,0
scenario129,0,60,0.6,60,3,20,80,0,0,20,80,0,1
scenario130,0,20,1,100,1,100,0,80,1,40,60,-90,2
scenario131,0,60,0.6,0,1,40,100,40,1,40,20,90,2
scenario132,2,60,1,0,1,0,80,60,1,0,60,-30,1
scenario133,0,40,0.2,40,2,60,100,100,2,40,80,60,2
scenario134,2,40,0.2,20,3,80,100,80,0,80,40,60,1
scenario135,0,40,0.8,100,2,80,40,80,2,60,80,90,2
scenario136,1,0,0.2,60,2,60,0,60,2,100,100,-90,0
scenario137,0,40,0.6,40,1,60,0,80,1,80,100,-60,2
scenario138,2,0,0.1,20,3,40,80,80,0,0,80,90,1
scenario139,2,80,0.8,40,3,40,40,0,0,0,80,0,1
scenario140,2,60,0.2,80,2,100,100,0,2,20,100,-30,0
scenario141,2,100,0.2,80,0,20,20,60,2,100,60,0,1
scenario142,1,20,0.2,60,2,40,100,60,2,20,20,30,0
scenario143,2,0,0.1,80,2,20,100,80,2,100,0,-60,0
scenario144,0,100,0.8,40,2,80,100,0,2,20,100,90,2
scenario145,0,100,1,60,1,20,0,100,1,0,60,30,2
scenario146,1,80,0.4,20,3,60,20,20,0,0,20,-90,0
scenario147,1,20,0.1,40,1,100,100,40,1,0,100,-90,2
scenario148,0,40,0.8,60,3,60,40,0,0,100,40,60,1
scenario149,1,40,0.1,40,3,40,40,100,0,80,100,90,0
scenario150,2,60,0.2,20,1,80,80,100,1,80,0,60,1
scenario151,2,20,1,0,2,0,80,80,2,20,20,-90,0
scenario152,0,20,0.6,100,1,60,0,60,1,100,0,60,2
scenario153,2,60,0.6,60,3,100,40,60,0,40,100,-30,1
scenario154,0,40,0.2,20,3,20,80,20,0,100,40,-30,1
scenario155,0,60,0.6,60,2,80,0,40,0,20,60,90,2
scenario156,1,0,0.4,0,3,20,60,0,1,20,0,-30,0
scenario157,2,80,0.2,80,3,60,100,20,0,80,100,0,1
scenario158,0,80,0.1,40,2,0,60,0,0,80,0,-60,2
scenario159,2,40,0.6,80,3,60,100,20,0,40,0,60,1
scenario160,0,60,0.6,80,1,100,20,100,1,20,40,30,2
scenario161,1,20,0.8,100,2,20,60,60,2,100,60,-30,0
scenario162,0,20,0.4,20,2,0,80,40,2,0,40,30,2
scenario163,0,100,0.4,0,1,0,20,80,1,0,40,30,2
scenario164,1,40,0.1,0,2,40,40,20,2,60,80,-30,0
scenario165,1,40,1,40,3,0,0,100,1,60,20,-60,0
scenario166,2,80,1,40,0,80,80,40,2,80,0,60,1
scenario167,2,40,0.8,40,1,100,80,80,1,60,20,60,1
scenario168,0,60,0.4,60,3,100,20,40,0,60,0,30,1
scenario169,2,100,1,40,1,40,20,100,1,20,100,90,1
scenario170,0,20,0.4,0,2,100,80,60,0,80,80,-30,2
scenario171,2,100,0.2,100,3,40,20,60,0,100,20,0,1
scenario172,0,60,0.4,100,2,100,20,80,2,0,20,0,2
scenario173,0,20,1,0,3,20,40,100,0,100,40,-90,1
scenario174,2,40,1,20,2,60,80,60,2,0,20,-90,0
scenario175,1,60,0.1,0,2,20,0,80,2,80,0,30,0
scenario176,2,0,0.6,60,2,80,100,60,2,20,40,-90,0
scenario177,0,100,0.8,100,2,60,40,40,0,60,80,60,2
scenario178,1,20,0.8,20,1,40,0,100,1,100,60,30,2
scenario179,2,80,0.1,40,3,80,20,100,0,40,40,-30,1
scenario180,0,40,1,20,1,40,20,20,1,20,100,60,2
scenario181,0,80,0.2,0,1,40,60,60,1,60,80,60,2
scenario182,1,20,0.6,0,3,60,80,100,1,0,40,-90,0
scenario183,0,0,1,60,3,60,80,80,0,20,60,-30,1
scenario184,1,20,1,0,3,80,60,60,1,20,60,60,0
scenario185,1,60,0.1,60,2,60,80,0,2,0,40,-90,0
scenario186,2,0,0.8,20,2,0,20,40,2,40,60,60,0
scenario187,2,100,0.6,100,0,20,100,100,2,40,80,0,1
scenario188,2,20,0.1,100,3,0,80,0,0,100,20,-60,1
scenario189,1,100,0.4,60,3,0,60,20,0,40,20,-60,0
scenario190,0,0,0.4,0,3,20,0,40,0,80,20,-90,1
scenario191,0,80,0.2,80,2,80,100,60,2,0,100,30,2
scenario192,1,100,0.8,80,3,40,0,0,1,100,0,-90,0
scenario193,0,40,1,80,2,40,20,80,2,20,0,90,2
scenario194,0,80,0.8,80,1,20,60,80,1,80,100,0,2
scenario195,1,40,0.4,100,3,40,0,80,0,40,20,30,0
scenario196,0,0,1,40,2,80,60,60,0,100,20,-90,2
scenario197,0,0,0.2,80,2,100,20,20,0,60,40,-30,2
scenario198,2,40,0.1,60,3,100,40,100,0,0,40,30,1
scenario199,1,20,0.4,100,2,100,20,40,2,100,80,-30,0
scenario200,2,100,1,40,0,100,60,80,2,60,80,30,1
scenario201,0,100,0.1,100,2,100,0,60,0,20,60,60,2
scenario202,0,40,0.4,80,2,80,80,100,2,80,0,60,2
scenario203,2,20,0.6,0,3,0,40,20,0,80,0,0,1
scenario204,2,100,0.2,100,1,60,0,100,1,20,20,-60,1
scenario205,0,80,0.1,60,2,80,40,80,2,0,40,0,2
scenario206,2,40,0.8,60,2,0,80,0,2,0,100,-90,0
scenario207,0,80,0.4,40,3,100,100,100,0,60,20,0,1
scenario208,1,0,0.6,100,3,20,0,80,0,80,60,-60,0
scenario209,1,20,1,40,3,0,40,40,0,20,0,90,0
scenario210,0,80,0.1,20,1,60,80,20,1,0,80,0,2
scenario211,1,80,0.4,80,3,60,40,100,0,80,60,-60,0
scenario212,1,80,0.1,20,1,60,60,100,1,60,0,0,2
scenario213,0,20,0.4,80,3,100,60,40,0,60,20,90,1
scenario214,0,40,0.6,40,2,0,0,100,2,100,100,90,2
scenario215,2,20,0.4,40,3,20,20,0,0,0,20,60,1
scenario216,2,40,0.2,20,2,60,100,20,2,40,0,30,0
scenario217,1,100,0.6,100,2,0,40,40,2,20,40,-30,0
scenario218,0,60,0.8,60,3,80,40,40,0,80,40,-90,1
scenario219,1,100,0.6,80,2,0,20,20,2,0,0,-30,0
scenario220,2,60,0.6,100,1,20,80,40,1,0,100,-60,1
scenario221,2,80,0.1,80,2,60,60,40,2,100,0,-90,0
scenario222,0,60,0.4,20,2,40,0,60,2,80,0,-60,2
scenario223,1,100,0.2,60,3,80,100,80,0,60,0,30,0
scenario224,2,80,0.8,0,0,100,0,40,2,0,40,0,1
scenario225,0,0,0.2,40,2,20,80,80,0,80,100,60,2
scenario226,2,20,0.1,0,0,100,20,20,2,100,20,90,1
scenario227,1,100,0.6,40,3,0,80,80,1,40,80,-60,0
scenario228,0,40,0.1,0,2,20,40,40,0,100,100,60,2
scenario229,2,20,0.2,100,2,100,80,60,2,60,80,-30,0
scenario230,2,100,0.2,100,3,0,60,100,0,20,60,90,1
scenario231,2,40,1,100,0,0,20,100,2,60,40,-30,1
scenario232,2,100,0.8,60,1,60,80,60,1,20,20,90,1
scenario233,0,40,1,60,1,40,0,20,1,0,80,30,2
scenario234,0,20,1,0,3,80,20,80,0,0,40,-90,1
scenario235,1,60,1,60,3,20,60,100,0,20,20,0,0
scenario236,2,0,1,60,1,40,40,100,1,60,100,30,1
scenario237,0,0,0.1,0,1,0,100,80,1,60,40,60,2
scenario238,1,40,0.6,80,3,60,60,80,1,40,0,30,0
scenario239,0,60,0.1,20,2,0,20,20,2,0,0,-60,2
scenario240,0,60,0.8,40,2,80,20,80,2,20,60,30,2
scenario241,1,40,0.2,20,3,80,80,60,1,60,20,60,0
scenario242,2,60,0.8,100,3,80,20,80,0,80,80,90,1
scenario243,0,80,0.6,20,1,20,40,40,1,20,80,30,2
scenario244,1,80,1,0,1,40,20,40,1,0,40,-30,2
scenario245,0,60,0.8,40,3,0,100,0,0,100,0,-90,1
scenario246,2,60,0.6,40,2,80,0,60,2,0,100,-90,0
scenario247,0,80,0.2,0,2,20,100,40,0,40,20,-90,2
scenario248,1,40,0.8,0,3,20,60,0,1,40,80,60,0
scenario249,1,100,0.2,40,3,80,80,100,1,80,80,30,0
scenario250,0,60,1,40,2,40,0,40,2,80,0,60,2
scenario251,0,40,0.2,80,2,40,20,60,2,80,60,-30,2
scenario252,2,80,0.8,20,2,20,40,80,2,0,60,90,0
scenario253,0,100,0.6,60,2,60,40,60,2,20,60,60,2
scenario254,1,20,1,60,3,100,60,20,0,40,100,90,0
scenario255,1,100,0.8,40,2,0,60,100,2,0,0,90,0
scenario256,0,100,0.4,100,1,100,80,0,1,0,80,-60,2
scenario257,2,100,1,0,2,80,60,20,2,40,100,-30,0
scenario258,0,100,0.2,20,1,0,80,80,1,20,20,-30,2
scenario259,1,0,1,60,2,40,20,80,2,0,60,30,0
scenario260,0,20,0.4,60,1,80,0,100,1,20,0,60,2
scenario261,2,20,0.4,0,3,20,40,40,0,60,40,30,1
scenario262,2,40,0.2,60,0,80,100,20,2,100,60,90,1
scenario263,0,40,0.2,60,2,100,40,80,0,40,80,-90,2
scenario264,2,40,0.4,80,3,20,100,0,0,20,60,30,1
scenario265,1,80,0.6,20,1,60,0,20,1,20,0,60,2
scenario266,2,0,0.8,80,0,60,0,0,2,80,20,-90,1
scenario267,2,40,0.1,20,1,40,80,0,1,80,100,30,1
scenario268,1,60,0.6,100,3,80,60,60,0,60,80,-90,0
scenario269,0,20,1,80,3,0,80,20,0,40,100,0,1
scenario270,0,80,0.6,20,3,40,100,80,0,80,0,0,1
scenario271,0,20,0.1,100,2,100,100,100,0,0,80,-30,2
scenario272,2,0,0.6,40,1,60,0,40,1,80,20,-60,1
scenario273,2,0,1,0,3,100,60,100,0,20,80,0,1
scenario274,1,0,0.1,60,3,80,60,100,1,100,40,-30,0
scenario275,1,40,0.2,0,3,100,100,40,0,0,100,60,0
scenario276,0,40,0.1,60,3,0,60,100,0,20,80,0,1
scenario277,1,20,0.4,80,2,100,20,80,2,60,100,30,0
scenario278,0,100,0.8,60,3,80,80,40,0,20,80,90,1
scenario279,2,60,0.2,0,2,40,0,20,2,100,40,-60,0
scenario280,2,100,0.6,80,2,60,0,80,2,0,0,-90,0
scenario281,1,20,0.2,100,3,80,0,80,1,20,20,-30,0
scenario282,1,0,0.6,100,1,0,80,0,1,60,80,-60,2
scenario283,0,20,0.1,100,1,0,100,80,1,40,100,0,2
scenario284,2,60,0.2,40,1,20,100,100,1,0,0,30,1
scenario285,1,0,0.8,20,3,60,20,100,0,100,0,-90,0
scenario286,2,80,0.1,0,0,20,20,20,2,80,80,-60,1
scenario287,0,60,1,40,3,20,80,60,0,80,0,90,1
scenario288,0,0,0.4,80,2,40,100,60,0,60,100,-90,2
scenario289,2,20,0.6,0,0,0,0,20,2,40,80,-30,1
scenario290,2,100,0.8,80,3,0,60,0,0,0,100,0,1
scenario291,1,100,0.8,20,3,0,100,80,1,60,20,-60,0
scenario292,2,100,0.8,20,3,80,0,40,0,40,20,-60,1
scenario293,0,80,0.2,40,2,20,80,40,2,20,20,-90,2
scenario294,0,0,0.8,40,2,100,80,60,2,20,20,30,2
scenario295,1,80,1,0,2,40,80,20,2,40,0,60,0
scenario296,0,80,1,0,3,60,20,20,0,80,80,60,1
scenario297,2,0,0.1,20,2,40,20,100,2,20,80,0,0
scenario298,0,100,0.2,60,2,0,20,100,0,100,20,30,2
scenario299,2,80,0.6,60,0,0,20,0,2,80,60,30,1
scenario300,0,20,0.1,60,2,20,20,80,2,40,20,-90,2
scenario301,0,60,0.8,40,1,40,20,40,1,20,60,-90,2
scenario302,1,20,0.6,60,3,100,100,20,0,100,80,0,0
scenario303,2,0,0.1,100,3,20,0,40,0,0,20,0,1
scenario304,0,20,0.1,0,2,40,0,0,0,80,100,90,2
scenario305,1,40,0.1,60,3,0,80,60,1,60,100,-30,0
scenario306,0,80,0.2,100,1,80,20,40,1,60,60,30,2
scenario307,1,0,0.2,60,1,100,60,100,1,80,20,-30,2
scenario308,0,20,0.1,80,3,60,60,40,0,0,80,90,1
scenario309,0,80,0.1,100,2,80,80,20,0,20,0,-60,2
scenario310,2,80,0.6,20,2,20,40,0,2,20,100,-30,0
scenario311,1,20,0.8,0,2,0,0,20,2,20,60,90,0
scenario312,1,40,0.6,0,3,0,60,80,1,0,20,0,0
scenario313,1,20,0.1,0,3,60,40,100,0,0,80,-90,0
scenario314,2,40,0.2,20,3,40,100,60,0,80,60,60,1
scenario315,0,20,0.6,100,1,20,20,80,1,20,100,-90,2
scenario316,0,0,0.4,40,2,80,40,100,2,100,20,-60,2
scenario317,0,100,0.4,60,2,20,40,0,2,0,60,0,2
scenario318,2,60,1,40,3,0,20,80,0,60,20,0,1
scenario319,1,100,0.1,60,3,80,40,40,0,40,20,60,0
scenario320,0,60,0.4,40,2,60,80,20,0,60,40,-60,2
scenario321,0,80,0.2,40,3,40,20,60,0,60,20,30,1
scenario322,1,20,0.1,0,3,0,80,20,1,0,40,-60,0
scenario323,0,40,0.8,100,1,80,60,0,1,40,0,-30,2
scenario324,2,100,0.2,40,1,60,0,80,1,40,60,0,1
scenario325,2,0,0.6,80,2,20,0,40,2,60,40,0,0
scenario326,2,80,0.6,60,3,20,100,100,0,80,80,60,1
scenario327,2,60,0.1,20,1,20,100,40,1,100,60,0,1
scenario328,2,100,0.4,60,3,40,60,40,0,20,60,-90,1
scenario329,0,0,0.2,80,2,80,0,0,2,100,40,-90,2
scenario330,0,80,0.8,40,3,40,100,100,0,60,0,-30,1
scenario331,1,100,0.4,80,3,0,80,80,1,100,100,-30,0
scenario332,1,100,1,100,3,80,40,100,1,40,40,30,0
scenario333,0,80,0.8,40,2,20,100,20,0,0,60,90,2
scenario334,2,40,1,80,2,80,0,0,2,60,40,0,0
scenario335,2,100,0.2,60,0,60,80,60,2,20,40,30,1
scenario336,2,80,0.6,100,1,80,80,40,1,80,20,60,1
scenario337,1,20,1,20,2,40,80,60,2,0,40,90,0
scenario338,1,100,0.1,20,2,40,20,0,2,60,100,-90,0
scenario339,0,60,0.1,40,1,60,80,0,1,20,80,0,2
scenario340,0,20,0.2,20,1,40,40,80,1,40,20,60,2
scenario341,1,60,0.1,60,3,100,0,60,1,60,40,30,0
scenario342,0,80,0.1,100,3,80,80,20,0,0,0,-90,1
scenario343,2,0,0.1,0,1,40,40,40,1,40,0,90,1
scenario344,0,100,1,20,2,60,20,100,0,100,40,90,2
scenario345,1,60,0.2,60,1,20,60,80,1,100,60,60,2
scenario346,2,0,0.6,80,2,60,80,80,2,20,100,0,0
scenario347,1,40,0.2,40,2,20,0,80,2,60,80,-90,0
scenario348,1,20,0.2,80,3,20,20,80,0,0,60,0,0
scenario349,0,80,0.1,100,1,40,100,20,1,40,40,30,2
scenario350,0,20,0.4,0,1,0,60,40,1,60,20,-60,2
scenario351,1,60,1,100,3,40,60,40,1,100,40,0,0
scenario352,2,100,0.2,0,3,20,20,0,0,0,80,30,1
scenario353,0,40,1,80,2,80,80,0,2,40,80,90,2
scenario354,0,0,0.2,80,3,80,40,60,0,80,80,30,1
scenario355,2,0,0.1,0,2,80,20,0,2,60,100,60,0
scenario356,0,80,0.4,20,2,40,20,20,0,80,40,30,2
scenario357,2,20,0.6,80,3,0,0,80,0,0,100,-60,1
scenario358,0,60,0.4,40,1,40,40,40,1,80,20,0,2
scenario359,2,100,0.6,0,0,40,40,0,2,80,80,-30,1
scenario360,2,20,0.8,60,0,100,60,100,2,60,20,60,1
scenario361,2,60,0.4,0,3,0,100,80,0,80,80,-90,1
scenario362,1,80,0.6,60,1,60,60,20,1,100,60,-30,2
scenario363,0,40,0.2,0,3,20,80,100,0,40,20,-60,1
scenario364,0,40,1,80,2,100,100,40,0,20,20,-90,2
scenario365,2,40,0.2,40,1,100,80,60,1,60,0,90,1
scenario366,1,0,0.8,100,3,0,100,100,0,100,60,-60,0
scenario367,1,100,0.4,100,3,100,20,60,1,100,20,90,0
scenario368,0,60,0.4,40,3,80,60,40,0,40,0,90,1
scenario369,1,0,0.8,80,2,80,80,80,2,0,80,-90,0
scenario370,0,0,0.2,80,2,0,100,100,0,60,20,30,2
scenario371,2,20,1,40,1,100,0,100,1,40,80,-60,1
scenario372,2,20,0.4,20,2,60,60,0,2,80,40,0,0
scenario373,0,100,0.6,20,1,80,100,40,1,20,40,60,2
scenario374,1,60,0.1,100,2,60,60,80,2,100,60,0,0
scenario375,1,100,0.1,0,2,40,20,40,2,0,40,-30,0
scenario376,1,20,0.4,80,3,20,100,0,0,60,40,-30,0
scenario377,2,80,1,40,2,40,0,100,2,40,60,-30,0
scenario378,0,40,0.6,60,2,40,0,100,0,80,40,-60,2
scenario379,2,60,0.6,20,0,20,0,80,2,60,60,90,1
scenario380,1,60,0.1,40,1,80,80,40,1,40,100,60,2
scenario381,2,20,0.8,60,1,60,40,20,1,100,0,-90,1
scenario382,0,80,0.6,0,3,80,20,60,0,100,100,-90,1
scenario383,2,40,0.1,0,2,80,0,100,2,80,40,-90,0
scenario384,0,80,0.2,20,1,20,60,80,1,0,80,90,2
scenario385,0,40,1,80,2,20,0,0,0,20,0,-60,2
scenario386,0,20,0.4,100,1,0,20,20,1,100,100,0,2
scenario387,1,0,1,0,2,40,40,0,2,60,20,-30,0
scenario388,0,80,0.8,60,3,80,20,60,0,40,80,90,1
scenario389,0,20,0.4,40,2,0,60,60,2,0,20,-90,2
scenario390,2,80,0.2,20,1,80,20,20,1,60,40,90,1
scenario391,0,100,0.1,80,2,100,20,60,2,20,60,0,2
scenario392,1,100,0.1,20,3,60,60,80,0,80,80,90,0
scenario393,2,100,0.2,100,3,100,0,0,0,40,80,90,1
scenario394,2,0,1,20,2,40,80,0,2,20,0,0,0
scenario395,1,20,0.4,0,3,60,60,80,1,100,100,90,0
scenario396,0,80,0.1,60,3,20,100,80,0,40,80,-30,1
scenario397,1,80,0.4,100,1,60,0,0,1,40,40,-60,2
scenario398,0,20,0.8,60,2,0,20,20,0,0,60,30,2
scenario399,1,60,0.1,0,2,60,80,100,2,60,0,30,0
scenario400,0,40,1,0,3,40,80,40,0,0,0,-60,1
scenario401,2,20,1,20,3,100,80,60,0,0,20,-90,1
scenario402,2,100,0.6,100,2,100,100,40,2,100,100,60,0
scenario403,2,40,0.4,100,3,100,40,80,0,80,100,-30,1
scenario404,1,0,0.2,100,2,20,20,40,2,20,60,-90,0
scenario405,0,0,0.2,40,1,80,60,0,1,60,60,-90,2
scenario406,0,0,0.8,100,1,20,40,0,1,80,20,0,2
scenario407,0,100,1,100,1,40,100,80,1,80,20,-30,2
scenario408,0,0,0.4,60,3,40,80,80,0,0,80,-30,1
scenario409,1,60,0.1,40,3,60,20,0,1,100,80,60,0
scenario410,2,60,0.4,0,0,80,0,60,2,80,20,30,1
scenario411,1,60,0.6,80,2,100,100,40,2,100,0,90,0
scenario412,2,0,1,20,3,80,60,20,0,40,40,30,1
scenario413,0,80,0.8,40,2,20,100,60,2,60,20,-30,2
scenario414,0,60,0.6,40,2,60,60,20,0,0,0,0,2
scenario415,2,60,0.8,80,2,40,40,40,2,20,60,60,0
scenario416,1,40,0.1,20,3,60,80,0,0,100,20,30,0
scenario417,1,20,0.1,40,3,60,100,20,0,20,100,60,0
scenario418,0,40,1,40,1,100,40,20,1,40,40,60,2
scenario419,0,40,0.1,40,3,60,40,100,0,0,20,60,1
