Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario134,0,100,100,60,100,60,20,20,0,0.6
scenario135,1,0,80,80,20,0,80,100,40,0.2
scenario136,1,80,80,80,100,-60,80,20,20,0.2
scenario137,0,100,100,0,0,-90,100,60,20,0.6
scenario138,1,0,80,100,80,30,0,60,20,1
scenario139,1,0,40,60,0,60,80,60,40,0.4
scenario140,0,100,100,0,100,60,60,0,100,0.8
scenario141,1,100,20,100,0,60,100,40,100,0.2
scenario142,1,0,100,100,60,0,60,40,60,0.1
scenario143,0,60,0,100,80,-30,0,80,100,0.6
scenario144,0,80,0,40,40,60,100,40,100,0.1
scenario145,1,60,20,60,40,90,40,80,60,0.8
scenario146,0,20,60,40,80,60,100,60,100,0.1
scenario147,1,0,0,0,60,90,80,40,0,0.1
scenario148,0,80,40,60,60,-30,0,20,100,0.6
scenario149,1,20,60,80,0,-30,20,20,60,1
scenario150,0,0,0,40,80,-30,60,20,0,1
scenario151,0,0,100,80,60,30,40,0,20,0.8
scenario152,0,20,40,60,60,30,60,100,80,0.8
scenario153,1,40,100,0,60,-60,80,20,100,0.8
scenario154,1,100,0,20,60,-60,20,60,40,0.6
scenario155,1,100,20,100,20,-30,40,80,0,0.1
scenario156,0,0,60,20,20,0,80,0,100,0.2
scenario157,1,20,40,20,40,30,60,80,0,0.4
scenario158,1,60,20,100,20,30,40,60,80,0.6
scenario159,0,40,0,80,100,-90,60,0,60,0.4
scenario160,1,80,60,100,20,30,60,40,0,0.6
scenario161,0,20,0,60,100,0,100,40,80,0.8
scenario162,0,40,0,0,20,60,20,80,20,0.8
scenario163,0,20,80,100,40,30,80,60,0,0.1
scenario164,1,100,20,60,40,60,20,60,40,0.4
scenario165,0,60,100,0,60,30,80,80,80,0.1
scenario166,0,60,80,40,80,-30,100,100,60,0.2
scenario167,1,20,100,0,100,90,0,100,60,0.6
scenario168,1,80,60,80,0,-90,40,40,0,0.1
scenario169,1,40,40,20,60,90,0,0,80,0.1
scenario170,0,100,0,40,60,30,100,0,80,0.6
scenario171,1,20,40,60,80,-90,20,60,20,0.1
scenario172,1,100,80,20,20,0,60,20,40,0.2
scenario173,0,20,60,80,0,90,20,60,80,0.2
scenario174,1,40,80,100,20,30,0,0,100,0.4
scenario175,0,80,80,100,80,-60,100,100,20,0.6
scenario176,0,80,60,80,0,60,80,100,40,0.8
scenario177,0,40,20,80,40,0,0,20,20,0.1
scenario178,1,20,100,20,0,-60,40,100,80,0.1
scenario179,0,100,20,20,40,30,60,20,0,0.1
scenario180,0,20,60,100,100,90,40,20,80,0.8
scenario181,0,80,20,80,100,90,20,80,80,0.2
scenario182,1,20,20,0,20,0,80,20,60,0.1
scenario183,1,20,0,80,80,90,40,100,100,0.8
scenario184,0,0,100,40,60,60,100,60,80,0.8
scenario185,1,100,0,80,20,60,60,80,80,0.4
scenario186,0,80,20,60,20,30,0,80,80,0.2
scenario187,1,60,60,100,60,30,100,40,60,0.2
scenario188,1,40,80,40,0,-30,100,100,40,0.1
scenario189,1,20,100,20,20,-60,0,60,60,0.8
scenario190,0,100,40,100,100,-30,0,40,60,0.1
scenario191,0,60,40,20,80,-60,60,20,100,1
scenario192,1,60,100,20,0,30,0,40,0,0.6
scenario193,1,80,60,100,40,30,100,100,0,0.4
scenario194,0,100,60,60,100,90,100,100,40,0.8
scenario195,0,40,80,60,80,0,20,0,60,0.8
scenario196,1,0,40,20,80,-90,60,60,60,0.2
scenario197,0,20,60,20,20,60,20,0,40,1
scenario198,0,40,60,20,100,-60,60,20,20,0.1
scenario199,1,80,0,0,100,-60,20,40,60,0.4
scenario200,1,80,100,80,80,-90,20,80,20,0.8
scenario201,0,40,0,100,80,-90,80,60,40,0.4
scenario202,0,20,80,60,80,60,40,60,0,1
scenario203,1,0,0,40,100,0,80,20,60,0.2
scenario204,1,0,80,0,0,30,80,20,60,1
scenario205,0,100,20,40,60,-30,60,0,40,0.6
scenario206,1,80,100,20,0,30,20,80,20,0.6
scenario207,0,80,20,20,20,-30,100,60,80,0.2
scenario208,1,20,80,20,80,-90,0,100,80,1
scenario209,0,0,0,100,60,-90,60,40,0,0.4
scenario210,1,100,40,0,0,90,40,100,40,0.8
scenario211,1,0,60,0,80,-90,40,40,40,0.2
scenario212,0,60,100,40,20,90,80,80,20,0.8
scenario213,0,40,80,20,40,-30,20,100,20,0.1
scenario214,1,100,40,80,100,60,20,80,40,0.2
scenario215,1,40,20,100,60,-30,100,0,0,1
scenario216,0,20,40,40,80,-60,60,80,80,0.4
scenario217,0,100,40,80,0,-60,40,20,20,0.1
scenario218,1,20,100,60,100,90,100,60,40,0.4
scenario219,1,60,20,60,80,60,100,60,0,0.6
scenario220,0,40,80,60,40,-60,40,60,60,0.6
scenario221,0,80,20,0,0,0,40,20,80,0.4
scenario222,0,0,100,100,100,-30,40,0,40,1
scenario223,1,20,60,40,40,-90,40,20,20,0.2
scenario224,1,100,0,0,40,0,60,100,0,0.4
scenario225,0,100,20,60,0,0,20,0,100,1
scenario226,1,20,100,60,40,-30,80,60,20,0.2
scenario227,0,20,60,80,0,-30,100,40,0,1
scenario228,1,60,20,0,20,90,40,0,80,0.4
scenario229,0,0,20,40,100,60,80,80,100,0.8
scenario230,1,40,60,40,0,-90,80,100,60,0.6
scenario231,0,80,100,0,80,-90,40,40,60,0.8
scenario232,0,80,100,20,40,-60,60,60,80,1
scenario233,1,0,100,80,20,60,60,80,20,0.6
scenario234,1,0,20,80,0,0,20,100,20,0.4
scenario235,0,80,80,60,100,-90,0,0,40,1
scenario236,1,100,60,100,20,-90,60,80,60,0.6
scenario237,0,0,20,100,0,30,40,40,40,0.8
scenario238,0,40,0,0,80,0,0,100,40,0.8
scenario239,1,60,60,100,20,-30,40,60,80,0.6
scenario240,0,80,0,40,80,30,20,0,0,0.1
scenario241,1,100,40,0,20,-90,0,80,0,1
scenario242,1,20,0,80,0,60,20,0,20,0.1
scenario243,1,20,40,40,40,60,80,20,60,0.1
scenario244,0,60,60,20,100,-30,0,100,80,1
scenario245,1,60,0,0,60,30,0,80,80,0.1
scenario246,0,20,80,20,100,-30,40,40,80,1
scenario247,1,60,0,60,0,60,60,0,60,0.6
scenario248,0,100,40,0,100,-30,60,40,100,0.2
scenario249,0,80,20,100,60,0,100,0,100,0.4
scenario250,1,60,60,40,20,90,100,80,60,0.1
scenario251,0,80,0,80,100,-90,40,40,100,1
scenario252,0,100,80,40,60,30,0,0,80,0.8
scenario253,1,20,40,20,60,90,60,40,100,0.4
scenario254,1,100,80,20,80,-30,20,20,20,0.4
scenario255,1,60,40,60,40,60,80,0,20,0.1
scenario256,0,100,20,40,100,-30,60,40,0,0.8
scenario257,1,60,80,40,0,30,60,80,60,0.6
scenario258,0,20,60,20,40,0,0,20,0,0.8
scenario259,1,0,100,0,80,-90,20,100,20,0.4
scenario260,0,0,80,40,20,-90,0,60,80,1
scenario261,0,0,60,40,40,-60,40,60,80,0.4
scenario262,1,80,60,40,80,0,20,100,20,1
scenario263,1,20,80,60,40,60,80,100,80,0.8
scenario264,0,80,0,0,100,-60,60,20,60,0.2
scenario265,1,0,100,80,80,-30,20,80,0,0.4
scenario266,1,80,40,60,0,90,20,60,0,0.8
scenario267,0,40,60,100,20,90,40,100,60,0.1
scenario268,1,80,100,100,20,30,40,60,80,0.4
scenario269,0,40,0,80,20,30,40,40,60,0.8
scenario270,0,60,100,100,0,-90,20,100,60,0.1
scenario271,0,80,20,20,20,60,60,40,20,0.6
scenario272,1,40,40,20,80,-30,100,60,80,0.6
scenario273,0,20,60,60,60,60,0,100,20,0.6
scenario274,0,40,0,0,40,-60,80,80,40,0.1
scenario275,1,0,80,80,60,60,100,60,100,1
scenario276,1,60,20,0,80,-30,60,20,100,1
scenario277,1,40,20,80,0,30,0,80,100,0.2
scenario278,1,100,40,100,60,30,60,20,40,0.2
scenario279,0,80,80,40,100,60,80,40,80,0.2
scenario280,0,0,80,20,60,-60,20,60,0,0.6
scenario281,1,100,40,80,20,-30,80,0,80,0.6
scenario282,0,0,80,100,60,0,20,40,20,0.4
scenario283,1,40,100,20,60,-60,60,60,40,0.8
scenario284,0,0,60,20,80,90,0,100,100,0.8
scenario285,0,0,20,60,60,-90,60,0,80,0.8
scenario286,1,40,0,0,100,-90,60,20,40,1
scenario287,1,0,20,20,40,0,20,100,0,0.2
scenario288,0,40,40,0,60,-90,100,40,0,0.4
scenario289,1,20,100,60,100,0,100,0,0,0.6
scenario290,1,60,20,80,0,-60,100,60,60,0.1
scenario291,0,40,0,40,100,-60,20,60,60,0.6
scenario292,0,80,40,40,20,30,100,80,80,0.4
scenario293,0,100,60,80,60,90,0,0,40,0.4
scenario294,0,60,100,40,100,30,0,0,20,0.4
scenario295,1,80,0,100,0,-30,100,100,60,0.8
scenario296,1,100,0,60,40,0,100,0,100,0.2
scenario297,0,100,20,60,20,0,80,20,100,1
scenario298,0,100,80,60,60,60,0,0,60,0.1
scenario299,1,60,60,80,80,-60,60,20,0,0.4
scenario300,0,40,40,60,40,-30,60,60,20,0.6
scenario301,1,60,20,100,60,90,100,100,0,0.2
scenario302,1,0,20,60,40,30,20,100,40,0.6
scenario303,0,40,100,100,60,60,100,40,100,0.8
scenario304,0,0,60,100,100,-60,60,20,0,0.4
scenario305,1,80,0,0,40,90,40,0,60,0.4
scenario306,0,0,0,20,80,30,100,100,40,0.1
scenario307,1,0,100,40,40,-60,80,80,100,0.2
scenario308,1,100,0,100,60,-30,0,80,80,0.1
scenario309,1,80,40,80,20,60,40,100,40,0.6
scenario310,0,40,100,60,80,30,100,60,100,1
scenario311,1,20,60,80,40,0,0,0,80,0.1
scenario312,1,80,80,100,80,-60,0,40,0,0.6
scenario313,0,20,80,0,20,-90,0,20,0,0.4
scenario314,0,60,100,40,60,90,0,40,40,0.2
scenario315,0,20,80,80,40,90,80,60,20,0.2
scenario316,1,100,40,40,40,-60,60,40,100,1
scenario317,0,20,80,20,20,0,100,80,100,0.1
scenario318,1,40,80,0,20,-30,40,20,80,1
scenario319,1,20,40,0,0,0,0,60,60,0.1
scenario320,1,40,40,60,40,90,60,100,100,0.8
scenario321,0,80,20,40,60,-90,0,40,60,0.6
scenario322,0,40,80,80,40,-60,40,80,40,0.6
scenario323,0,60,80,0,0,0,0,0,20,1
scenario324,1,100,40,80,40,0,80,20,100,0.1
scenario325,1,0,0,40,0,-30,80,60,60,1
scenario326,0,40,80,20,80,90,20,100,100,0.4
scenario327,0,60,80,80,100,30,40,60,60,0.6
scenario328,0,0,40,40,60,-30,60,20,20,0.8
scenario329,1,80,100,0,0,90,60,80,20,0.1
scenario330,1,100,20,60,80,-60,80,0,40,1
scenario331,0,80,20,40,80,-90,40,100,100,0.2
scenario332,1,100,100,0,100,0,40,100,80,0.1
scenario333,1,80,100,100,100,-30,40,60,0,0.4
scenario334,1,20,100,20,60,30,40,0,40,1
scenario335,0,60,80,40,20,-90,0,80,60,0.8
scenario336,1,60,0,60,60,90,40,80,60,1
scenario337,0,60,60,20,100,60,100,0,100,0.6
scenario338,1,0,0,80,20,60,20,0,100,0.6
scenario339,0,0,20,100,0,60,100,20,40,0.8
scenario340,1,80,40,20,20,-30,100,60,100,0.4
scenario341,0,100,100,40,0,-60,40,80,0,1
scenario342,0,100,40,60,40,-60,40,0,40,0.4
scenario343,1,40,20,0,60,60,60,80,100,0.2
scenario344,0,40,20,40,0,0,40,60,20,0.4
scenario345,1,60,100,60,60,-60,60,20,0,0.1
scenario346,0,0,40,0,80,90,60,100,60,0.8
scenario347,1,20,60,40,60,90,100,100,40,0.1
scenario348,0,0,60,100,80,-30,60,20,60,1
scenario349,0,60,80,80,0,-90,40,40,80,0.6
scenario350,0,0,0,60,0,90,80,40,80,0.4
scenario351,1,60,20,0,100,-60,80,20,80,0.2
scenario352,1,80,80,100,60,-90,20,60,20,0.8
scenario353,0,0,40,20,100,30,20,80,100,0.1
scenario354,1,40,80,20,20,-90,80,20,40,0.8
scenario355,1,40,100,80,0,60,0,80,20,0.1
scenario356,0,20,60,80,100,0,0,0,20,0.8
scenario357,0,40,40,20,80,60,0,60,20,0.4
scenario358,0,20,40,60,20,0,20,60,80,0.4
scenario359,1,20,100,80,40,30,20,20,20,0.6
scenario360,1,0,60,60,100,-90,20,0,100,0.6
scenario361,0,40,80,20,100,90,60,0,40,0.6
scenario362,1,100,60,80,80,-60,0,20,20,0.8
scenario363,1,40,20,100,20,-90,80,80,40,0.2
scenario364,0,20,0,60,0,90,20,80,80,1
scenario365,1,100,40,40,60,60,0,0,20,1
scenario366,0,0,100,0,40,-30,80,80,100,0.2
scenario367,1,20,40,20,100,60,40,60,40,1
scenario368,0,0,20,40,40,-30,80,20,40,1
scenario369,1,60,20,0,40,90,40,40,80,0.4
scenario370,0,40,0,100,40,30,20,0,60,0.2
scenario371,0,60,0,80,80,60,100,80,100,1
scenario372,0,100,60,0,80,-90,100,40,80,0.1
scenario373,1,20,100,100,0,0,20,40,0,0.1
scenario374,1,20,0,80,100,-30,0,80,0,1
scenario375,1,60,40,40,80,-60,100,100,40,0.8
scenario376,0,80,0,40,100,60,40,0,0,0.8
scenario377,1,0,80,40,0,90,80,80,20,0.2
scenario378,0,100,60,20,60,0,60,0,80,0.1
scenario379,0,80,100,0,100,30,80,40,0,0.8
scenario380,1,40,40,0,20,30,60,20,60,0.2
scenario381,1,100,20,80,100,30,0,40,40,0.1
scenario382,1,80,80,40,20,90,60,0,60,0.6
scenario383,1,100,0,80,20,-90,80,60,100,0.4
scenario384,0,40,40,60,80,-60,20,80,80,1
scenario385,0,80,0,100,40,0,80,40,100,0.8
scenario386,1,80,40,100,60,0,60,20,100,0.4
scenario387,1,80,0,80,20,-90,0,100,40,0.4
scenario388,0,40,100,20,80,60,40,60,100,1
scenario389,0,100,100,0,60,-60,0,0,80,0.1
scenario390,0,20,100,20,80,-60,80,0,20,0.2
scenario391,0,0,60,20,0,-30,40,40,100,0.8
scenario392,1,60,20,80,60,-90,20,80,60,0.1
scenario393,1,0,60,20,80,90,40,80,0,0.6
scenario394,0,20,20,20,40,-90,60,60,60,0.1
scenario395,0,0,20,100,60,0,20,0,20,0.8
scenario396,1,60,20,0,0,-60,100,100,60,0.6
scenario397,0,100,40,20,100,-60,0,40,0,0.1
scenario398,1,60,0,80,40,-30,60,40,20,0.8
scenario399,1,80,100,40,100,30,40,80,0,0.1
scenario400,0,80,60,60,0,30,60,60,80,0.8
scenario401,0,100,60,0,80,-90,0,20,60,0.2
scenario402,1,0,40,20,100,-90,60,0,40,0.4
scenario403,1,20,80,100,0,90,80,60,40,0.6
scenario404,1,60,40,40,20,-90,20,100,0,0.1
scenario405,0,0,100,100,20,30,0,100,20,0.6
scenario406,0,100,40,60,100,-30,60,20,0,1
scenario407,1,80,100,60,0,60,100,60,100,0.2
scenario408,0,20,0,0,0,-90,40,80,20,1
scenario409,0,100,60,20,100,60,0,0,20,0.8
scenario410,1,60,60,40,40,0,0,20,80,0.1
scenario411,1,40,0,80,40,-30,20,20,60,1
scenario412,1,60,0,100,40,0,100,20,60,0.2
scenario413,1,40,100,40,60,-30,100,80,80,0.8
scenario414,0,20,60,100,80,60,100,100,40,0.4
scenario415,0,80,40,60,80,90,100,80,80,0.2
scenario416,1,20,20,0,0,60,40,20,0,0.6
scenario417,0,60,40,0,100,0,100,100,80,0.8
scenario418,0,80,60,0,60,60,20,60,20,0.6
scenario419,0,0,100,80,20,90,20,40,100,0.6
scenario420,1,40,20,60,60,-60,60,0,0,0.8
scenario421,0,20,80,80,80,-90,20,60,20,0.4
scenario422,1,20,20,60,60,-30,80,20,40,0.1
scenario423,0,60,40,80,40,30,100,60,60,0.6
scenario424,1,80,100,40,100,90,60,20,0,0.4
scenario425,1,80,0,80,60,30,100,0,40,0.2
scenario426,1,40,20,0,0,60,0,80,100,0.1
scenario427,0,40,60,40,100,-90,100,60,100,0.1
scenario428,1,60,20,60,40,-30,40,60,60,0.6
scenario429,0,100,40,20,40,-90,20,100,60,0.8
scenario430,0,40,40,0,80,-30,60,40,80,0.6
scenario431,0,60,0,20,40,-60,0,0,40,0.6
scenario432,1,80,80,60,80,0,80,0,0,1
scenario433,1,0,80,80,100,-30,20,40,60,1
scenario434,0,20,60,100,0,-90,100,20,40,0.8
scenario435,1,0,20,0,80,-90,60,20,0,0.4
scenario436,1,100,0,60,60,-30,0,80,20,0.6
scenario437,0,20,100,80,40,-30,0,20,100,0.1
scenario438,0,40,20,60,0,30,40,20,20,0.2
scenario439,0,20,80,40,60,30,40,80,60,0.2
scenario440,0,0,80,20,60,90,40,40,20,0.4
scenario441,1,40,100,60,100,0,100,0,0,1
scenario442,0,60,60,20,100,-60,60,20,80,0.4
scenario443,0,60,0,100,20,-90,100,40,100,0.6
scenario444,1,40,40,60,60,60,20,0,80,0.4
scenario445,1,0,80,80,40,-60,80,0,40,0.4
scenario446,0,0,60,100,100,-60,20,60,80,0.2
scenario447,0,80,20,20,100,0,100,80,0,1
scenario448,1,80,0,0,40,-30,100,0,0,0.1
scenario449,1,20,80,80,20,90,40,60,100,0.4
scenario450,1,60,40,80,60,-90,0,100,20,0.1
scenario451,1,0,20,100,0,30,60,20,40,0.6
scenario452,0,20,80,0,20,0,100,20,20,0.4
scenario453,0,20,20,60,0,90,0,20,100,1
scenario454,1,0,100,20,80,30,100,80,100,0.6
scenario455,1,60,0,20,60,30,40,80,60,0.1
scenario456,1,60,100,100,20,0,40,0,60,0.2
scenario457,0,80,60,60,20,60,0,40,60,0.6
scenario458,0,100,80,60,0,90,60,100,20,1
scenario459,1,40,0,60,40,-30,40,20,80,0.4
scenario460,1,40,0,0,100,0,40,100,0,0.4
scenario461,0,80,80,0,20,90,20,100,20,0.6
scenario462,1,60,40,40,20,60,100,40,0,0.1
scenario463,0,40,40,80,80,-90,20,20,80,0.4
scenario464,0,0,100,100,100,-60,80,0,0,0.8
scenario465,0,20,0,0,80,90,80,60,60,0.2
scenario466,1,80,40,80,60,-30,100,60,20,0.8
scenario467,0,40,60,0,40,30,60,100,60,0.1
scenario468,1,80,80,20,40,30,40,100,40,0.8
scenario469,0,60,80,60,0,-30,20,40,80,1
scenario470,0,0,80,80,60,-60,80,60,0,0.2
scenario471,1,100,60,100,100,30,100,40,0,0.6
scenario472,1,100,80,60,80,-60,40,100,60,0.1
scenario473,0,40,100,40,0,-90,40,80,20,1
scenario474,1,20,80,60,100,-90,0,60,80,1
scenario475,1,60,100,0,20,0,40,80,0,0.6
scenario476,0,80,60,0,20,60,0,40,100,0.8
scenario477,0,60,100,80,80,30,0,60,20,0.6
scenario478,0,100,60,80,20,60,40,0,20,0.2
scenario479,1,20,20,0,60,60,100,40,40,0.2
scenario480,1,100,100,0,0,-60,0,60,40,0.8
scenario481,0,60,0,100,20,0,40,40,100,0.2
scenario482,1,100,80,100,60,-30,20,20,0,0.4
scenario483,0,80,40,20,40,-30,100,20,80,0.4
scenario484,0,40,0,40,40,90,20,20,60,0.2
scenario485,1,40,100,80,20,-60,60,60,20,0.1
scenario486,1,0,20,20,0,90,40,40,80,0.6
scenario487,1,100,40,60,100,0,40,60,80,0.4
scenario488,0,0,80,100,60,-30,60,40,60,0.8
scenario489,0,20,60,40,80,-60,60,0,100,1
scenario490,0,0,80,20,20,60,0,100,40,0.2
scenario491,1,40,40,60,40,30,80,80,100,0.1
scenario492,1,0,60,40,100,60,100,20,80,0.1
scenario493,1,100,40,80,80,30,0,60,60,1
scenario494,1,20,40,40,20,60,20,0,0,1
scenario495,0,80,0,20,60,30,0,80,40,1
scenario496,0,60,20,0,0,90,40,100,80,0.8
scenario497,1,40,80,60,80,-90,60,60,20,0.8
scenario498,0,60,60,20,100,30,60,0,100,0.6
scenario499,0,100,60,60,20,60,100,100,80,0.1
scenario500,1,100,20,0,80,-90,60,40,40,1
scenario501,1,20,80,60,40,90,60,40,100,0.6
scenario502,0,20,80,100,80,-90,40,80,80,0.2
scenario503,1,100,60,60,100,0,80,40,100,1
scenario504,0,40,40,100,40,-60,0,20,0,1
scenario505,1,40,40,80,0,60,40,40,0,0.8
scenario506,0,60,0,20,60,-90,60,80,100,0.6
scenario507,1,0,100,20,40,30,80,20,20,0.8
scenario508,0,20,80,80,40,-60,60,0,20,1
scenario509,1,0,60,40,60,-90,0,40,20,0.1
scenario510,0,80,40,20,0,-30,0,20,60,1
scenario511,0,80,40,20,0,60,0,20,100,1
scenario512,1,80,100,40,0,0,20,60,0,1
