Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
scenario55,0,20,0.1,0,3,40,80,0,0,60,100,1
scenario56,2,60,0.1,60,3,80,20,20,0,80,100,1
scenario57,1,20,1,100,2,0,60,80,2,100,20,0
scenario58,2,40,1,0,3,80,80,80,0,100,20,1
scenario59,0,20,0.4,100,1,20,100,100,1,40,60,2
scenario60,1,40,1,40,2,100,20,20,2,80,40,0
scenario61,2,100,0.8,80,1,40,100,80,1,80,0,1
scenario62,0,60,0.1,80,1,0,60,0,1,80,40,2
scenario63,2,80,0.8,60,0,60,40,40,2,40,0,1
scenario64,2,0,0.4,80,1,40,0,60,1,0,60,1
scenario65,0,40,0.8,100,1,100,0,40,1,20,20,2
scenario66,0,80,0.4,20,2,20,40,0,0,0,100,2
scenario67,2,100,0.8,40,3,0,0,80,0,100,60,1
scenario68,1,100,0.8,0,3,20,100,20,1,20,80,0
scenario69,2,100,0.6,80,2,80,100,20,2,60,80,0
scenario70,0,0,1,40,3,0,0,60,0,60,60,1
scenario71,1,60,0.1,40,2,60,60,100,2,60,40,0
scenario72,0,60,0.4,80,2,20,0,60,2,20,40,2
scenario73,0,60,0.1,0,2,0,100,100,0,80,20,2
scenario74,2,0,0.2,40,1,60,100,60,1,40,100,1
scenario75,0,0,0.2,100,2,60,60,40,2,60,80,2
scenario76,2,80,0.2,20,2,100,100,80,2,60,100,0
scenario77,1,0,1,0,3,100,20,60,0,100,40,0
scenario78,0,20,0.6,40,3,60,0,80,0,0,60,1
scenario79,2,40,0.1,40,3,60,60,60,0,60,60,1
scenario80,1,100,0.2,80,1,60,20,20,1,60,20,2
scenario81,2,40,0.6,60,1,100,80,20,1,40,100,1
scenario82,0,0,0.8,0,3,60,100,60,0,40,60,1
scenario83,1,100,0.8,100,3,40,60,40,1,40,40,0
scenario84,0,60,1,20,1,20,20,40,1,40,40,2
scenario85,2,40,0.8,60,2,80,80,0,2,80,0,0
scenario86,1,80,0.1,100,1,40,0,80,1,100,100,2
scenario87,0,40,0.1,100,2,80,60,20,0,60,80,2
scenario88,2,60,0.1,40,3,80,40,0,0,100,80,1
scenario89,1,80,0.4,40,3,80,0,40,0,80,20,0
scenario90,2,60,0.2,100,0,0,80,100,2,0,60,1
scenario91,0,60,1,40,2,0,0,100,0,20,60,2
scenario92,0,20,0.1,100,2,80,20,100,2,40,0,2
scenario93,2,60,1,60,1,20,0,20,1,40,100,1
scenario94,1,100,0.8,100,3,80,100,80,1,60,100,0
scenario95,1,0,0.4,20,2,20,40,20,2,0,0,0
scenario96,1,0,1,80,2,100,0,40,2,0,60,0
scenario97,2,60,0.6,40,2,60,60,20,2,0,20,0
scenario98,2,0,0.6,60,3,60,20,40,0,40,20,1
scenario99,2,80,0.8,60,0,0,100,40,2,60,80,1
scenario100,1,60,0.8,20,3,40,80,0,0,60,40,0
scenario101,0,0,0.4,20,3,40,40,80,0,40,0,1
scenario102,2,20,0.2,0,3,60,80,40,0,0,40,1
scenario103,0,80,0.2,0,2,100,60,100,2,100,100,2
scenario104,0,100,0.1,20,2,80,40,60,2,20,80,2
scenario105,0,100,0.2,60,3,20,20,40,0,100,80,1
scenario106,1,100,0.6,40,2,0,80,20,2,40,20,0
scenario107,0,0,0.2,100,1,20,20,100,1,20,20,2
scenario108,2,60,1,20,3,60,60,100,0,0,80,1
scenario109,0,80,0.2,0,2,60,40,40,0,80,0,2
scenario110,1,100,0.6,0,1,100,60,80,1,80,40,2
scenario111,0,80,1,80,2,20,0,20,2,40,60,2
scenario112,2,100,0.4,0,2,60,0,40,2,40,100,0
scenario113,1,40,0.1,100,3,0,40,40,1,80,80,0
scenario114,0,80,1,0,2,40,100,20,0,100,40,2
scenario115,2,20,0.8,20,3,100,80,0,0,80,20,1
scenario116,2,0,0.8,20,2,20,20,80,2,0,20,0
scenario117,1,20,0.6,80,2,60,0,100,2,100,100,0
scenario118,0,80,1,40,1,40,0,60,1,60,60,2
scenario119,2,100,0.4,40,0,80,60,20,2,80,40,1
scenario120,1,60,0.6,100,3,40,40,60,0,0,60,0
scenario121,0,20,0.1,0,3,60,40,20,0,80,40,1
scenario122,1,60,0.6,100,3,80,40,0,0,60,80,0
scenario123,2,100,0.8,80,0,0,80,100,2,0,80,1
scenario124,2,40,0.4,60,1,80,100,80,1,0,100,1
scenario125,1,0,1,100,3,40,0,20,1,20,40,0
scenario126,2,60,0.2,20,1,60,20,80,1,0,60,1
scenario127,2,40,0.1,40,0,80,60,40,2,100,80,1
scenario128,2,80,0.1,40,3,40,40,60,0,0,0,1
scenario129,0,80,0.4,100,2,20,100,40,2,20,100,2
scenario130,0,100,0.1,80,1,80,20,0,1,0,60,2
scenario131,2,20,1,100,2,40,20,100,2,100,80,0
scenario132,1,80,0.8,40,3,80,80,60,1,80,0,0
scenario133,0,20,0.4,80,2,100,80,80,2,60,20,2
scenario134,1,80,0.1,60,2,40,80,60,2,40,20,0
scenario135,0,20,1,80,1,20,0,80,1,40,100,2
scenario136,0,60,0.6,80,3,60,80,100,0,60,20,1
scenario137,0,100,0.4,60,2,80,60,80,0,40,20,2
scenario138,1,0,1,100,3,0,0,20,0,40,20,0
scenario139,1,0,0.4,60,3,80,100,0,0,20,60,0
scenario140,0,80,0.8,100,2,100,60,40,0,60,80,2
scenario141,0,20,0.6,100,1,40,0,80,1,100,20,2
scenario142,0,80,0.8,100,3,80,20,40,0,40,40,1
scenario143,0,20,0.2,20,2,20,80,60,0,80,80,2
scenario144,1,40,0.1,60,2,60,80,40,2,0,100,0
scenario145,2,80,1,60,1,0,100,0,1,40,20,1
scenario146,0,0,0.2,20,2,60,80,80,2,60,40,2
scenario147,2,60,0.6,80,3,0,80,20,0,20,0,1
scenario148,0,40,0.6,80,3,80,100,0,0,80,0,1
scenario149,2,0,0.2,0,3,20,40,80,0,40,0,1
scenario150,2,20,0.4,40,2,40,40,100,2,20,60,0
scenario151,2,80,0.4,60,2,100,60,0,2,100,20,0
scenario152,1,20,0.1,100,3,20,100,20,1,0,20,0
scenario153,1,0,0.6,40,3,100,20,20,1,0,40,0
scenario154,1,0,0.8,40,2,20,0,0,2,80,0,0
scenario155,2,80,0.8,60,1,60,100,80,1,0,80,1
scenario156,2,40,0.1,0,2,100,40,100,2,0,0,0
scenario157,0,0,1,20,1,80,40,40,1,20,60,2
scenario158,0,80,0.2,20,2,100,60,20,2,100,80,2
scenario159,1,100,0.4,0,3,80,100,60,0,20,0,0
scenario160,1,80,1,60,1,40,20,60,1,60,40,2
scenario161,0,20,0.6,100,2,20,0,100,0,80,100,2
scenario162,2,100,0.8,0,0,20,0,40,2,20,40,1
scenario163,2,100,0.1,40,1,60,100,80,1,40,40,1
scenario164,1,40,0.6,60,3,40,80,100,0,20,100,0
scenario165,1,60,0.1,80,1,60,80,40,1,100,100,2
scenario166,2,80,0.2,20,3,60,80,40,0,0,20,1
scenario167,0,60,0.6,20,3,80,0,80,0,60,100,1
scenario168,1,60,0.6,80,1,40,60,60,1,40,60,2
scenario169,0,100,0.2,60,2,0,0,0,2,20,60,2
scenario170,0,40,1,100,2,20,100,0,2,40,0,2
scenario171,1,60,0.4,40,3,60,60,0,1,100,0,0
scenario172,1,100,0.6,100,2,0,60,80,2,40,40,0
scenario173,0,80,1,40,1,40,20,40,1,0,0,2
scenario174,1,60,0.8,0,1,0,100,0,1,100,40,2
scenario175,2,80,0.8,0,2,0,20,60,2,0,60,0
scenario176,0,20,0.1,80,3,100,60,20,0,100,0,1
scenario177,1,80,0.4,60,2,100,20,60,2,80,40,0
scenario178,1,60,0.8,40,3,80,80,100,0,20,40,0
scenario179,0,20,0.1,40,2,100,40,60,0,80,60,2
scenario180,2,80,0.6,80,0,20,40,100,2,40,100,1
scenario181,2,60,0.4,20,1,60,40,20,1,60,100,1
scenario182,1,20,1,60,3,60,80,80,0,100,80,0
scenario183,2,60,1,60,1,40,80,40,1,40,100,1
scenario184,0,40,0.2,60,2,20,20,100,2,100,100,2
scenario185,0,100,0.6,0,3,100,0,20,0,80,60,1
scenario186,2,100,0.4,0,2,80,80,20,2,0,100,0
scenario187,0,20,0.1,100,2,60,40,80,0,0,20,2
scenario188,0,0,0.2,20,2,20,100,100,0,80,80,2
scenario189,1,40,0.6,60,3,0,20,0,1,20,60,0
scenario190,1,80,0.1,80,3,20,40,20,1,20,80,0
scenario191,2,0,0.4,80,0,40,20,40,2,40,40,1
scenario192,1,80,0.6,100,2,100,100,40,2,100,20,0
scenario193,2,20,0.8,100,2,40,80,40,2,20,40,0
scenario194,0,0,0.2,40,1,80,60,20,1,20,80,2
scenario195,0,40,0.2,100,2,40,80,40,2,60,100,2
scenario196,0,60,0.8,0,3,40,20,100,0,0,0,1
scenario197,0,20,0.1,0,2,20,0,80,2,60,40,2
scenario198,0,100,0.4,0,2,20,80,100,0,0,0,2
scenario199,2,100,0.2,80,3,60,60,80,0,0,60,1
scenario200,2,40,1,80,3,20,40,0,0,20,100,1
scenario201,1,40,0.6,20,3,80,80,80,1,60,0,0
scenario202,1,100,1,80,3,40,100,100,1,40,100,0
scenario203,2,20,0.6,40,0,0,80,20,2,80,20,1
scenario204,0,0,1,100,2,100,60,60,0,20,0,2
scenario205,2,0,0.2,100,1,80,60,40,1,100,40,1
scenario206,1,100,1,80,3,0,0,40,0,100,40,0
scenario207,0,0,0.6,40,1,60,40,0,1,60,60,2
scenario208,1,100,0.6,40,1,80,80,100,1,20,60,2
scenario209,0,40,0.4,20,1,100,20,60,1,0,20,2
scenario210,2,60,0.1,0,2,0,100,100,2,0,80,0
scenario211,0,20,1,40,3,0,40,60,0,100,20,1
scenario212,2,80,0.1,80,3,60,20,0,0,40,60,1
scenario213,1,60,0.2,100,3,60,80,0,0,20,40,0
scenario214,2,40,0.6,100,2,100,40,20,2,0,0,0
scenario215,0,20,0.2,40,1,80,40,20,1,20,40,2
scenario216,2,0,1,60,3,20,0,20,0,100,60,1
scenario217,0,20,0.2,80,3,0,20,0,0,80,0,1
scenario218,0,20,0.1,100,1,80,20,60,1,80,60,2
scenario219,0,40,1,0,2,60,0,20,2,100,60,2
scenario220,1,40,0.1,20,3,0,80,0,1,80,20,0
scenario221,0,60,0.2,0,2,40,60,20,0,20,100,2
scenario222,2,100,0.8,0,1,60,0,60,1,100,100,1
scenario223,1,20,0.2,40,2,100,40,0,2,60,80,0
scenario224,2,100,1,80,0,0,40,100,2,80,20,1
scenario225,2,100,1,20,0,80,100,80,2,20,80,1
scenario226,1,100,0.4,80,3,80,0,100,1,20,20,0
scenario227,1,80,0.8,60,3,40,20,40,0,0,0,0
scenario228,2,80,0.4,20,3,100,0,0,0,80,0,1
scenario229,0,0,0.1,100,2,0,0,40,2,80,20,2
scenario230,2,80,0.8,100,0,40,40,100,2,100,60,1
scenario231,1,60,0.2,20,2,20,60,0,2,40,60,0
scenario232,1,20,0.6,0,2,60,0,80,2,80,100,0
scenario233,1,40,1,60,3,0,40,40,0,60,100,0
scenario234,0,40,0.4,80,3,60,100,60,0,20,80,1
scenario235,1,0,0.2,40,2,0,80,20,2,0,40,0
scenario236,0,80,0.1,0,1,20,100,40,1,80,100,2
scenario237,0,60,0.4,60,2,100,80,80,2,40,0,2
scenario238,2,80,0.8,20,2,20,0,20,2,40,60,0
scenario239,2,0,1,80,1,100,100,80,1,60,0,1
scenario240,0,100,0.6,60,2,20,80,40,0,60,40,2
scenario241,0,100,0.6,40,2,40,100,100,0,40,20,2
scenario242,0,80,0.1,100,2,0,100,40,0,0,80,2
scenario243,2,0,0.6,100,1,100,60,20,1,80,60,1
scenario244,1,100,0.1,80,3,20,0,40,1,60,80,0
scenario245,1,40,0.8,0,1,20,80,100,1,60,80,2
scenario246,0,40,1,40,3,20,100,80,0,40,0,1
scenario247,2,20,0.1,20,2,0,80,0,2,100,100,0
scenario248,0,0,0.4,0,1,60,80,60,1,60,0,2
scenario249,0,80,0.6,40,3,60,0,20,0,40,40,1
scenario250,0,60,1,60,2,80,100,0,2,0,40,2
scenario251,1,80,0.8,20,2,0,80,100,2,60,40,0
scenario252,2,100,0.6,20,3,80,20,100,0,0,60,1
scenario253,2,100,0.8,20,0,20,60,40,2,0,20,1
scenario254,0,40,0.4,60,2,100,0,0,0,20,60,2
scenario255,0,40,0.2,80,2,0,20,40,0,60,20,2
scenario256,2,100,0.6,60,1,80,40,80,1,40,60,1
scenario257,1,60,0.2,20,3,60,60,60,0,80,20,0
scenario258,1,40,0.4,80,2,20,40,40,2,100,60,0
scenario259,2,0,0.1,20,2,80,40,0,2,0,20,0
scenario260,1,100,0.2,60,3,0,0,60,1,80,40,0
scenario261,2,0,1,0,2,100,0,20,2,80,40,0
scenario262,1,20,0.1,100,2,40,40,40,2,40,0,0
scenario263,0,20,1,40,2,80,60,100,0,40,80,2
scenario264,0,100,1,60,2,60,100,60,2,40,100,2
scenario265,1,40,0.8,40,3,40,60,0,0,20,20,0
scenario266,2,60,1,40,3,40,20,100,0,20,40,1
scenario267,0,60,0.6,60,2,0,20,20,2,0,0,2
scenario268,2,80,0.1,0,3,40,40,40,0,80,60,1
scenario269,0,80,0.2,100,1,40,20,80,1,100,100,2
scenario270,0,100,0.6,100,1,80,60,60,1,60,100,2
scenario271,1,0,0.4,80,3,100,100,20,0,20,100,0
scenario272,0,0,0.1,80,2,60,80,60,0,100,60,2
scenario273,2,20,0.6,100,0,80,80,80,2,40,60,1
scenario274,0,80,0.4,80,2,40,80,80,2,100,100,2
scenario275,1,80,1,0,3,0,0,80,0,100,20,0
scenario276,0,20,0.1,40,3,40,100,20,0,20,40,1
scenario277,2,40,0.8,0,2,0,80,0,2,80,80,0
scenario278,2,60,0.2,60,1,100,0,80,1,60,60,1
scenario279,0,80,0.1,0,3,0,40,80,0,80,20,1
scenario280,2,40,0.1,0,0,40,20,40,2,20,100,1
scenario281,1,20,1,60,2,100,40,100,2,60,100,0
scenario282,0,100,0.8,60,2,80,100,100,0,100,80,2
scenario283,0,40,0.6,20,2,100,80,80,2,20,60,2
scenario284,2,0,0.8,20,2,100,60,40,2,40,20,0
scenario285,1,0,0.4,20,3,20,0,0,0,0,0,0
scenario286,0,40,0.4,80,1,40,0,40,1,20,100,2
scenario287,2,0,0.6,40,1,40,100,80,1,60,20,1
scenario288,1,20,1,80,3,0,20,100,1,40,0,0
scenario289,0,100,0.2,20,3,0,100,60,0,40,100,1
scenario290,0,0,0.6,0,2,0,100,60,0,80,0,2
scenario291,2,80,0.1,80,2,20,40,80,2,100,100,0
scenario292,2,0,0.8,80,0,80,40,60,2,80,80,1
scenario293,1,100,0.1,0,2,0,60,0,2,60,80,0
scenario294,0,80,0.2,20,2,80,80,20,0,40,40,2
scenario295,1,20,0.2,80,2,0,0,20,2,0,80,0
scenario296,1,40,0.4,60,3,80,100,40,0,20,40,0
scenario297,1,40,0.8,40,3,80,0,100,0,20,0,0
scenario298,2,60,0.6,20,3,40,80,100,0,80,80,1
scenario299,1,40,0.1,80,1,80,40,80,1,100,0,2
scenario300,0,0,0.6,100,1,20,80,60,1,100,60,2
scenario301,2,60,0.2,0,3,60,60,80,0,60,60,1
scenario302,1,20,1,20,3,100,0,0,1,40,100,0
scenario303,0,80,0.8,100,2,100,40,20,2,80,100,2
scenario304,0,20,1,60,1,80,40,0,1,0,60,2
scenario305,2,80,0.6,60,2,100,20,20,2,100,20,0
scenario306,0,100,0.4,100,3,80,100,60,0,100,20,1
scenario307,2,60,0.2,60,0,40,60,60,2,40,100,1
scenario308,1,80,0.8,0,3,0,0,0,1,60,60,0
scenario309,2,20,0.2,80,3,60,40,0,0,100,80,1
scenario310,0,0,1,100,1,100,40,40,1,100,0,2
scenario311,1,0,0.1,60,2,20,100,80,2,0,60,0
scenario312,0,40,1,100,2,20,60,60,2,0,20,2
scenario313,1,20,0.6,0,2,20,100,40,2,60,80,0
scenario314,2,60,0.4,80,2,0,40,20,2,60,40,0
scenario315,1,0,1,40,1,60,100,80,1,40,40,2
scenario316,2,80,0.2,100,2,60,20,100,2,40,0,0
scenario317,0,0,0.2,0,2,40,80,60,0,20,80,2
scenario318,0,100,0.4,0,1,40,80,80,1,40,100,2
scenario319,0,20,0.4,80,3,60,0,100,0,20,0,1
scenario320,2,0,0.6,20,1,80,100,60,1,80,100,1
scenario321,0,100,0.2,60,1,0,60,0,1,60,80,2
scenario322,2,80,0.6,80,0,100,20,20,2,80,40,1
scenario323,1,0,1,20,3,0,20,80,1,40,0,0
scenario324,0,60,0.6,80,1,40,100,20,1,0,100,2
scenario325,0,0,0.8,0,2,40,20,40,2,80,0,2
scenario326,1,80,0.1,60,2,80,0,100,2,40,60,0
scenario327,2,40,0.4,60,1,20,60,0,1,0,40,1
scenario328,1,100,0.1,100,3,80,0,20,1,100,20,0
scenario329,2,100,0.2,100,0,40,0,60,2,80,20,1
scenario330,0,60,0.4,0,3,100,80,80,0,0,0,1
scenario331,1,80,0.8,80,3,60,60,100,0,20,0,0
scenario332,0,20,0.1,60,2,0,80,40,2,20,60,2
scenario333,2,60,1,20,3,60,40,20,0,40,80,1
scenario334,0,60,0.6,40,2,100,80,80,0,0,20,2
scenario335,2,40,0.2,20,0,40,100,0,2,60,100,1
scenario336,0,40,0.4,20,2,60,20,20,2,0,40,2
scenario337,2,20,0.8,0,1,0,80,60,1,80,60,1
scenario338,2,60,1,80,2,100,20,80,2,60,100,0
scenario339,2,20,0.1,60,3,0,100,80,0,20,80,1
scenario340,1,60,0.6,80,3,0,80,20,0,100,60,0
scenario341,1,40,0.4,60,3,100,100,100,0,0,40,0
scenario342,1,40,0.4,100,3,100,100,60,1,60,40,0
scenario343,0,40,0.1,20,3,100,0,80,0,60,20,1
scenario344,0,20,0.1,80,3,60,80,60,0,80,100,1
scenario345,2,80,0.6,20,2,100,40,80,2,40,0,0
scenario346,0,100,0.1,60,2,80,0,60,0,60,0,2
scenario347,2,20,0.2,80,1,80,40,20,1,60,60,1
scenario348,0,80,0.8,20,3,80,20,100,0,60,20,1
scenario349,0,20,0.4,100,2,80,60,20,2,20,100,2
scenario350,1,20,1,80,3,60,100,60,1,60,60,0
scenario351,1,60,1,0,1,40,0,100,1,60,40,2
scenario352,1,0,0.1,80,3,20,100,0,1,80,100,0
scenario353,2,100,0.6,20,3,60,20,40,0,0,40,1
scenario354,2,20,1,60,2,20,0,20,2,100,40,0
scenario355,2,60,0.6,0,1,80,100,80,1,40,0,1
scenario356,0,60,0.2,40,3,100,20,0,0,0,80,1
scenario357,1,60,0.8,100,3,20,20,80,0,80,80,0
scenario358,1,100,0.4,0,3,80,60,0,1,60,80,0
scenario359,2,40,0.2,0,1,20,60,0,1,40,20,1
scenario360,0,20,0.1,40,2,60,40,20,0,0,100,2
scenario361,2,100,0.6,20,2,40,100,100,2,100,40,0
scenario362,2,80,0.2,100,2,40,100,100,2,40,60,0
scenario363,2,0,0.1,60,3,20,20,20,0,20,100,1
scenario364,0,80,0.6,0,2,40,0,20,2,60,0,2
scenario365,1,20,0.2,60,3,80,40,0,0,20,0,0
scenario366,0,40,0.2,40,2,60,0,100,0,100,80,2
scenario367,0,60,0.8,40,1,0,20,0,1,80,80,2
scenario368,0,80,0.8,80,1,100,0,60,1,20,0,2
scenario369,2,0,0.8,100,0,40,0,80,2,100,40,1
scenario370,1,60,1,100,2,20,0,100,2,100,100,0
scenario371,0,40,0.1,60,1,40,60,20,1,40,40,2
scenario372,0,0,0.2,100,2,100,40,40,2,100,100,2
scenario373,1,100,0.1,60,2,80,40,60,2,80,0,0
scenario374,0,80,0.8,60,3,0,20,60,0,40,100,1
scenario375,0,40,0.4,60,2,80,60,100,0,60,40,2
scenario376,2,20,0.1,60,3,0,40,20,0,80,0,1
scenario377,2,100,0.1,40,0,0,40,0,2,60,80,1
scenario378,0,40,0.4,0,2,100,60,100,2,40,40,2
scenario379,2,40,1,100,1,60,40,80,1,0,40,1
scenario380,1,40,0.2,80,3,0,20,20,0,0,60,0
scenario381,1,80,0.8,80,3,20,80,0,1,60,20,0
scenario382,0,100,0.6,20,2,100,100,40,0,100,100,2
scenario383,1,0,0.6,40,3,60,60,100,0,40,100,0
scenario384,1,20,0.8,20,1,0,80,100,1,100,20,2
scenario385,2,40,0.4,60,2,60,100,0,2,20,80,0
scenario386,2,40,0.2,20,3,60,80,20,0,40,80,1
scenario387,0,80,0.4,40,1,0,80,20,1,0,80,2
scenario388,1,20,0.6,100,2,80,20,40,2,60,60,0
scenario389,0,0,0.2,20,2,0,60,100,0,60,0,2
scenario390,1,40,0.1,40,1,20,100,20,1,100,20,2
scenario391,0,0,1,100,3,80,40,20,0,0,20,1
scenario392,2,40,0.8,40,3,0,0,0,0,0,20,1
scenario393,2,0,0.6,0,2,20,20,100,2,60,0,0
scenario394,2,60,1,100,1,80,20,80,1,20,80,1
scenario395,0,20,1,0,3,80,80,0,0,20,80,1
scenario396,2,40,1,60,1,80,100,20,1,100,60,1
scenario397,0,100,0.2,20,2,60,100,60,2,80,100,2
scenario398,1,20,0.2,80,3,100,60,40,0,100,100,0
scenario399,0,80,0.4,0,2,60,20,40,0,0,100,2
scenario400,1,100,0.1,20,2,40,0,40,2,60,0,0
scenario401,0,100,0.6,40,1,60,0,40,1,40,40,2
scenario402,0,0,0.4,60,3,80,0,100,0,100,0,1
scenario403,2,20,0.6,80,0,80,80,40,2,100,40,1
scenario404,0,40,0.1,60,2,100,0,40,2,20,60,2
scenario405,1,60,0.1,80,2,20,20,0,2,100,100,0
scenario406,0,100,0.2,80,1,0,40,20,1,100,60,2
scenario407,2,0,0.6,60,0,40,100,0,2,60,20,1
scenario408,0,20,0.6,60,2,60,20,80,0,20,0,2
scenario409,1,20,0.4,0,3,40,100,80,0,0,40,0
scenario410,0,40,0.1,80,1,40,60,80,1,80,0,2
scenario411,2,100,0.1,100,2,40,0,80,2,40,0,0
scenario412,1,60,0.1,80,3,60,40,80,1,60,100,0
scenario413,2,100,0.2,100,3,20,20,80,0,20,20,1
scenario414,1,80,0.4,100,3,0,80,60,0,20,20,0
scenario415,0,60,1,0,3,80,20,100,0,40,100,1
scenario416,0,60,1,20,2,0,40,20,2,100,0,2
scenario417,2,60,1,40,2,40,40,80,2,20,60,0
scenario418,2,100,0.8,100,2,80,40,40,2,80,100,0
scenario419,0,20,0.1,40,3,100,100,20,0,80,80,1
scenario420,0,80,0.2,60,2,0,80,20,0,0,40,2
scenario421,0,0,0.1,100,2,60,40,0,2,40,60,2
scenario422,2,60,0.6,80,1,20,80,60,1,100,100,1
scenario423,1,80,0.4,100,1,0,60,80,1,100,20,2
scenario424,0,40,0.4,40,2,60,60,0,2,100,20,2
scenario425,1,20,1,60,3,40,20,60,0,0,100,0
scenario426,2,40,0.4,40,0,100,80,100,2,60,80,1
scenario427,2,80,0.8,100,0,60,20,80,2,100,20,1
scenario428,0,20,0.1,60,3,60,20,80,0,0,80,1
scenario429,1,100,1,80,3,100,0,100,1,40,0,0
scenario430,1,0,0.8,20,3,100,60,0,0,100,60,0
scenario431,0,80,0.6,100,1,40,40,100,1,60,40,2
scenario432,2,40,0.2,80,2,0,0,60,2,40,60,0
scenario433,0,0,1,60,2,60,20,100,0,0,40,2
scenario434,1,40,1,80,3,0,0,100,1,0,40,0
scenario435,0,60,0.4,0,1,0,100,0,1,0,40,2
scenario436,2,20,0.8,0,3,100,20,100,0,60,100,1
scenario437,1,60,0.1,80,2,20,60,0,2,100,60,0
scenario438,0,20,0.2,20,1,100,40,40,1,100,60,2
scenario439,2,100,0.8,0,2,20,0,0,2,0,60,0
scenario440,2,40,0.2,40,1,40,20,40,1,40,80,1
scenario441,1,100,1,100,2,60,100,40,2,40,40,0
scenario442,0,80,0.8,0,3,80,40,40,0,40,60,1
scenario443,0,100,0.1,0,2,60,40,60,0,20,0,2
scenario444,1,100,0.2,0,3,0,60,80,0,0,0,0
scenario445,1,80,1,100,3,100,100,100,1,60,100,0
scenario446,1,40,1,60,3,40,0,20,0,100,80,0
scenario447,2,0,1,20,0,40,80,60,2,20,100,1
scenario448,2,60,0.1,80,1,80,60,100,1,40,0,1
scenario449,2,0,0.2,80,0,60,40,40,2,40,20,1
scenario450,0,40,0.2,0,1,40,80,80,1,100,100,2
scenario451,0,20,0.6,40,2,20,60,0,0,60,40,2
scenario452,0,60,0.4,40,3,0,40,40,0,60,80,1
