Row,goalego,windintensity,roadfriction,fogdistance,startother,precipitationdeposits,cloudiness,fogdensity,goalother,precipitation,wetness,startego
scenario126,0,0,0.6,80,3,100,0,80,0,20,100,1
scenario127,2,40,0.6,0,0,0,0,60,2,0,100,1
scenario128,0,100,0.1,40,1,20,0,80,1,80,40,2
scenario129,2,100,0.6,20,3,0,60,20,0,20,40,1
scenario130,0,40,0.4,60,2,40,80,40,2,0,100,2
scenario131,2,0,0.4,20,0,80,80,0,2,40,80,1
scenario132,2,0,1,100,3,40,80,0,0,40,100,1
scenario133,0,0,0.4,100,3,60,20,40,0,100,0,1
scenario134,2,80,0.4,0,2,0,80,60,2,40,40,0
scenario135,1,60,0.1,40,2,60,60,40,2,100,40,0
scenario136,2,20,0.2,40,2,0,80,40,2,0,0,0
scenario137,1,80,0.2,40,2,60,40,100,2,0,40,0
scenario138,2,0,1,0,1,0,100,20,1,60,20,1
scenario139,1,80,0.6,20,2,80,60,100,2,40,20,0
scenario140,2,80,0.6,40,2,0,60,40,2,0,0,0
scenario141,1,20,0.6,40,3,0,60,40,1,40,0,0
scenario142,0,100,0.2,60,3,60,20,0,0,100,40,1
scenario143,0,0,1,40,2,80,20,60,2,80,80,2
scenario144,1,60,0.1,40,1,40,60,60,1,60,0,2
scenario145,0,100,1,20,3,80,40,100,0,60,80,1
scenario146,1,60,0.4,60,1,60,80,60,1,60,60,2
scenario147,2,0,0.8,80,0,0,80,20,2,80,0,1
scenario148,1,20,1,100,1,20,100,20,1,60,0,2
scenario149,2,100,0.4,100,2,60,40,20,2,0,80,0
scenario150,1,100,0.4,100,2,80,60,60,2,0,80,0
scenario151,2,20,0.6,100,3,100,20,20,0,60,40,1
scenario152,2,100,0.1,100,2,40,100,20,2,40,40,0
scenario153,0,0,0.6,100,1,20,60,80,1,40,100,2
scenario154,2,60,0.4,0,2,40,100,80,2,100,20,0
scenario155,0,100,0.2,20,3,20,100,40,0,60,0,1
scenario156,1,60,0.1,40,3,20,40,80,1,80,20,0
scenario157,1,40,0.2,80,1,0,80,0,1,40,0,2
scenario158,0,20,0.6,40,2,0,100,0,2,60,20,2
scenario159,2,80,0.6,100,2,80,0,0,2,60,0,0
scenario160,1,0,0.6,100,3,100,100,20,0,0,20,0
scenario161,0,80,0.2,60,3,60,40,60,0,80,80,1
scenario162,1,100,0.4,80,3,20,40,40,0,80,100,0
scenario163,1,100,0.8,20,1,20,20,0,1,20,0,2
scenario164,1,60,0.2,40,1,100,0,0,1,40,80,2
scenario165,0,0,0.8,20,2,100,20,20,2,60,0,2
scenario166,1,60,0.6,100,1,80,100,0,1,20,0,2
scenario167,2,80,0.1,60,3,0,40,0,0,40,20,1
scenario168,0,80,0.8,60,1,100,100,40,1,80,100,2
scenario169,2,20,0.2,0,2,100,0,40,2,60,100,0
scenario170,2,80,0.4,40,0,100,0,60,2,40,0,1
scenario171,1,20,0.6,0,2,100,40,60,2,40,0,0
scenario172,0,0,0.6,60,3,100,100,80,0,20,60,1
scenario173,2,40,0.2,0,2,80,0,40,2,80,100,0
scenario174,0,20,0.1,80,1,60,40,100,1,20,0,2
scenario175,1,80,0.6,20,3,40,100,100,0,0,60,0
scenario176,0,60,0.6,100,1,20,100,80,1,80,60,2
scenario177,1,60,0.1,40,2,20,40,20,2,0,20,0
scenario178,0,60,0.1,60,3,60,60,0,0,40,60,1
scenario179,1,0,0.4,100,1,100,80,100,1,40,40,2
scenario180,2,100,0.6,40,2,20,40,40,2,100,40,0
scenario181,0,20,0.8,60,1,0,100,60,1,100,40,2
scenario182,0,100,0.8,40,3,100,20,40,0,0,60,1
scenario183,0,60,0.4,0,1,100,80,20,1,80,60,2
scenario184,0,100,1,20,3,60,80,20,0,60,60,1
scenario185,0,100,0.6,80,2,40,20,100,2,60,0,2
scenario186,0,80,0.1,100,2,20,0,40,0,100,80,2
scenario187,2,40,0.4,60,1,0,80,40,1,40,100,1
scenario188,2,100,0.4,40,2,60,20,60,2,80,100,0
scenario189,1,40,0.4,0,2,0,40,20,2,100,80,0
scenario190,2,0,0.6,100,2,80,40,100,2,100,20,0
scenario191,2,80,0.6,20,3,20,60,60,0,60,60,1
scenario192,1,0,0.4,0,1,80,100,0,1,20,20,2
scenario193,0,100,0.2,60,3,20,0,80,0,40,0,1
scenario194,0,0,1,60,1,20,40,80,1,20,20,2
scenario195,0,100,0.6,20,3,40,0,0,0,0,80,1
scenario196,2,100,0.8,20,2,100,0,80,2,40,0,0
scenario197,0,80,1,100,2,60,80,80,2,20,0,2
scenario198,0,40,0.4,80,3,40,60,100,0,0,100,1
scenario199,0,100,1,0,3,60,40,80,0,100,80,1
scenario200,1,80,0.8,80,3,0,0,0,0,40,0,0
scenario201,0,20,0.2,40,3,80,80,40,0,20,20,1
scenario202,0,80,0.6,20,3,100,20,40,0,100,100,1
scenario203,1,20,0.1,80,1,100,100,0,1,80,0,2
scenario204,1,60,0.4,60,1,100,40,20,1,40,100,2
scenario205,1,20,0.4,100,1,80,40,80,1,80,80,2
scenario206,0,0,0.2,80,1,80,0,40,1,40,40,2
scenario207,2,80,0.6,20,3,100,100,80,0,60,100,1
scenario208,1,20,0.6,0,1,40,100,40,1,40,60,2
scenario209,2,20,1,80,0,60,80,100,2,20,60,1
scenario210,0,0,0.6,20,3,80,80,40,0,20,80,1
scenario211,0,40,0.1,100,1,60,20,80,1,0,60,2
scenario212,1,100,0.6,100,1,40,80,0,1,20,20,2
scenario213,1,60,0.1,20,1,80,80,80,1,100,100,2
scenario214,0,80,0.2,100,3,40,0,20,0,100,40,1
scenario215,2,60,0.1,80,3,0,40,20,0,40,20,1
scenario216,2,100,0.4,80,0,100,60,40,2,100,100,1
scenario217,2,40,0.2,100,2,60,80,80,2,100,100,0
scenario218,2,100,0.8,20,3,0,60,20,0,80,100,1
scenario219,0,80,0.2,0,1,100,0,80,1,60,60,2
scenario220,1,80,0.8,40,1,60,20,100,1,20,80,2
scenario221,1,100,0.4,0,2,20,100,100,2,60,100,0
scenario222,1,60,1,20,1,40,0,60,1,20,80,2
scenario223,2,0,0.1,80,3,60,40,60,0,40,20,1
scenario224,2,80,0.4,0,2,0,20,80,2,60,100,0
scenario225,2,20,0.8,20,2,20,60,20,2,100,60,0
scenario226,0,0,0.2,60,3,40,80,80,0,60,0,1
scenario227,0,100,0.1,20,3,100,80,20,0,100,0,1
scenario228,1,20,0.2,100,1,80,60,80,1,40,0,2
scenario229,1,40,1,0,1,80,20,100,1,60,0,2
scenario230,0,0,0.1,0,1,20,40,80,1,40,0,2
scenario231,1,60,0.2,40,2,20,0,100,2,40,0,0
scenario232,2,20,0.1,80,2,0,80,80,2,0,60,0
scenario233,0,100,0.6,100,3,100,0,0,0,20,100,1
scenario234,2,0,0.8,40,2,80,40,80,2,80,0,0
scenario235,2,100,0.4,60,2,80,80,100,2,40,40,0
scenario236,1,80,0.4,40,1,100,40,60,1,20,0,2
scenario237,1,80,0.2,40,2,80,60,60,2,100,80,0
scenario238,1,40,0.2,0,1,40,80,40,1,40,20,2
scenario239,0,40,0.8,80,1,20,0,100,1,40,60,2
scenario240,1,80,0.2,100,2,20,80,60,2,80,40,0
scenario241,0,100,0.6,20,3,20,40,80,0,80,100,1
scenario242,1,0,1,0,2,60,60,60,2,100,100,0
scenario243,0,80,0.6,100,2,100,100,60,0,20,80,2
scenario244,1,20,1,0,2,40,40,20,2,80,40,0
scenario245,1,0,0.4,80,3,100,80,100,1,60,0,0
scenario246,1,20,0.4,0,2,60,20,60,2,0,20,0
scenario247,0,0,0.8,80,3,100,100,100,0,80,40,1
scenario248,1,40,0.4,100,1,20,100,100,1,80,100,2
scenario249,2,60,0.1,80,0,20,0,0,2,40,40,1
scenario250,0,40,0.2,60,2,60,20,0,2,0,80,2
scenario251,2,0,0.4,40,1,60,20,100,1,80,60,1
scenario252,1,80,0.2,40,1,80,100,80,1,80,60,2
scenario253,2,20,1,40,3,60,40,40,0,80,100,1
scenario254,0,40,0.6,100,1,0,0,20,1,80,80,2
scenario255,0,60,0.8,0,3,60,60,20,0,60,0,1
scenario256,1,80,0.2,60,2,80,0,40,2,40,60,0
scenario257,1,20,0.6,20,2,40,60,0,2,20,80,0
scenario258,0,0,0.2,40,3,80,0,0,0,40,60,1
scenario259,1,60,0.8,60,3,60,80,0,1,60,80,0
scenario260,1,40,1,0,2,100,40,60,2,80,20,0
scenario261,0,60,0.2,40,3,80,60,20,0,60,0,1
scenario262,1,60,0.4,80,1,100,20,60,1,80,100,2
scenario263,1,80,0.8,60,1,0,60,40,1,80,100,2
scenario264,2,100,0.6,20,1,0,0,20,1,100,20,1
scenario265,1,0,0.4,40,3,40,20,100,1,0,60,0
scenario266,0,100,0.6,40,3,20,100,20,0,80,20,1
scenario267,1,20,0.2,100,1,80,40,20,1,60,100,2
scenario268,0,20,1,60,2,40,40,0,0,60,20,2
scenario269,1,0,0.1,80,2,40,20,0,2,60,0,0
scenario270,0,0,1,100,3,60,100,100,0,20,60,1
scenario271,1,0,1,20,1,20,0,80,1,40,60,2
scenario272,0,0,0.6,20,3,20,40,0,0,60,80,1
scenario273,2,20,0.8,80,0,20,60,60,2,40,40,1
scenario274,0,20,0.2,80,2,0,40,0,2,60,100,2
scenario275,1,100,1,20,1,40,20,60,1,60,0,2
scenario276,2,80,0.1,40,3,20,60,40,0,0,0,1
scenario277,1,80,0.1,100,2,0,20,20,2,20,0,0
scenario278,2,0,0.8,40,2,60,100,100,2,0,60,0
scenario279,1,100,0.1,0,1,20,80,20,1,100,100,2
scenario280,1,80,0.1,80,2,80,60,40,2,20,40,0
scenario281,0,20,1,60,1,60,0,80,1,80,40,2
scenario282,2,100,0.8,0,2,0,0,60,2,20,0,0
scenario283,1,60,0.4,0,3,60,80,100,1,40,80,0
scenario284,2,80,0.2,40,2,60,60,20,2,100,40,0
scenario285,0,100,0.6,80,1,40,20,100,1,0,0,2
scenario286,2,40,0.8,60,2,40,0,60,2,100,80,0
scenario287,0,80,0.1,40,3,80,0,20,0,40,40,1
scenario288,0,20,0.2,20,3,0,80,20,0,60,100,1
scenario289,0,40,0.1,100,3,0,40,60,0,60,40,1
scenario290,2,40,1,40,0,0,60,80,2,80,20,1
scenario291,1,0,1,0,2,40,20,60,2,40,60,0
scenario292,2,40,0.2,100,2,100,80,0,2,80,40,0
scenario293,1,80,0.8,20,2,0,60,0,2,40,80,0
scenario294,0,60,0.6,20,3,20,20,20,0,20,40,1
scenario295,2,60,1,40,2,80,60,80,2,20,100,0
scenario296,0,60,0.6,40,2,20,100,60,2,20,20,2
scenario297,1,60,0.2,80,1,40,100,100,1,80,100,2
scenario298,1,100,0.1,0,2,80,80,20,2,60,20,0
scenario299,2,20,0.1,80,2,80,0,100,2,80,0,0
scenario300,0,20,1,100,3,100,20,40,0,100,60,1
scenario301,0,40,0.2,100,2,100,20,0,2,20,40,2
scenario302,2,100,0.1,60,3,20,20,60,0,0,40,1
scenario303,1,100,1,20,2,80,0,40,2,40,40,0
scenario304,2,100,0.4,0,1,0,20,40,1,80,100,1
scenario305,1,60,0.8,40,2,60,80,20,2,20,0,0
scenario306,0,40,0.8,100,3,60,100,80,0,20,80,1
scenario307,2,60,0.4,60,2,100,0,60,2,60,100,0
scenario308,2,0,0.2,60,3,0,20,80,0,0,60,1
scenario309,2,80,1,20,2,80,20,100,2,60,80,0
scenario310,0,100,0.1,60,2,100,20,100,2,0,100,2
scenario311,1,100,0.2,40,1,80,40,20,1,40,60,2
scenario312,2,40,0.6,60,0,80,80,100,2,20,60,1
scenario313,2,0,0.8,20,2,60,60,80,2,100,40,0
scenario314,2,20,0.2,40,3,80,80,80,0,20,100,1
scenario315,2,80,0.4,0,2,60,80,100,2,40,100,0
scenario316,2,60,0.1,80,3,20,0,20,0,80,60,1
scenario317,2,20,1,0,1,20,20,80,1,100,80,1
scenario318,1,40,0.2,0,1,80,60,100,1,20,20,2
scenario319,1,0,1,20,2,20,80,80,2,40,20,0
scenario320,0,40,0.6,0,1,100,20,20,1,40,60,2
scenario321,2,0,0.1,40,2,20,20,60,2,80,60,0
scenario322,0,0,0.2,40,3,20,20,20,0,20,80,1
scenario323,1,60,0.4,0,1,40,0,100,1,20,40,2
scenario324,1,0,0.6,40,1,0,40,20,1,60,40,2
scenario325,1,100,0.8,100,2,20,80,20,2,80,20,0
scenario326,0,100,0.4,20,2,100,100,100,2,80,100,2
scenario327,0,0,1,20,3,60,0,60,0,40,40,1
scenario328,2,20,0.6,80,3,80,60,60,0,40,40,1
scenario329,0,0,0.1,20,3,0,0,0,0,20,0,1
scenario330,1,40,0.6,40,3,60,60,100,1,20,40,0
scenario331,2,20,0.4,0,3,60,20,0,0,60,60,1
scenario332,0,80,0.1,20,3,0,80,40,0,40,100,1
scenario333,2,20,1,100,2,60,20,60,2,80,40,0
scenario334,2,0,0.2,20,3,80,100,20,0,100,20,1
scenario335,1,0,0.2,20,1,20,60,20,1,60,80,2
scenario336,1,80,0.6,80,2,100,60,60,2,100,40,0
scenario337,1,20,0.4,80,1,100,60,60,1,40,0,2
scenario338,2,80,1,40,2,80,60,0,2,80,60,0
scenario339,0,100,0.4,0,1,80,60,40,1,100,40,2
scenario340,1,40,0.4,40,1,60,60,100,1,80,100,2
scenario341,0,100,0.4,0,2,80,40,80,0,0,40,2
scenario342,0,80,0.2,40,3,40,60,60,0,100,80,1
scenario343,1,20,0.6,0,3,0,80,60,1,60,40,0
scenario344,2,80,0.6,0,0,60,80,60,2,100,60,1
scenario345,1,80,0.4,80,1,100,0,0,1,0,0,2
scenario346,1,40,1,20,2,20,0,0,2,0,0,0
scenario347,0,0,0.1,20,3,40,60,0,0,100,80,1
scenario348,0,80,0.6,100,1,100,80,60,1,40,60,2
scenario349,2,40,1,80,2,40,80,60,2,80,40,0
scenario350,2,40,0.8,0,2,60,100,0,2,100,0,0
scenario351,1,0,0.6,100,1,80,60,60,1,80,100,2
scenario352,0,100,0.4,20,2,100,40,20,2,80,0,2
scenario353,1,20,0.4,40,2,100,20,60,2,0,80,0
scenario354,2,0,0.1,0,2,20,40,20,2,0,80,0
scenario355,2,40,0.2,80,3,20,20,0,0,60,40,1
scenario356,0,80,0.8,20,2,60,60,0,2,80,100,2
scenario357,2,60,0.8,0,2,40,20,40,2,60,80,0
scenario358,0,60,0.6,80,1,20,0,80,1,40,60,2
scenario359,0,80,0.1,100,1,20,0,100,1,100,60,2
scenario360,2,80,0.8,20,2,80,100,100,2,60,60,0
scenario361,2,40,0.8,40,2,0,60,100,2,100,60,0
scenario362,1,80,0.2,100,3,60,0,20,0,60,100,0
scenario363,1,0,0.1,80,1,60,80,20,1,80,40,2
scenario364,0,60,0.8,60,2,100,20,0,0,0,0,2
scenario365,2,20,0.1,100,3,60,40,80,0,0,0,1
scenario366,1,80,1,80,2,80,100,60,2,40,40,0
scenario367,0,20,0.4,0,2,40,0,20,0,100,80,2
scenario368,1,100,0.6,60,1,0,40,20,1,80,100,2
scenario369,2,100,1,100,2,100,20,80,2,40,0,0
scenario370,1,20,0.1,0,1,20,100,40,1,100,80,2
scenario371,0,20,0.6,20,2,40,80,0,2,60,0,2
scenario372,1,60,0.4,20,2,40,60,100,2,40,60,0
scenario373,2,80,0.1,100,1,0,40,0,1,20,0,1
scenario374,1,0,0.2,80,1,100,0,20,1,0,20,2
scenario375,2,100,0.2,40,2,0,20,60,2,0,0,0
scenario376,0,20,1,100,2,0,20,0,0,40,100,2
scenario377,1,40,0.6,80,1,60,60,60,1,100,20,2
scenario378,0,80,0.8,60,1,20,40,40,1,100,20,2
scenario379,1,60,0.1,100,3,60,100,100,1,40,100,0
scenario380,1,60,0.2,60,1,60,20,60,1,0,60,2
scenario381,1,20,0.6,20,1,80,80,40,1,60,100,2
scenario382,0,60,1,80,3,80,0,20,0,80,80,1
scenario383,1,40,0.6,80,3,80,0,80,0,40,80,0
scenario384,0,60,0.1,20,3,0,0,60,0,40,100,1
scenario385,2,100,0.4,20,0,100,20,60,2,40,100,1
scenario386,1,100,0.4,0,2,60,60,20,2,0,20,0
scenario387,1,40,0.4,80,1,0,40,60,1,40,0,2
scenario388,1,80,0.6,80,2,0,60,20,2,20,60,0
scenario389,0,0,1,0,3,40,80,40,0,100,0,1
scenario390,2,80,1,80,0,60,20,100,2,100,40,1
scenario391,0,60,0.6,20,2,20,80,0,2,100,40,2
scenario392,1,20,0.1,60,3,20,60,80,1,20,100,0
scenario393,2,60,1,0,2,20,20,60,2,100,80,0
scenario394,0,80,0.4,20,1,60,80,40,1,100,100,2
scenario395,0,20,0.8,100,3,0,100,40,0,100,0,1
scenario396,0,20,0.1,40,3,60,40,40,0,80,40,1
scenario397,0,20,0.1,60,2,100,40,40,2,100,80,2
scenario398,0,100,1,80,3,60,40,0,0,100,80,1
scenario399,2,40,0.2,100,3,40,40,80,0,20,40,1
scenario400,1,60,0.2,100,3,60,80,100,1,60,80,0
scenario401,2,0,0.2,40,2,40,20,0,2,60,40,0
scenario402,2,0,1,80,3,20,0,60,0,100,0,1
scenario403,2,0,0.8,60,2,40,0,100,2,80,80,0
scenario404,2,20,0.2,80,2,100,0,20,2,0,40,0
scenario405,1,20,0.8,80,3,20,0,0,0,20,20,0
scenario406,0,100,0.4,100,3,80,40,60,0,60,60,1
scenario407,1,100,0.2,60,1,60,100,20,1,80,0,2
scenario408,1,80,0.1,60,1,80,20,0,1,20,80,2
scenario409,0,60,0.8,40,3,100,60,60,0,60,80,1
scenario410,2,100,0.1,100,2,100,80,40,2,20,60,0
scenario411,0,100,0.4,20,2,20,20,0,2,40,20,2
scenario412,1,100,0.1,60,2,0,20,100,2,100,0,0
scenario413,2,40,0.6,0,3,40,0,100,0,20,80,1
scenario414,0,40,0.6,100,1,40,60,20,1,20,100,2
scenario415,0,80,0.6,80,1,0,20,80,1,20,20,2
scenario416,2,100,0.6,20,2,0,0,20,2,100,100,0
scenario417,1,100,0.1,100,1,80,20,20,1,80,0,2
scenario418,1,100,0.1,0,1,20,0,0,1,0,100,2
scenario419,0,20,0.2,60,3,80,0,100,0,40,60,1
scenario420,1,60,0.2,40,1,80,40,40,1,80,60,2
scenario421,2,0,0.4,40,0,80,80,60,2,80,20,1
scenario422,1,60,0.8,40,1,60,80,40,1,80,40,2
scenario423,1,40,0.6,0,1,20,60,0,1,100,20,2
scenario424,0,20,0.2,60,2,80,40,100,2,40,60,2
scenario425,2,0,0.1,0,2,100,0,60,2,80,40,0
scenario426,0,80,0.8,80,3,20,40,0,0,40,0,1
scenario427,2,0,0.4,80,3,0,80,0,0,80,80,1
scenario428,1,60,0.4,100,3,60,0,100,0,0,40,0
scenario429,1,80,0.4,80,1,40,80,40,1,100,0,2
scenario430,2,40,0.4,0,2,60,100,20,2,80,100,0
scenario431,0,100,0.4,0,2,40,20,100,2,60,60,2
scenario432,1,40,1,0,1,60,20,100,1,100,60,2
scenario433,2,20,0.8,20,2,40,20,60,2,60,0,0
scenario434,2,20,1,40,0,40,80,60,2,20,100,1
scenario435,1,0,0.8,20,3,0,100,0,0,60,100,0
scenario436,1,20,0.6,80,1,80,100,20,1,0,80,2
scenario437,0,40,0.4,60,1,0,60,100,1,20,80,2
scenario438,2,60,0.8,0,2,100,80,40,2,20,20,0
scenario439,0,40,0.6,0,2,0,20,60,2,80,40,2
scenario440,0,60,0.4,40,1,80,60,20,1,80,80,2
scenario441,0,60,0.8,20,3,60,60,100,0,20,40,1
scenario442,0,80,0.6,20,3,0,80,20,0,20,0,1
scenario443,0,40,1,40,2,80,100,80,2,60,20,2
scenario444,2,80,0.2,40,0,20,100,40,2,100,100,1
scenario445,1,60,0.1,100,1,100,100,80,1,40,40,2
scenario446,1,20,0.2,80,1,20,20,20,1,80,60,2
scenario447,0,0,0.4,60,1,80,60,60,1,40,40,2
scenario448,1,20,1,80,1,100,40,0,1,20,40,2
scenario449,0,40,1,20,3,0,100,0,0,0,40,1
scenario450,2,100,0.8,100,3,80,0,0,0,60,20,1
scenario451,1,60,0.2,100,3,60,0,80,0,100,20,0
