instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,min_ttc,algo_safety
scenario55,0,80,20,60,40,-60,100,60,0,1.0,0,1.007033539607283,0
scenario56,1,40,40,0,40,60,40,0,100,0.0,0,0.9757427086552776,0
scenario57,1,100,80,40,40,90,40,0,100,0.1,0,0.8180600370004244,0
scenario58,0,20,40,80,20,-60,80,80,20,0.2,0,1.018520304501129,0
scenario59,1,40,60,100,40,-60,60,20,0,0.1,0,0.8642673803860577,0
scenario60,1,60,20,0,20,-60,60,40,60,0.1,0,0.9205268405714616,0
scenario61,1,20,80,0,40,-30,20,60,20,0.2,0,0.836290848537679,0
scenario62,0,0,40,20,20,0,80,40,0,1.0,0,1.0839730998879191,0
scenario63,0,80,40,60,20,-90,80,20,80,0.1,0,1.0714762434555012,0
scenario64,0,80,20,20,60,-30,20,20,20,0.8,0,1.1576097100434082,0
scenario65,0,0,60,0,60,-90,60,80,100,1.0,0,1.0972250780708128,0
scenario66,1,20,80,80,0,60,100,40,100,0.2,0,0.7750188957279286,0
scenario67,1,40,80,100,20,90,100,20,60,0.0,0,0.817999742543882,0
scenario68,0,20,60,20,100,-90,60,100,80,0.1,0,1.0204518334598849,0
scenario69,1,0,0,80,40,-90,0,60,40,0.8,0,0.8968810950444985,0
scenario70,1,60,80,0,100,0,20,80,0,0.6,0,0.8426060104018928,0
scenario71,1,60,20,60,60,-60,20,20,100,0.6,0,0.8933265557228377,0
scenario72,0,0,0,20,20,-30,0,100,20,0.1,0,1.0574762260770911,0
scenario73,0,80,0,100,100,-60,80,100,100,0.8,0,1.117785902533678,0
scenario74,0,40,80,80,100,-60,60,60,80,1.0,0,1.0097442190460426,0
scenario75,1,20,40,60,100,0,20,80,60,1.0,0,0.8831184388521323,0
scenario76,0,20,20,100,20,-60,0,20,40,0.6,0,1.0612318376569931,0
scenario77,1,100,60,0,40,-30,60,40,80,0.2,0,0.8200695204114222,0
scenario78,1,80,60,0,0,0,80,20,20,0.1,0,0.8545489147737045,0
scenario79,0,0,60,40,0,-90,20,60,20,0.0,0,1.0937313305792178,0
scenario80,0,0,60,80,80,30,40,0,20,0.4,0,1.2411025735539245,0
scenario81,0,0,100,20,80,60,40,0,20,0.4,0,1.2029569612480409,0
scenario82,0,0,100,20,80,90,40,0,20,0.4,0,1.2155137687995163,0
scenario83,0,0,80,60,80,30,40,0,20,0.4,0,1.1118098755993358,0
scenario84,0,0,100,20,0,30,40,0,20,0.4,0,1.2016612235634825,0
scenario85,0,0,100,20,80,30,40,0,20,0.0,0,1.1656600631247855,0
scenario86,0,0,100,20,80,60,40,0,20,0.4,0,1.2030005246202224,0
scenario87,0,0,100,20,80,90,40,0,20,0.4,0,1.1947598885563382,0
scenario88,0,0,100,20,80,60,40,0,20,0.4,0,1.1633681348644849,0
scenario89,0,0,100,20,80,90,40,0,20,0.4,0,1.1694086060554647,0
scenario90,0,0,100,80,80,30,40,0,60,0.4,0,1.0291045046277858,0
scenario91,0,0,100,0,80,30,40,0,40,0.4,0,1.131547120733581,0
scenario92,0,0,100,80,80,30,40,80,20,0.4,0,1.1195157315335589,0
scenario93,0,0,100,20,60,30,40,0,20,0.1,0,1.184523454778986,0
scenario94,0,100,100,20,80,30,40,0,60,0.4,0,1.1536454956666884,0
scenario95,0,0,100,20,80,-30,40,0,0,0.4,0,3.2396997653963746,0
scenario96,0,0,100,80,80,30,20,0,20,0.4,0,1.135003180161422,0
scenario97,0,100,100,20,80,30,40,80,20,0.4,0,1.1560867112323776,0
scenario98,0,0,100,20,80,30,40,0,40,0.1,0,1.1486007957496938,0
scenario99,0,0,40,80,80,30,40,0,20,0.4,0,1.2399566644709226,0
scenario100,0,100,100,60,80,30,40,0,20,0.4,0,1.1287730854530758,0
scenario101,0,100,100,20,80,30,20,0,20,0.4,0,1.1591704962858678,0
scenario102,0,0,100,20,80,0,40,0,100,0.4,0,1.0357953932119006,0
scenario103,0,0,20,80,80,30,40,0,20,0.4,0,1.2307015750828274,0
scenario104,0,0,100,20,80,-30,40,0,100,0.4,0,1.0245376251154157,0
scenario105,0,0,100,20,80,30,40,60,20,0.2,0,1.143829825791946,0
scenario106,0,100,40,20,80,30,40,0,20,0.4,0,1.189299644993076,0
scenario107,0,100,100,20,80,30,40,0,20,1.0,0,1.2028044407771998,0
scenario108,0,100,20,20,80,30,40,0,20,0.4,0,1.1776120785226676,0
scenario109,0,0,100,20,80,30,40,60,60,0.4,0,1.1815770681540585,0
scenario110,0,0,100,20,20,30,40,0,20,0.8,0,1.1714754311477036,0
scenario111,0,80,100,20,80,30,40,0,0,0.4,0,1.1701807453547788,0
scenario112,0,0,100,20,60,30,40,0,0,0.4,0,1.1848685932539282,0
scenario113,0,100,100,100,80,30,40,0,20,0.4,0,1.0859782757663845,0
scenario114,0,0,100,60,80,30,40,60,20,0.4,0,1.090662299020194,0
scenario115,0,0,100,0,80,30,40,0,20,0.8,0,1.1718001623739225,0
scenario116,0,60,100,80,80,30,40,0,20,0.4,0,1.1242614255361645,0
scenario117,0,0,100,80,80,30,40,0,20,0.6,0,1.187151935017693,0
scenario118,0,0,40,20,80,30,40,60,20,0.4,0,1.21023127044062,0
scenario119,0,40,100,20,80,30,40,0,20,0.2,0,1.1074871344879589,0
scenario120,0,0,100,0,80,30,40,100,20,0.4,0,1.117596728657393,0
scenario121,0,0,100,0,80,30,0,0,20,0.4,0,1.0363145406372825,0
scenario122,0,0,20,20,80,30,40,60,20,0.4,0,1.214168545436948,0
scenario123,0,100,100,20,80,30,40,0,20,0.6,0,1.1082906596393105,0
scenario124,0,100,100,20,100,30,40,0,20,0.4,0,1.18014869471432,0
scenario125,0,40,100,20,80,30,40,80,20,0.4,0,1.186821935954544,0
scenario126,0,0,100,100,80,30,40,60,20,0.4,0,1.092047748894255,0
scenario127,0,40,100,60,80,30,40,0,20,0.4,0,1.1215928379308566,0
scenario128,0,40,100,20,80,30,20,0,20,0.4,0,1.133962020298059,0
scenario129,0,20,100,20,80,-30,40,0,20,0.4,0,4.3160342902962885,0
scenario130,0,60,100,20,80,30,40,60,20,0.4,0,1.1654815372188974,0
scenario131,0,0,100,20,0,-60,40,0,20,0.4,0,1.1713583296033327,0
scenario132,0,0,100,20,80,-60,40,0,20,0.0,0,1.069791749273065,0
scenario133,0,0,100,40,80,-60,40,0,20,0.4,0,1.052795488850262,0
scenario134,0,40,100,20,80,30,40,0,20,1.0,0,1.2033521803844076,0
scenario135,0,40,20,20,80,30,40,0,20,0.4,0,1.1194501141510336,0
scenario136,0,0,100,20,80,30,40,60,20,0.6,0,1.2091214390610296,0
scenario137,0,0,100,20,100,30,40,60,20,0.4,0,1.1035710139030956,0
scenario138,0,0,100,20,80,30,40,20,20,0.8,0,1.216060455065201,0
scenario139,0,20,100,20,80,30,80,0,20,0.4,0,1.1016284957708806,0
scenario140,0,20,100,20,80,30,40,0,80,0.4,0,1.249438814769408,0
scenario141,0,0,100,20,80,30,0,20,20,0.4,0,1.1132177655686912,0
scenario142,0,0,100,20,40,30,40,0,20,0.2,0,1.1907531506738875,0
scenario143,0,0,100,20,80,30,40,0,0,0.8,0,1.0867001718335358,0
scenario144,0,0,100,20,40,30,40,0,60,0.4,0,1.1014693252772507,0
scenario145,0,20,100,20,60,30,40,0,20,0.4,0,1.238973234434822,0
scenario146,0,0,100,20,80,30,40,100,0,0.4,0,1.1090846294803345,0
scenario147,0,0,100,20,40,30,40,80,20,0.4,0,1.180757212268211,0
scenario148,0,40,100,20,80,30,40,0,20,0.6,0,1.1085567208942542,0
scenario149,0,0,100,20,80,30,0,0,0,0.4,0,1.03648915264153,0
scenario150,0,0,60,20,80,30,40,40,20,0.4,0,1.1812062648112782,0
scenario151,0,40,100,20,100,30,40,0,20,0.4,0,1.1875379700040734,0
scenario152,0,0,100,20,80,30,40,0,100,0.8,0,1.0683744132360429,0
scenario153,0,0,100,60,40,30,40,0,20,0.4,0,1.1298903573644852,0
scenario154,0,0,100,20,40,30,20,0,20,0.4,0,1.106686041879551,0
scenario155,0,20,100,20,80,30,40,0,40,0.4,0,1.1795682188410257,0
scenario156,0,0,100,20,80,30,40,100,100,0.4,0,1.095716835758321,0
scenario157,0,0,40,20,40,30,40,0,20,0.4,0,1.0687135253317002,0
scenario158,0,0,100,20,80,30,40,40,20,0.2,0,1.1980753103872548,0
scenario159,0,0,100,20,80,30,0,0,100,0.4,0,1.1127541925658682,0
scenario160,0,0,100,20,40,30,40,0,20,1.0,0,1.0945117232311623,0
scenario161,0,0,20,20,40,30,40,0,20,0.4,0,1.183167627753122,0
scenario162,0,0,100,20,80,30,40,40,60,0.4,0,1.1153026923933975,0
scenario163,0,0,100,20,80,30,60,0,20,0.2,0,1.211499906895452,0
scenario164,0,0,100,20,80,30,40,0,20,0.8,0,1.1794442711606312,0
scenario165,0,0,100,20,80,30,60,0,60,0.4,0,1.186726744902155,0
scenario166,0,0,100,60,80,30,40,40,20,0.4,0,1.0839429213622125,0
scenario167,0,0,100,20,80,30,20,40,20,0.4,0,1.160072716025038,0
scenario168,0,0,100,20,80,30,60,80,20,0.4,0,1.107306796742079,0
scenario169,0,0,100,20,80,30,0,0,20,0.4,0,1.139040889300133,0
scenario170,0,0,40,20,80,30,40,40,20,0.4,0,1.1148509228849164,0
scenario171,0,0,100,60,80,30,60,0,20,0.4,0,1.0928233509933132,0
scenario172,0,0,80,20,80,-30,40,0,20,0.4,0,1.3408463194848117,0
scenario173,0,60,100,20,40,30,40,0,20,0.4,0,1.109003475325793,0
scenario174,0,0,60,20,80,30,40,0,20,0.2,0,1.1346898259532532,0
scenario175,0,0,100,20,80,30,40,40,20,1.0,0,1.1801046155737078,0
scenario176,0,0,0,20,20,30,40,0,20,0.4,0,1.1179551921395472,0
scenario177,0,0,100,20,20,60,40,0,20,0.4,0,1.167195395493007,0
scenario178,0,0,100,40,20,30,40,0,20,0.4,0,1.0949132458493145,0
scenario179,0,0,20,20,80,30,40,40,20,0.4,0,1.2063815847067971,0
scenario180,0,0,100,20,40,30,40,0,20,0.6,0,1.193825410154952,0
scenario181,0,0,60,20,80,30,40,0,60,0.4,0,1.0951366135878364,0
scenario182,0,0,40,20,80,30,60,0,20,0.4,0,1.1168265422188448,0
scenario183,0,0,100,20,80,30,60,0,20,1.0,0,1.212437338498479,0
scenario184,0,0,20,20,80,30,60,0,20,0.4,0,1.2219335728943972,0
scenario185,0,0,60,20,80,30,40,80,20,0.4,0,1.1857297472696549,0
scenario186,0,0,100,100,80,30,40,40,20,0.4,0,1.135359640319501,0
scenario187,0,20,100,20,80,30,40,0,20,0.8,0,1.171676387870806,0
scenario188,0,0,0,0,80,30,40,0,20,0.4,0,1.2054949537629709,0
scenario189,0,0,100,0,0,30,40,0,20,0.4,0,1.1041405463442842,0
scenario190,0,0,100,0,80,30,40,0,20,0.0,0,1.2259477399137306,0
scenario191,0,0,100,0,80,60,40,0,20,0.4,0,1.2326634800336096,0
scenario192,0,0,100,0,80,90,40,0,20,0.4,0,1.1951809819758603,0
scenario193,1,0,100,20,80,30,40,0,20,0.2,0,0.7632092621045503,0
scenario194,0,0,80,20,80,30,80,0,20,0.4,0,1.108786398074054,0
scenario195,0,0,100,20,80,30,40,0,60,0.2,0,1.1182530299963216,0
scenario196,0,0,60,60,80,30,40,0,20,0.4,0,1.088230931176874,0
scenario197,0,0,80,20,80,30,40,0,80,0.4,0,1.2397610233273149,0
scenario198,0,20,100,20,80,30,40,100,20,0.4,0,1.0836734829041894,0
scenario199,0,0,100,80,80,0,40,0,20,0.4,0,1.0897450645823992,0
scenario200,0,0,100,100,80,30,60,0,20,0.4,0,1.088409926407642,0
scenario201,0,20,100,20,80,30,0,0,20,0.4,0,1.147285819355273,0
scenario202,0,0,100,20,80,30,40,80,20,0.2,0,1.1312103388447243,0
scenario203,0,80,80,20,80,30,40,0,20,0.4,0,1.1177185530933316,0
scenario204,0,0,100,80,80,-30,40,0,20,0.4,0,1.096292960290245,0
scenario205,0,60,100,20,80,30,40,40,20,0.4,0,1.2479764620631189,0
scenario206,0,0,60,20,80,30,40,0,20,1.0,0,1.1734916441157386,0
scenario207,0,0,100,20,80,30,40,40,20,0.6,0,1.2160719412822452,0
scenario208,0,100,100,20,80,0,40,0,20,0.4,0,1.0648664927307108,0
scenario209,0,0,100,60,80,30,40,0,20,0.2,0,1.1059665803105407,0
scenario210,0,0,80,20,60,30,40,0,20,0.4,0,1.1688140421657125,0
scenario211,0,0,100,20,80,30,20,0,20,0.2,0,1.1549749544435666,0
scenario212,0,0,100,20,100,30,40,40,20,0.4,0,1.2060876408141137,0
scenario213,0,0,0,20,80,30,40,0,20,0.1,0,1.1900153217857854,0
scenario214,0,0,100,20,0,30,40,0,20,0.1,0,1.189562730203959,0
scenario215,0,0,100,40,80,30,40,0,20,0.1,0,1.0815964410434504,0
scenario216,0,0,100,20,80,60,40,0,20,0.1,0,1.1128099600235808,0
scenario217,0,0,100,20,80,90,40,0,20,0.1,0,1.1593070101680418,0
scenario218,0,100,100,20,80,-30,40,0,20,0.4,0,1.0716266166820403,0
scenario219,0,60,100,20,80,30,60,0,20,0.4,0,1.1757720611187772,0
scenario220,0,0,100,20,80,30,20,0,60,0.4,0,1.1159094478082858,0
scenario221,0,0,40,20,80,30,40,0,20,0.2,0,1.1792521413057646,0
scenario222,0,0,100,20,80,30,60,0,20,0.6,0,1.1731656557176655,0
scenario223,0,0,60,100,80,30,40,0,20,0.4,0,1.2388231452519731,0
scenario224,0,0,100,20,100,30,60,0,20,0.4,0,1.233371980061433,0
scenario225,0,0,100,60,80,30,40,80,20,0.4,0,1.0987804815842344,0
scenario226,0,0,20,20,80,30,40,0,20,0.2,0,1.1878747382213055,0
scenario227,0,0,100,20,80,30,20,80,20,0.4,0,1.1238658235463206,0
scenario228,0,0,80,20,80,30,40,0,40,0.4,0,1.1814758372856151,0
scenario229,0,0,100,80,80,30,80,0,20,0.4,0,1.1031358349042863,0
scenario230,1,0,40,20,80,30,40,0,20,0.4,0,0.8292322006946664,0
scenario231,0,0,40,20,80,30,40,0,60,0.4,0,1.187631779894187,0
scenario232,0,0,100,80,80,30,40,0,80,0.4,0,1.0910724472705664,0
scenario233,1,0,100,20,80,30,40,0,20,1.0,0,0.8587324965690402,0
scenario234,0,0,100,20,80,30,40,0,60,1.0,0,1.1601053152618217,0
scenario235,1,0,20,20,80,30,40,0,20,0.4,0,0.7725281807659761,0
scenario236,0,0,20,20,80,30,40,0,60,0.4,0,1.1776655057560854,0
scenario237,0,0,40,20,80,30,40,80,20,0.4,0,1.168299956282779,0
scenario238,0,0,100,60,80,30,20,0,20,0.4,0,1.1230286911174718,0
scenario239,0,80,100,80,80,30,40,0,20,0.4,0,1.1293646660279284,0
scenario240,0,0,100,100,80,30,40,0,20,0.2,0,1.2059414450677763,0
scenario241,0,0,100,20,80,30,40,80,20,1.0,0,1.0788984264977586,0
scenario242,0,100,100,20,80,30,80,0,20,0.4,0,1.104127677408672,0
scenario243,0,60,60,20,80,30,40,0,20,0.4,0,1.138553738459671,0
scenario244,0,0,20,20,80,30,40,80,20,0.4,0,1.2327106531910048,0
scenario245,0,100,100,20,80,30,40,0,80,0.4,0,1.2258407878007542,0
scenario246,0,0,100,20,80,0,40,60,20,0.4,0,1.1497531329874204,0
scenario247,0,0,100,80,60,30,40,0,20,0.4,0,1.2072462841671083,0
scenario248,0,0,40,60,80,30,40,0,20,0.4,0,1.1120186725493688,0
scenario249,0,0,40,20,80,30,20,0,20,0.4,0,1.254856641359431,0
scenario250,0,0,0,20,80,30,40,20,20,0.4,0,1.2161062933283942,0
scenario251,0,0,100,20,0,30,40,20,20,0.4,0,1.2332067434717702,0
scenario252,0,0,100,20,80,30,40,20,20,0.0,0,1.203418208336108,0
scenario253,0,0,100,40,80,30,40,20,20,0.4,0,1.1395686788963624,0
scenario254,0,0,100,20,80,60,40,20,20,0.4,0,1.2323536918119091,0
scenario255,0,0,100,20,80,90,40,20,20,0.4,0,1.1083363693785175,0
scenario256,0,0,60,20,80,30,40,0,20,0.6,0,1.1985721510948482,0
scenario257,1,0,100,100,80,30,40,0,20,0.4,0,0.8138093379112412,0
scenario258,0,0,100,100,80,30,40,0,60,0.4,0,1.2074731527039948,0
scenario259,0,0,100,20,80,-30,40,60,20,0.4,0,0.8870183975306289,0
scenario260,0,0,100,60,80,30,40,0,20,1.0,0,1.1175802554121783,0
scenario261,0,0,100,20,80,30,20,0,20,1.0,0,1.1833154906668149,0
scenario262,0,0,60,20,100,30,40,0,20,0.4,0,1.1163772596952488,0
scenario263,0,0,20,60,80,30,40,0,20,0.4,0,1.1332786980290368,0
scenario264,0,0,20,20,80,30,20,0,20,0.4,0,1.1828697714677654,0
scenario265,0,0,100,100,80,30,40,80,20,0.4,0,1.1166563005503938,0
scenario266,0,100,100,20,60,30,40,0,20,0.4,0,1.201256564960007,0
scenario267,0,60,100,20,80,30,40,0,20,0.2,0,1.1942620045554646,0
scenario268,0,0,40,20,80,30,40,0,20,1.0,0,1.230992276249987,0
scenario269,0,0,100,80,80,30,40,0,40,0.4,0,1.188754352232423,0
scenario270,0,0,0,20,80,30,40,0,0,0.4,0,1.1940391156162744,0
scenario271,0,0,100,20,0,30,40,0,0,0.4,0,1.224081146818604,0
scenario272,0,0,100,20,80,30,40,0,0,0.0,0,1.2005889904288565,0
scenario273,0,0,100,40,80,30,40,0,0,0.4,0,1.1304829939126904,0
scenario274,0,0,100,20,80,60,40,0,0,0.4,0,1.2345353739093796,0
scenario275,0,0,100,20,80,90,40,0,0,0.4,0,1.2282431646761172,0
scenario276,0,0,100,100,80,30,20,0,20,0.4,0,1.1969797589745514,0
scenario277,0,0,20,20,80,30,40,0,20,1.0,0,1.1981762671293117,0
scenario278,1,60,100,20,80,30,40,0,20,0.4,0,0.764154978306276,0
scenario279,0,60,100,20,80,30,40,0,60,0.4,0,1.1975000050308051,0
scenario280,0,0,100,20,100,30,40,0,20,0.2,0,1.0960151769661914,0
scenario281,1,0,100,20,80,30,40,0,20,0.6,0,0.8361450673925249,0
scenario282,0,0,100,20,80,30,40,0,60,0.6,0,1.1914533884168157,0
scenario283,0,0,100,20,80,30,80,60,20,0.4,0,1.1028948872264894,0
scenario284,0,0,40,100,80,30,40,0,20,0.4,0,1.220572912300039,0
scenario285,0,60,100,20,80,30,40,80,20,0.4,0,1.178040088913372,0
scenario286,0,100,100,20,80,30,40,0,40,0.4,0,1.2454713089178266,0
scenario287,1,0,100,20,100,30,40,0,20,0.4,0,0.882868424233226,0
scenario288,0,0,100,20,100,30,40,0,60,0.4,0,1.147949984406029,0
scenario289,0,0,100,20,80,30,40,60,80,0.4,0,1.1433581726107962,0
scenario290,0,0,100,100,80,30,40,0,20,1.0,0,1.192151479223697,0
scenario291,0,40,100,20,80,0,40,0,20,0.4,0,1.075408640697162,0
scenario292,0,0,100,20,80,30,40,80,20,0.6,0,1.056005332975553,0
scenario293,0,0,20,100,80,30,40,0,20,0.4,0,1.1342769217262263,0
scenario294,0,0,0,20,80,30,40,0,100,0.4,0,1.123353122331444,0
scenario295,0,0,100,20,0,30,40,0,100,0.4,0,1.10919996927802,0
scenario296,0,0,100,40,80,30,40,0,100,0.4,0,1.119550598944323,0
scenario297,0,0,100,20,80,30,40,0,100,0.0,0,1.1184041712832882,0
scenario298,0,0,100,20,80,60,40,0,100,0.4,0,1.232252394316866,0
scenario299,0,0,100,20,80,90,40,0,100,0.4,0,1.2200828406155086,0
scenario300,0,80,100,20,80,30,40,60,20,0.4,0,1.2007404836569064,0
scenario301,0,0,100,20,100,30,40,80,20,0.4,0,1.110257310730913,0
scenario302,0,60,100,60,80,30,40,0,20,0.4,0,1.1862581784753057,0
scenario303,0,60,100,20,80,30,20,0,20,0.4,0,1.1668901621889023,0
scenario304,0,40,100,20,80,-30,40,0,20,0.4,0,1.15256355190535,0
scenario305,0,0,100,60,80,30,40,0,20,0.6,0,1.0939707819650466,0
scenario306,0,0,100,20,80,30,20,0,20,0.6,0,1.15582984087908,0
scenario307,0,0,100,20,60,30,40,60,20,0.4,0,1.1963485238911895,0
scenario308,0,0,80,20,80,30,40,0,20,0.8,0,1.193305667042306,0
scenario309,0,60,40,20,80,30,40,0,20,0.4,0,1.1805710989399327,0
scenario310,0,0,100,60,100,30,40,0,20,0.4,0,0.988790287807948,0
scenario311,0,0,100,20,100,30,20,0,20,0.4,0,1.114246666384507,0
scenario312,0,60,100,20,80,30,40,0,20,1.0,0,1.114682820194303,0
scenario313,0,0,40,20,80,30,40,0,20,0.6,0,1.199703834298181,0
scenario314,0,60,20,20,80,30,40,0,20,0.4,0,1.12288271620222,0
scenario315,0,0,80,20,80,30,40,100,20,0.4,0,1.1632577468237788,0
scenario316,0,0,40,20,100,30,40,0,20,0.4,0,1.211570417370414,0
scenario317,0,0,20,20,80,30,40,0,20,0.6,0,1.2220835006239152,0
scenario318,0,0,80,20,80,30,0,0,20,0.4,0,1.1288737619313616,0
scenario319,0,0,100,20,100,30,40,0,20,1.0,0,1.191145929580102,0
scenario320,0,0,100,20,80,30,40,60,40,0.4,0,1.2094592862301126,0
scenario321,0,0,20,20,100,30,40,0,20,0.4,0,1.1980747139467172,0
scenario322,0,40,100,20,80,30,80,0,20,0.4,0,1.222140724027276,0
scenario323,0,40,100,20,80,30,40,0,80,0.4,0,1.233166974560729,0
scenario324,0,60,100,100,80,30,40,0,20,0.4,0,1.1920882925176108,0
scenario325,0,0,0,20,80,30,40,0,20,0.4,0,1.2103167630309186,0
scenario326,0,0,100,20,80,30,40,0,20,0.0,0,1.0984379089909793,0
scenario327,0,0,100,40,80,30,40,0,20,0.4,0,1.1119275131956028,0
scenario328,0,0,100,20,80,60,40,0,20,0.4,0,1.2145256476256103,0
scenario329,0,0,100,20,80,90,40,0,20,0.4,0,1.190696596472431,0
scenario330,0,0,100,100,80,30,40,0,20,0.6,0,1.2013516706420462,0
scenario331,0,0,100,100,100,30,40,0,20,0.4,0,1.1999606441706854,0
scenario332,0,0,100,80,80,30,40,0,20,0.8,0,1.1942802770198102,0
scenario333,0,40,100,20,60,30,40,0,20,0.4,0,1.2053993784701065,0
scenario334,0,0,100,80,80,30,40,100,20,0.4,0,1.1048372176070709,0
scenario335,0,60,100,20,80,30,40,0,20,0.6,0,1.1963025551933504,0
scenario336,0,100,100,20,80,30,40,0,20,0.8,0,1.1166282016320392,0
scenario337,0,0,100,80,80,30,0,0,20,0.4,0,1.1027721189233692,0
scenario338,0,60,100,20,100,30,40,0,20,0.4,0,1.188160904764104,0
scenario339,0,0,100,20,40,0,40,0,20,0.4,0,0.955394650884152,0
scenario340,0,40,100,20,80,30,40,0,40,0.4,0,1.194545148964591,0
scenario341,0,0,100,20,100,30,40,0,20,0.6,0,1.2076786479185628,0
scenario342,0,0,100,20,40,-30,40,0,20,0.4,0,1.153005468072365,0
scenario343,0,100,100,20,80,30,40,100,20,0.4,0,1.1779810293323263,0
scenario344,0,20,0,20,80,30,40,0,20,0.4,0,1.2146594492680356,0
scenario345,0,20,100,20,0,30,40,0,20,0.4,0,1.208732616815474,0
