Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario223,1,40,60,80,80,90,20,40,60,0.4
scenario224,1,40,80,0,40,-30,40,60,60,0.4
scenario225,1,80,40,20,100,0,0,40,20,0.4
scenario226,1,20,80,100,0,90,0,60,100,0.8
scenario227,1,80,80,0,60,-30,0,0,0,0.2
scenario228,1,80,100,0,80,30,80,60,80,0.2
scenario229,0,20,0,100,100,0,100,20,0,1
scenario230,0,0,60,0,100,-90,40,20,40,0.8
scenario231,1,40,20,60,0,-30,0,60,80,1
scenario232,0,60,80,80,0,90,0,60,80,1
scenario233,1,60,0,0,100,0,80,80,100,0.2
scenario234,1,60,80,0,0,60,60,20,20,1
scenario235,0,60,0,0,100,60,0,0,20,0.1
scenario236,0,60,0,40,100,30,20,60,100,1
scenario237,0,0,40,100,100,60,20,100,0,0.4
scenario238,1,60,100,40,0,60,0,0,0,0.1
scenario239,0,60,40,40,100,30,20,60,80,0.1
scenario240,1,40,80,100,60,0,100,20,20,0.1
scenario241,1,100,20,100,60,0,60,60,40,0.8
scenario242,1,40,40,0,80,60,100,80,40,0.8
scenario243,0,20,80,40,80,0,20,60,60,1
scenario244,1,80,20,60,40,60,0,40,40,0.4
scenario245,1,20,80,0,40,90,20,80,20,0.4
scenario246,1,40,80,0,80,30,60,60,20,1
scenario247,0,40,80,0,100,0,60,100,20,0.4
scenario248,0,60,60,80,0,30,40,0,20,0.6
scenario249,1,80,40,60,80,30,20,20,20,0.2
scenario250,0,20,100,40,40,30,80,40,60,0.8
scenario251,0,20,0,60,40,90,0,40,100,0.6
scenario252,0,20,40,80,0,-30,40,80,80,0.1
scenario253,0,0,20,80,60,30,80,20,40,0.4
scenario254,1,0,60,80,80,-60,40,0,40,0.2
scenario255,0,60,0,0,0,-90,80,40,100,0.6
scenario256,1,0,80,100,60,-90,100,0,40,0.4
scenario257,0,100,0,100,80,0,20,60,20,0.4
scenario258,0,100,20,20,0,-30,40,0,80,0.1
scenario259,0,40,80,100,100,60,60,0,0,0.2
scenario260,1,0,20,100,100,-30,80,80,60,1
scenario261,0,60,40,40,40,0,0,40,60,0.6
scenario262,0,60,20,20,100,-90,60,100,20,0.1
scenario263,0,20,0,80,40,60,20,60,0,0.6
scenario264,0,100,0,60,40,-30,20,60,0,1
scenario265,1,20,40,20,100,-90,20,100,60,0.8
scenario266,0,60,20,40,60,0,20,20,0,0.4
scenario267,1,40,20,40,60,-90,40,60,60,0.1
scenario268,0,80,0,100,100,-60,80,60,40,0.1
scenario269,1,20,40,60,40,-60,20,0,60,0.4
scenario270,1,20,0,100,40,-60,100,0,60,0.8
scenario271,1,80,20,60,0,90,80,40,20,0.4
scenario272,1,0,60,20,40,30,20,20,20,0.8
scenario273,0,100,20,20,80,-90,0,80,100,0.6
scenario274,1,20,20,20,80,60,100,100,20,0.8
scenario275,1,20,0,0,100,60,80,60,100,0.1
scenario276,1,40,40,100,60,-90,0,60,60,0.2
scenario277,1,20,20,80,40,-90,20,100,40,0.8
scenario278,0,40,80,60,80,-90,0,40,100,0.2
scenario279,1,100,60,80,0,-30,0,100,60,0.6
scenario280,0,80,80,20,0,-60,0,20,80,0.2
scenario281,0,0,40,40,80,90,0,0,0,1
scenario282,0,40,0,80,100,30,60,80,20,1
scenario283,1,0,40,0,100,-60,0,40,0,0.6
scenario284,1,80,80,40,0,-90,0,60,20,0.8
scenario285,0,20,20,100,80,0,100,60,20,0.1
scenario286,1,100,60,80,80,30,0,60,0,0.4
scenario287,1,60,20,40,100,0,80,40,60,0.8
scenario288,0,40,80,20,100,-30,20,60,100,1
scenario289,0,40,0,80,20,-90,40,60,20,0.8
scenario290,0,20,20,60,60,90,60,100,0,0.1
scenario291,0,100,80,40,100,30,40,100,80,0.1
scenario292,0,40,0,80,0,0,20,0,40,0.1
scenario293,1,40,100,20,0,-90,80,80,40,0.1
scenario294,1,80,80,20,60,-90,80,20,40,0.6
scenario295,1,40,20,100,0,60,80,40,60,0.8
scenario296,0,100,60,20,80,60,40,60,80,0.4
scenario297,1,60,40,0,20,-30,20,20,80,0.8
scenario298,1,80,60,0,40,-60,20,40,80,0.4
scenario299,1,40,40,20,40,-90,0,20,80,0.1
scenario300,1,60,100,0,80,0,60,40,100,0.1
scenario301,0,100,100,20,60,-30,100,40,20,1
scenario302,0,80,80,40,80,-90,100,100,60,0.4
scenario303,0,60,0,0,60,90,80,80,0,0.6
scenario304,1,80,20,60,40,90,80,80,0,0.6
scenario305,1,100,60,40,100,-30,40,40,60,0.8
scenario306,1,100,40,0,100,90,60,60,60,0.4
scenario307,0,80,40,20,60,30,60,80,20,0.1
scenario308,1,40,80,20,40,-60,60,0,0,0.1
scenario309,1,80,60,40,80,90,40,80,80,0.6
scenario310,1,60,60,40,0,30,100,40,60,0.1
scenario311,0,80,20,0,60,-30,80,60,100,0.8
scenario312,0,20,60,60,60,0,80,80,40,1
scenario313,0,20,40,40,40,-90,40,80,20,0.1
scenario314,1,100,40,80,60,60,20,80,40,0.8
scenario315,0,80,20,60,20,-90,100,80,80,0.1
scenario316,1,80,100,100,100,-90,100,60,0,0.1
scenario317,1,100,100,80,0,-30,60,0,80,0.1
scenario318,0,20,20,60,80,30,40,100,80,0.8
scenario319,0,80,20,60,80,-90,20,20,80,0.8
scenario320,0,0,0,0,20,30,60,60,80,0.6
scenario321,0,100,0,100,80,-30,20,100,20,0.4
scenario322,1,20,0,40,100,-90,80,0,40,0.2
scenario323,1,80,60,0,0,-60,60,80,0,0.6
scenario324,0,80,20,20,20,-90,20,80,20,0.4
scenario325,0,60,40,60,80,-30,60,0,20,1
scenario326,1,100,100,80,20,0,40,60,100,0.6
scenario327,0,20,0,20,20,-30,60,20,0,0.4
scenario328,1,80,40,0,40,30,60,40,60,1
scenario329,0,0,60,40,80,-60,60,20,60,0.4
scenario330,1,20,60,0,40,60,0,40,20,0.2
scenario331,0,0,20,40,80,90,20,80,60,0.6
scenario332,0,20,40,40,20,60,60,60,100,0.8
scenario333,0,40,60,80,20,-60,60,100,20,1
scenario334,1,80,60,80,40,30,20,60,80,0.8
scenario335,0,20,0,100,80,-90,80,40,100,0.6
scenario336,0,100,100,80,20,-30,0,60,100,0.1
scenario337,0,20,40,20,100,-90,0,80,40,0.8
scenario338,1,20,0,100,40,-90,20,40,20,1
scenario339,1,40,40,60,60,90,100,100,20,0.4
scenario340,0,0,40,100,100,60,40,60,0,1
scenario341,1,20,60,40,100,-90,20,40,0,0.4
scenario342,0,100,100,0,60,-90,80,20,60,0.2
scenario343,1,20,60,100,0,30,40,100,100,0.2
scenario344,0,80,60,100,80,-30,60,100,100,0.8
scenario345,1,0,0,100,40,-90,80,80,100,0.1
scenario346,0,100,0,0,40,-60,40,100,0,0.6
scenario347,1,100,80,20,40,30,0,40,60,0.6
scenario348,1,100,80,100,100,90,100,100,60,0.8
scenario349,0,100,100,20,60,60,80,20,60,0.2
scenario350,0,100,80,40,20,30,20,100,20,0.8
scenario351,1,20,0,20,40,-30,60,0,20,1
scenario352,1,20,20,100,100,0,100,60,20,1
scenario353,0,0,80,100,60,-60,100,40,100,0.4
scenario354,0,100,20,80,80,-60,40,100,0,0.8
scenario355,1,20,100,100,20,30,60,60,20,0.1
scenario356,1,0,40,60,20,-90,0,40,40,0.2
scenario357,0,100,40,60,0,-60,40,60,60,0.8
scenario358,1,40,20,80,0,-90,0,60,60,0.1
scenario359,1,100,80,40,0,60,60,60,60,0.2
scenario360,1,0,40,0,100,-30,100,80,100,1
scenario361,1,100,20,0,20,60,0,0,60,0.2
scenario362,1,40,20,100,80,90,100,20,0,1
scenario363,1,100,80,40,60,-60,100,40,40,0.2
scenario364,1,20,80,40,40,-60,0,0,0,0.8
scenario365,1,0,20,60,60,0,100,20,40,0.8
scenario366,0,20,100,20,20,-60,60,100,60,0.1
scenario367,0,60,60,20,20,60,40,0,0,0.8
scenario368,1,20,40,0,100,-90,80,100,60,0.4
scenario369,0,60,0,100,20,60,20,60,40,0.1
scenario370,1,80,100,40,80,-60,60,0,80,0.4
scenario371,1,60,80,100,20,0,80,80,0,0.1
scenario372,1,80,100,40,80,30,60,40,60,1
scenario373,0,40,40,80,100,-90,20,20,100,1
scenario374,1,100,0,20,100,30,40,80,80,0.6
scenario375,1,80,20,80,60,0,40,0,20,0.2
scenario376,0,80,100,0,20,90,40,100,0,0.2
scenario377,1,100,60,20,80,0,20,80,80,1
scenario378,0,100,80,80,80,-90,60,100,0,0.6
scenario379,0,80,80,80,100,90,0,100,100,0.8
scenario380,0,60,100,60,80,-60,20,80,60,0.1
scenario381,0,40,80,0,60,-60,0,40,0,0.1
scenario382,0,60,40,0,100,-60,60,0,80,0.2
scenario383,0,100,40,20,40,60,40,100,100,0.1
scenario384,1,0,20,40,80,60,80,40,100,0.6
scenario385,0,80,40,0,40,30,40,80,0,0.1
scenario386,0,40,40,20,100,0,0,80,60,0.1
scenario387,0,60,0,0,40,-60,20,80,40,1
scenario388,1,20,80,40,80,60,40,60,0,0.1
scenario389,1,20,60,80,60,90,0,0,0,0.2
scenario390,1,60,20,100,60,0,20,80,80,0.1
scenario391,1,40,80,20,40,-60,80,80,0,0.2
scenario392,0,40,100,60,40,30,60,60,40,0.4
scenario393,0,40,80,60,40,-60,0,20,60,0.8
scenario394,0,100,20,100,100,-60,40,60,40,0.1
scenario395,1,40,80,80,80,30,20,100,0,0.8
scenario396,0,20,60,100,80,60,0,40,40,0.2
scenario397,0,100,0,40,40,60,40,80,100,0.2
scenario398,1,80,100,60,40,-90,100,40,100,0.4
scenario399,1,80,40,20,20,-30,20,20,20,0.1
scenario400,1,60,60,60,80,90,40,20,80,0.1
scenario401,0,40,100,40,40,60,80,80,100,0.4
scenario402,0,20,80,0,80,-60,40,80,40,0.6
scenario403,1,100,60,100,0,90,60,40,20,0.4
scenario404,1,80,0,20,100,-30,20,100,0,0.2
scenario405,0,60,60,20,80,-30,80,100,0,0.2
scenario406,0,100,0,20,80,-90,0,0,80,0.4
scenario407,0,0,20,40,80,60,0,100,40,0.1
scenario408,0,40,40,100,0,60,60,60,80,1
scenario409,1,20,0,60,0,-90,100,80,40,0.6
scenario410,1,40,60,0,0,-30,80,100,40,0.1
scenario411,1,80,100,100,40,-60,0,0,20,0.2
scenario412,0,80,0,40,40,0,40,80,100,0.8
scenario413,0,100,80,80,40,-60,100,80,40,1
scenario414,1,0,100,40,100,90,80,100,60,0.8
scenario415,1,40,80,80,40,-60,40,0,80,0.6
scenario416,0,100,40,20,100,-60,60,0,0,0.8
scenario417,0,0,0,80,80,-60,80,20,40,0.8
scenario418,1,100,20,20,100,90,20,80,0,0.4
scenario419,0,60,60,20,100,-30,60,60,20,0.4
scenario420,0,0,100,100,0,-90,100,60,100,0.4
scenario421,0,20,80,60,60,0,100,100,20,0.1
scenario422,1,0,40,100,60,-60,20,40,20,0.4
scenario423,1,100,40,40,60,-60,80,20,60,0.4
scenario424,0,40,40,0,40,-90,60,20,20,0.4
scenario425,1,20,80,0,20,90,100,40,0,0.6
scenario426,0,60,20,40,100,-90,0,20,0,0.2
scenario427,1,20,80,100,40,-90,20,60,100,0.6
scenario428,0,60,40,100,100,60,60,40,0,0.8
scenario429,0,20,100,100,0,-90,20,80,80,0.2
scenario430,1,100,0,100,0,-90,40,0,0,0.1
scenario431,1,20,80,60,0,-60,20,100,80,0.2
scenario432,0,80,40,60,0,-30,20,20,100,0.1
scenario433,1,100,20,0,40,-30,0,0,20,0.8
scenario434,0,60,80,40,40,-90,40,100,0,1
scenario435,1,80,40,80,40,60,60,100,100,0.4
scenario436,1,60,40,80,60,0,20,60,60,0.6
scenario437,0,100,0,20,80,30,40,100,80,1
scenario438,1,20,20,100,0,-90,80,0,100,0.1
scenario439,1,100,80,40,100,60,60,80,100,0.4
scenario440,1,80,0,60,100,60,60,80,40,0.8
scenario441,1,20,100,100,60,-30,100,0,60,0.8
scenario442,1,80,100,100,40,-90,100,80,100,0.2
scenario443,1,40,60,100,40,30,80,60,80,0.2
scenario444,0,0,80,40,80,-60,80,20,40,0.2
scenario445,0,20,100,60,20,60,100,0,40,0.6
scenario446,1,60,0,60,20,60,40,60,0,0.4
scenario447,1,100,80,80,40,0,100,0,40,0.6
scenario448,1,60,100,0,60,60,60,100,20,0.8
scenario449,0,0,100,20,40,0,80,100,20,0.8
scenario450,1,80,40,60,40,-90,80,20,0,0.8
scenario451,1,0,80,20,40,60,80,40,40,0.4
scenario452,0,40,60,0,80,60,60,0,20,0.2
scenario453,1,40,80,40,0,60,60,60,40,0.1
scenario454,1,60,60,100,80,90,40,40,20,0.6
scenario455,0,80,20,100,80,-30,0,100,20,0.4
scenario456,0,0,60,60,60,30,60,60,100,0.1
scenario457,0,80,80,60,60,60,60,60,60,0.2
scenario458,0,60,60,60,20,30,0,100,20,1
scenario459,0,60,80,0,100,-30,80,40,60,0.6
scenario460,0,0,20,0,80,90,0,0,60,0.1
scenario461,0,80,60,0,100,-60,100,40,60,0.1
scenario462,1,80,20,60,0,90,100,20,40,0.4
scenario463,0,80,0,20,80,-30,80,40,0,0.4
scenario464,1,40,100,40,80,0,80,60,100,0.1
scenario465,1,40,20,60,60,90,80,40,40,0.2
scenario466,0,0,20,80,100,-30,60,100,60,1
scenario467,0,40,40,20,60,60,80,100,0,1
scenario468,1,0,80,0,60,30,40,0,40,0.2
scenario469,1,40,20,100,20,90,80,80,60,0.6
scenario470,1,20,20,0,20,0,100,0,0,0.2
scenario471,0,80,60,20,0,60,80,100,20,0.6
scenario472,0,100,100,100,100,-30,20,80,20,0.2
scenario473,0,80,0,60,0,-60,0,0,60,0.2
scenario474,1,100,60,100,60,-60,0,100,20,0.1
scenario475,0,60,40,20,80,90,40,100,80,1
scenario476,0,40,40,40,80,90,20,20,100,0.2
scenario477,1,0,40,60,20,60,40,20,100,0.8
scenario478,0,20,60,20,100,-60,60,40,100,0.6
scenario479,0,0,40,0,100,-60,100,80,80,0.1
scenario480,1,60,40,0,60,-90,20,60,40,0.4
scenario481,0,20,20,60,40,90,20,80,40,0.1
scenario482,0,0,40,20,20,60,40,0,20,0.4
scenario483,1,60,60,20,40,60,40,20,0,0.4
scenario484,0,100,80,60,0,60,80,0,20,0.8
scenario485,1,60,0,0,0,30,80,0,60,1
scenario486,0,60,80,40,0,-30,100,100,100,0.2
scenario487,1,20,100,0,40,-90,100,60,40,0.2
scenario488,1,0,0,20,0,-60,60,40,80,0.8
scenario489,0,40,60,20,20,30,80,0,80,0.4
scenario490,1,20,40,60,80,-60,20,20,100,0.8
scenario491,0,0,0,0,0,0,100,80,20,1
scenario492,0,0,20,20,40,-90,60,60,80,0.8
scenario493,0,40,80,0,0,60,80,20,20,0.2
scenario494,0,20,0,80,40,-90,0,20,80,1
scenario495,0,40,40,0,60,30,20,0,40,0.6
scenario496,1,0,0,20,20,60,80,100,20,0.2
scenario497,1,20,20,20,20,60,40,100,0,0.1
scenario498,1,0,60,80,40,-90,80,100,0,0.2
scenario499,0,40,60,0,100,60,40,80,20,0.6
scenario500,1,20,40,100,40,-90,100,60,100,0.8
scenario501,0,60,60,100,80,-30,100,80,80,1
scenario502,0,0,40,20,20,-60,80,60,80,0.2
scenario503,1,80,100,100,0,0,100,60,100,1
scenario504,1,60,60,0,20,60,100,40,100,0.8
scenario505,1,40,0,40,60,30,0,0,60,0.6
scenario506,1,80,40,60,20,-30,80,20,0,0.4
scenario507,1,60,80,0,40,-30,0,40,20,1
scenario508,1,60,100,80,20,-90,20,100,100,0.1
scenario509,1,20,60,40,40,-60,40,20,20,0.4
scenario510,1,40,60,40,80,90,80,20,20,0.6
scenario511,0,0,20,0,20,0,80,100,40,1
