Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario58,0,80,20,20,60,0,100,60,80,0.4
scenario59,1,40,60,60,0,90,80,80,40,0.8
scenario60,0,20,40,20,0,90,60,60,80,0.4
scenario61,1,40,60,60,0,90,80,80,40,0.8
scenario62,0,0,60,40,20,-60,80,100,40,1
scenario63,0,40,100,100,20,0,40,60,40,0.4
scenario64,1,0,40,60,20,90,60,80,40,0.8
scenario65,0,100,40,0,60,0,100,60,80,0.4
scenario66,1,0,20,100,0,60,20,0,40,0.8
scenario67,0,80,20,80,40,0,40,60,0,0.4
scenario68,0,80,100,20,60,-30,40,0,60,0.4
scenario69,1,80,0,20,60,0,100,20,60,0.6
scenario70,0,60,100,100,60,-30,20,60,100,0.4
scenario71,0,80,40,40,60,0,80,40,60,0.4
scenario72,0,100,0,60,40,60,20,60,60,0.8
scenario73,1,80,0,60,0,30,40,100,80,0.4
scenario74,0,0,100,40,20,-60,20,100,0,1
scenario75,0,0,80,40,20,-60,40,100,0,1
scenario76,1,0,20,0,40,0,20,100,80,0.2
scenario77,1,100,20,60,0,30,40,0,20,0.8
scenario78,0,20,60,60,40,60,100,60,20,1
scenario79,0,0,100,20,20,-60,20,100,20,0.8
scenario80,1,100,0,0,100,-60,40,0,20,0.1
scenario81,0,60,60,80,100,90,80,60,20,0.6
scenario82,0,0,40,80,40,90,40,80,40,0.1
scenario83,0,20,60,60,40,30,100,60,40,0.8
scenario84,1,100,20,60,0,30,20,100,80,0.4
scenario85,1,80,0,60,0,30,40,100,80,0.4
scenario86,1,100,0,20,0,60,40,80,60,0.6
scenario87,1,80,40,80,100,30,40,80,80,0.6
scenario88,0,0,20,80,20,30,40,80,60,0.2
scenario89,1,100,0,80,40,30,40,100,100,0.6
scenario90,1,60,0,80,0,-30,40,100,60,0.2
scenario91,1,100,0,60,0,60,60,80,80,0.1
scenario92,1,20,0,60,40,30,20,100,100,0.4
scenario93,1,40,20,60,20,-60,40,100,100,0.2
scenario94,1,0,20,60,0,0,60,100,80,0.4
scenario95,1,60,20,80,0,30,40,100,80,0.8
scenario96,1,60,0,60,0,0,40,100,60,0.4
scenario97,1,100,0,60,0,60,60,80,80,0.1
scenario98,1,40,0,80,40,30,40,100,80,0.4
scenario99,1,40,60,60,40,0,20,100,20,0.4
scenario100,1,60,20,40,0,30,60,100,80,0.4
scenario101,0,0,40,60,20,30,40,100,100,0.4
scenario102,0,80,20,60,0,30,20,100,60,0.4
scenario103,1,60,0,60,0,-60,20,100,100,0.4
scenario104,1,20,20,80,60,30,40,80,80,0.2
scenario105,1,100,100,20,0,60,80,60,60,0.4
scenario106,1,100,20,60,100,30,0,100,100,0.6
scenario107,0,80,20,60,20,90,80,80,80,0.1
scenario108,1,0,40,80,0,-90,40,80,60,0.4
scenario109,1,60,20,40,0,30,60,100,80,0.4
scenario110,1,100,100,60,0,60,60,100,80,0.1
scenario111,0,80,40,40,20,90,60,100,80,0.1
scenario112,1,0,20,80,0,-90,40,100,80,0.2
scenario113,1,100,60,100,0,-60,20,60,60,0.2
scenario114,1,0,40,100,20,-60,20,100,60,0.2
scenario115,1,60,40,40,60,0,40,100,20,0.6
scenario116,0,60,20,60,0,30,60,100,80,0.4
scenario117,1,60,60,40,0,-90,0,80,60,0.2
scenario118,1,100,60,40,80,0,0,0,20,0.4
scenario119,1,60,80,0,0,-60,100,20,60,0.4
scenario120,1,20,40,60,0,30,40,100,40,0.4
scenario121,1,60,20,40,0,30,60,100,80,0.4
scenario122,1,100,60,40,80,-30,0,0,40,0.6
scenario123,0,40,80,20,80,0,60,60,0,0.8
scenario124,0,60,20,60,100,90,20,60,0,0.2
scenario125,1,20,0,80,0,-90,40,80,80,0.2
scenario126,1,100,100,60,20,30,60,100,100,0.1
scenario127,0,100,40,40,100,60,40,100,0,0.8
scenario128,0,20,40,100,40,-60,40,80,60,0.4
scenario129,1,80,80,40,0,90,40,100,60,0.1
scenario130,1,20,100,60,0,60,60,100,80,0.1
scenario131,0,100,60,40,40,90,60,100,80,0.1
scenario132,0,20,40,40,0,30,40,80,20,0.4
scenario133,1,100,100,60,20,30,60,100,100,0.1
scenario134,0,80,60,60,60,-60,0,0,20,0.8
scenario135,0,100,40,40,80,-30,20,0,40,0.6
scenario136,1,20,20,60,0,-90,40,0,20,0.1
scenario137,0,40,100,20,100,30,40,0,0,1
scenario138,1,40,0,100,0,-90,40,20,60,0.1
scenario139,1,100,100,40,20,30,80,60,100,0.1
scenario140,0,100,60,60,40,-30,40,100,0,0.2
scenario141,1,100,100,60,40,30,60,40,40,0.2
scenario142,1,60,0,20,0,-30,40,80,60,0.4
scenario143,1,0,100,40,60,-30,40,60,60,0.6
scenario144,0,100,40,40,100,60,60,100,20,1
scenario145,1,80,0,60,0,30,40,100,80,0.4
scenario146,0,80,60,40,100,90,40,0,20,1
scenario147,1,100,20,60,20,30,80,60,20,0.6
scenario148,0,20,100,60,20,30,20,100,0,1
scenario149,1,0,20,100,40,-30,0,100,80,0.2
scenario150,1,80,40,60,0,90,40,20,20,0.4
scenario151,1,0,40,100,40,30,0,100,80,0.2
scenario152,1,100,0,20,100,-60,40,0,20,0.1
scenario153,1,100,0,0,100,-60,20,20,20,0.1
scenario154,0,40,60,60,40,30,100,40,40,1
scenario155,1,100,20,40,0,30,20,100,80,0.4
scenario156,0,0,40,0,60,90,40,80,60,0.1
scenario157,1,80,0,60,0,30,40,100,80,0.4
scenario158,1,80,0,60,20,60,40,100,100,0.2
scenario159,1,100,0,40,0,0,20,100,100,0.6
scenario160,0,60,20,60,0,30,40,80,100,0.4
scenario161,1,60,0,60,0,30,40,100,80,0.2
scenario162,1,60,40,40,0,30,60,100,0,0.2
scenario163,1,80,40,60,20,60,40,100,80,0.2
scenario164,1,80,60,60,0,60,40,100,80,0.4
scenario165,1,100,20,80,0,60,20,60,100,0.8
scenario166,0,100,0,40,0,0,60,100,60,0.2
scenario167,1,80,0,60,0,60,40,80,80,0.8
scenario168,1,80,20,80,0,0,40,100,60,0.6
scenario169,1,80,0,60,0,60,40,80,80,0.8
scenario170,0,60,0,60,0,30,80,80,100,0.2
scenario171,0,100,0,40,20,0,40,80,60,0.6
scenario172,1,100,20,80,20,90,20,60,100,0.8
scenario173,1,100,0,100,0,90,40,80,100,1
scenario174,1,100,40,80,20,60,20,40,100,0.6
scenario175,0,60,20,60,0,0,20,100,100,0.2
scenario176,1,100,0,60,20,30,20,100,100,0.2
scenario177,1,80,100,80,0,60,40,0,100,1
scenario178,1,80,0,80,0,60,20,60,100,0.8
scenario179,1,100,0,60,0,60,60,80,80,0.2
scenario180,0,100,0,60,0,-30,60,100,60,0.4
scenario181,1,80,100,80,0,60,40,0,100,1
scenario182,1,100,0,60,0,-60,80,40,100,0.1
scenario183,1,80,0,40,20,30,40,100,60,0.4
scenario184,0,60,20,60,20,30,60,80,100,0.4
scenario185,1,100,0,60,20,60,20,100,100,0.2
scenario186,1,80,20,80,20,60,60,0,80,1
scenario187,1,80,0,80,0,60,0,80,0,0.6
scenario188,0,100,80,80,0,-60,80,80,40,0.6
scenario189,0,0,20,60,0,90,0,40,80,0.6
scenario190,0,100,0,80,0,30,40,100,80,0.4
scenario191,0,60,80,80,0,60,80,80,100,0.6
scenario192,1,80,0,60,0,30,40,80,100,0.1
scenario193,1,80,0,60,0,30,40,80,100,0.1
scenario194,0,100,20,80,60,60,40,60,100,0.6
scenario195,0,80,0,60,0,60,40,80,100,0.1
scenario196,1,80,0,60,0,-60,100,40,20,0.1
scenario197,1,80,60,80,0,-30,60,0,40,0.8
scenario198,1,60,0,100,20,60,40,100,100,0.4
scenario199,0,100,80,100,0,-60,80,100,60,0.8
scenario200,0,100,20,40,0,-90,80,0,100,0.1
scenario201,0,60,100,100,80,30,60,80,80,0.8
scenario202,1,60,40,100,40,90,60,40,60,1
scenario203,0,20,20,80,100,90,20,60,80,0.2
scenario204,1,100,20,80,0,60,80,0,100,0.2
scenario205,1,60,40,100,40,90,60,40,60,1
scenario206,0,40,20,60,100,90,40,60,60,0.1
scenario207,0,0,80,80,100,60,60,80,60,0.4
scenario208,1,80,40,60,0,-90,100,0,80,0.1
scenario209,0,100,20,80,20,-60,80,0,80,0.1
scenario210,1,20,40,80,80,60,40,40,100,0.4
scenario211,0,20,0,100,20,60,20,20,100,0.2
scenario212,0,80,100,100,80,60,100,100,100,0.6
scenario213,1,60,0,80,0,30,40,60,100,0.1
scenario214,0,80,40,60,20,-90,100,0,100,0.1
scenario215,1,100,0,60,20,30,60,80,80,0.2
scenario216,1,100,0,40,0,60,0,100,60,0.1
scenario217,1,80,0,60,0,30,40,100,80,0.4
scenario218,1,100,0,20,0,60,0,100,60,0.1
scenario219,1,20,0,40,80,-60,40,0,20,0.1
scenario220,1,0,0,100,40,-30,0,80,80,0.2
scenario221,1,80,40,60,0,90,20,20,20,0.4
scenario222,0,60,40,0,60,90,20,80,60,0.1
scenario223,1,100,20,60,20,30,100,60,80,0.6
scenario224,1,100,0,40,0,60,0,80,60,0.1
scenario225,0,0,40,0,40,90,20,80,80,0.1
scenario226,1,100,0,40,0,60,0,20,60,0.2
scenario227,0,80,0,0,100,-60,20,40,20,0.1
scenario228,1,80,20,100,0,30,20,80,60,0.4
scenario229,1,100,20,60,20,30,100,60,80,0.6
scenario230,1,100,0,60,20,0,100,40,80,0.6
scenario231,0,100,40,40,20,30,60,40,80,0.6
scenario232,0,100,20,60,20,0,100,80,60,0.8
scenario233,1,100,40,60,20,0,100,80,100,0.8
scenario234,0,100,0,40,0,30,100,60,100,0.4
scenario235,1,80,0,60,40,30,100,60,20,0.6
scenario236,0,100,20,40,20,60,100,100,100,0.6
scenario237,0,100,20,60,0,0,100,40,100,0.6
scenario238,1,80,40,80,20,30,100,60,80,0.6
scenario239,1,100,40,20,20,30,100,80,80,0.6
scenario240,0,100,40,60,0,60,100,40,80,0.8
scenario241,1,80,40,80,20,30,100,60,80,0.6
scenario242,1,60,0,60,40,60,20,40,20,0.4
scenario243,0,80,20,40,20,30,100,100,100,0.6
scenario244,0,80,40,40,0,90,80,60,80,0.8
scenario245,0,80,20,60,60,30,100,40,100,0.1
scenario246,0,100,40,60,40,30,20,40,80,0.8
scenario247,0,80,40,20,0,60,80,100,100,0.8
scenario248,1,100,0,80,60,30,100,40,20,0.8
scenario249,1,80,40,60,20,-30,0,60,60,0.8
scenario250,1,60,40,40,60,90,100,80,40,0.6
scenario251,1,80,0,100,80,30,100,40,40,0.6
scenario252,0,80,20,60,0,60,40,20,60,0.8
scenario253,1,60,40,40,60,90,100,80,40,0.6
scenario254,0,100,0,100,0,30,80,40,40,0.8
scenario255,0,100,40,40,60,0,80,40,100,0.2
scenario256,1,80,0,60,80,0,100,60,0,0.8
scenario257,1,100,0,100,80,0,100,60,40,0.4
scenario258,1,60,0,100,60,60,100,40,20,0.8
scenario259,1,60,20,100,20,0,100,40,100,0.6
scenario260,0,80,0,60,0,-60,40,0,100,0.8
scenario261,1,60,20,60,20,60,80,100,80,0.6
scenario262,1,60,0,100,80,30,80,20,40,0.6
scenario263,0,100,20,100,80,0,80,40,0,0.8
scenario264,0,100,40,80,60,0,40,40,80,0.8
scenario265,1,60,0,100,80,30,80,20,40,0.6
scenario266,0,80,20,80,60,0,100,60,20,0.6
scenario267,1,100,0,40,80,-30,100,60,20,0.1
scenario268,0,100,0,40,0,-60,40,0,80,0.8
scenario269,1,60,20,100,20,30,100,40,100,0.4
scenario270,1,60,100,100,100,0,20,20,60,0.6
scenario271,1,60,0,100,80,30,100,0,60,0.4
scenario272,1,60,0,40,80,0,80,40,0,0.8
scenario273,1,80,40,80,40,30,60,100,60,0.6
scenario274,0,100,20,80,80,-30,40,40,60,0.6
scenario275,1,60,20,100,80,0,60,40,100,0.6
scenario276,1,60,0,100,100,30,100,0,20,0.6
scenario277,1,60,0,100,100,30,100,0,20,0.6
scenario278,0,100,0,60,0,-60,40,0,80,1
scenario279,0,80,100,60,100,-30,20,20,20,0.6
scenario280,0,80,20,60,100,-60,40,60,60,0.8
scenario281,0,100,20,20,60,-60,80,20,80,0.6
scenario282,0,60,100,100,100,0,20,0,20,0.6
scenario283,0,100,20,100,60,0,40,20,40,0.6
scenario284,1,80,20,0,40,30,80,100,40,0.2
scenario285,0,60,0,100,60,0,0,0,20,0.6
scenario286,0,80,40,40,0,-90,40,0,80,1
scenario287,1,40,100,100,0,30,20,20,80,0.8
scenario288,0,100,20,100,100,-30,60,40,40,0.4
scenario289,1,80,0,60,0,30,40,100,80,0.4
scenario290,0,60,40,0,60,90,20,80,60,0.1
scenario291,1,0,80,0,40,-30,20,80,80,0.2
scenario292,0,0,40,0,20,-60,20,80,40,0.6
scenario293,1,60,0,100,80,30,80,20,80,0.1
scenario294,1,60,0,80,80,30,100,20,20,0.6
scenario295,1,80,40,60,0,90,20,0,20,0.4
scenario296,1,60,0,100,80,-60,100,20,40,0.6
scenario297,1,100,0,40,20,30,0,40,60,0.1
scenario298,1,80,0,60,20,30,40,100,60,0.2
scenario299,0,80,20,100,0,30,20,80,100,0.4
scenario300,1,80,60,60,20,60,20,20,20,0.6
scenario301,1,80,40,60,0,90,20,0,20,0.4
scenario302,1,80,40,40,20,60,20,0,0,0.4
scenario303,1,100,20,80,20,60,80,0,20,0.4
scenario304,1,80,20,40,0,90,80,0,40,1
scenario305,1,80,100,100,60,60,20,0,20,0.2
scenario306,1,80,40,60,0,90,40,20,40,0.6
scenario307,1,60,100,40,0,60,40,100,20,0.4
scenario308,1,60,60,80,0,60,20,0,40,1
scenario309,1,20,60,60,0,90,40,80,40,0.4
scenario310,0,60,40,80,0,90,0,20,0,0.4
scenario311,1,60,40,80,20,90,20,0,40,0.6
scenario312,0,100,60,60,20,60,40,20,20,0.4
scenario313,1,60,60,80,0,60,20,0,40,1
scenario314,0,100,60,60,20,60,40,20,20,0.4
scenario315,1,60,80,100,60,30,20,0,80,0.4
scenario316,1,100,40,40,20,60,100,0,0,0.6
scenario317,1,60,60,80,0,60,0,0,40,1
scenario318,0,0,80,60,60,60,60,60,40,0.2
scenario319,1,60,100,20,100,60,40,80,0,0.4
scenario320,0,60,40,80,20,90,100,20,40,0.4
scenario321,0,100,60,60,40,60,40,40,20,0.4
scenario322,1,100,20,80,40,60,80,20,0,0.2
scenario323,0,100,60,100,0,60,0,0,60,1
scenario324,1,60,40,100,0,90,20,20,40,1
scenario325,1,60,100,20,100,60,40,80,0,0.4
scenario326,1,60,60,80,20,90,20,0,20,1
scenario327,1,20,40,60,40,60,80,60,40,0.8
scenario328,1,80,80,0,60,30,40,20,80,0.4
scenario329,1,100,60,80,60,30,20,20,80,0.6
scenario330,0,100,40,40,20,30,40,0,40,0.4
scenario331,1,40,80,100,0,30,60,0,80,0.8
scenario332,0,40,40,80,20,90,80,20,40,1
scenario333,0,60,80,100,0,-30,80,0,60,1
scenario334,1,80,60,80,0,60,0,20,60,0.8
scenario335,0,100,100,60,40,60,100,20,80,0.1
scenario336,0,80,60,60,20,60,20,20,20,0.2
scenario337,1,60,100,20,100,60,40,80,0,0.4
scenario338,1,80,80,0,20,60,40,0,0,0.4
scenario339,0,60,80,80,0,0,100,0,60,1
scenario340,0,40,80,80,0,-60,80,0,80,1
scenario341,0,80,80,0,40,30,40,20,80,0.2
scenario342,0,60,0,0,80,30,40,100,0,0.6
scenario343,1,0,40,60,80,90,60,0,80,1
scenario344,0,100,80,60,80,30,0,20,60,0.6
scenario345,0,100,60,80,20,60,100,0,40,0.2
scenario346,0,40,100,100,20,0,80,0,60,1
scenario347,0,0,80,100,40,90,0,0,40,0.8
scenario348,1,40,100,40,100,60,40,80,20,0.4
scenario349,1,0,40,60,80,90,60,0,80,1
scenario350,1,40,100,100,80,0,80,20,60,1
scenario351,0,0,60,80,40,60,0,20,60,1
scenario352,1,20,40,40,80,90,40,20,100,1
scenario353,0,40,80,80,0,-60,100,0,60,0.8
scenario354,0,20,40,40,80,0,40,0,60,1
scenario355,1,100,0,0,40,30,60,100,20,0.6
scenario356,0,80,80,0,40,60,40,0,60,0.2
scenario357,0,20,80,80,20,90,100,0,80,0.2
scenario358,1,80,60,40,20,90,20,0,20,0.4
scenario359,0,0,80,80,40,90,0,0,40,0.8
scenario360,1,100,60,60,100,0,0,40,60,0.4
scenario361,1,80,0,60,0,30,40,100,80,0.4
scenario362,1,100,60,60,100,0,0,60,60,0.6
scenario363,1,20,100,0,40,-30,0,60,80,0.2
scenario364,1,0,80,0,20,0,40,100,60,0.4
scenario365,1,60,0,60,40,0,20,80,80,0.2
scenario366,0,20,40,60,20,-60,40,80,80,0.4
scenario367,1,0,100,0,40,-30,20,60,40,0.6
scenario368,1,60,60,60,20,60,20,0,20,0.6
scenario369,1,60,0,80,80,0,0,60,20,0.8
scenario370,1,80,60,60,20,30,20,20,20,0.6
scenario371,1,100,0,40,20,0,0,40,80,0.1
scenario372,1,100,60,60,100,0,0,40,80,0.4
scenario373,1,0,100,0,40,-30,20,60,40,0.6
scenario374,1,20,80,0,80,0,0,60,20,0.6
scenario375,1,20,100,0,20,-30,40,60,40,0.8
scenario376,0,0,100,0,100,-60,0,20,40,0.8
scenario377,0,100,100,0,20,-30,40,100,40,0.8
scenario378,0,0,80,0,40,-30,40,40,20,0.8
scenario379,0,0,100,20,80,-90,80,40,40,0.4
scenario380,0,20,80,0,20,0,40,60,40,0.8
scenario381,1,20,40,0,20,0,20,40,60,0.8
scenario382,1,20,100,0,60,-30,20,40,60,0.2
scenario383,0,20,100,0,40,-30,0,40,40,0.1
scenario384,1,0,60,100,40,0,0,60,40,0.6
scenario385,1,20,100,0,60,-30,20,40,60,0.2
scenario386,1,40,100,20,60,0,20,40,20,0.8
scenario387,1,20,100,0,80,-30,0,40,20,0.6
scenario388,0,0,60,100,40,-30,20,60,60,0.6
scenario389,0,0,100,80,100,0,40,40,40,0.6
scenario390,0,0,60,0,20,0,60,60,40,1
scenario391,1,20,100,20,100,-60,20,20,40,0.6
scenario392,1,20,40,0,0,0,40,20,80,0.6
scenario393,0,20,60,20,0,0,0,40,20,0.4
scenario394,1,0,100,0,60,0,20,20,60,0.4
scenario395,1,0,100,20,80,-60,80,20,40,0.2
scenario396,1,20,100,0,0,0,20,40,60,0.8
scenario397,1,20,100,0,0,0,20,40,60,0.8
scenario398,0,20,60,0,0,-90,0,40,20,0.2
scenario399,1,40,80,20,40,0,0,20,20,0.4
scenario400,1,0,100,20,80,30,100,0,40,0.2
scenario401,0,80,60,80,80,0,60,60,0,0.4
scenario402,0,0,40,100,40,0,60,40,60,0.4
scenario403,1,40,80,20,80,-60,20,60,40,0.1
scenario404,1,20,0,20,0,0,20,60,60,0.2
scenario405,0,40,80,0,60,0,0,40,40,0.8
scenario406,0,20,100,80,100,-30,40,60,40,0.6
scenario407,1,40,20,20,20,0,40,20,100,0.6
scenario408,1,100,100,0,40,0,0,60,0,0.8
scenario409,1,0,100,20,80,30,100,0,40,0.2
scenario410,0,20,80,100,0,-90,20,20,20,0.2
scenario411,1,60,40,80,100,0,60,60,80,0.6
scenario412,0,20,80,40,80,0,20,40,100,0.2
scenario413,1,0,80,0,0,-90,20,60,20,0.4
scenario414,0,100,80,0,20,30,0,60,0,0.8
scenario415,1,100,60,100,20,0,0,60,80,0.8
scenario416,1,20,80,20,20,-90,0,40,40,1
scenario417,1,60,100,0,40,-90,20,0,100,0.6
scenario418,0,20,60,0,20,-90,0,20,20,0.2
scenario419,1,60,40,80,40,0,40,20,60,0.6
scenario420,1,40,80,40,20,0,80,0,0,1
scenario421,1,60,100,0,40,-90,20,0,100,0.6
scenario422,1,40,20,60,60,0,80,0,0,0.8
scenario423,1,100,60,80,20,30,80,60,100,1
scenario424,1,60,80,20,40,-90,20,0,80,0.8
scenario425,0,20,100,80,0,-60,20,60,100,0.2
scenario426,1,100,80,60,20,-90,20,60,40,0.6
scenario427,1,0,80,60,80,30,0,60,100,0.2
scenario428,1,0,60,0,0,-90,20,60,0,0.2
scenario429,1,40,80,40,100,90,60,0,20,1
scenario430,1,20,60,60,80,30,0,60,80,0.1
scenario431,0,0,60,20,80,0,0,60,60,0.1
scenario432,1,0,80,100,60,-60,20,60,40,0.4
scenario433,0,20,100,0,100,-90,100,60,40,0.8
scenario434,0,0,100,60,100,-90,40,0,0,0.6
scenario435,0,20,100,0,80,90,100,100,20,0.1
scenario436,0,0,100,40,40,-90,100,40,80,1
scenario437,0,60,100,0,100,-30,80,0,0,0.2
scenario438,0,0,100,0,0,-60,60,0,20,0.8
scenario439,0,0,100,0,100,90,40,80,0,0.2
scenario440,0,0,80,40,0,-90,100,0,60,0.4
scenario441,0,20,40,80,100,-90,20,0,20,1
scenario442,0,100,60,40,60,-90,100,80,0,1
scenario443,0,100,100,80,20,90,100,20,80,0.8
scenario444,0,0,0,20,80,-90,80,0,20,0.2
scenario445,0,20,40,80,100,-90,20,0,20,1
scenario446,0,20,40,80,80,-30,0,20,60,1
scenario447,1,20,60,80,100,-90,0,0,20,1
scenario448,0,20,20,60,100,-90,0,0,0,0.8
scenario449,0,20,20,100,100,-90,0,20,80,1
scenario450,0,20,40,80,100,-60,20,0,20,1
scenario451,1,20,40,80,100,-90,100,20,40,1
scenario452,1,20,0,80,100,-60,0,0,100,0.8
scenario453,0,20,40,0,100,-90,0,0,20,1
scenario454,1,20,40,100,100,-90,20,0,20,1
scenario455,0,20,40,80,100,-90,0,0,0,1
scenario456,1,40,40,100,100,-90,20,0,0,1
scenario457,1,20,60,80,100,-90,0,0,20,1
scenario458,1,40,40,100,100,-90,20,0,0,1
scenario459,1,0,60,60,80,-60,0,40,40,1
scenario460,1,40,60,60,80,60,0,0,40,1
scenario461,1,0,20,100,100,-90,40,0,40,0.8
scenario462,0,0,40,60,80,-90,0,0,0,0.4
scenario463,0,20,40,40,80,-90,0,20,0,1
scenario464,1,40,60,60,100,-60,100,20,60,0.8
scenario465,0,20,40,80,100,-30,100,20,40,0.8
scenario466,1,20,0,100,100,-30,0,20,100,0.6
scenario467,1,40,60,80,40,-90,40,20,40,1
scenario468,0,0,0,80,100,-30,0,80,100,1
scenario469,1,40,40,100,100,-90,20,0,0,1
scenario470,1,20,80,60,0,-90,0,0,20,0.8
scenario471,1,20,60,60,100,-60,0,20,20,0.6
scenario472,0,40,40,60,100,30,0,0,60,0.6
scenario473,0,40,40,60,100,-60,100,80,80,0.8
scenario474,0,20,0,100,20,0,0,0,100,0.4
scenario475,1,60,80,60,80,-30,80,20,60,0.1
scenario476,0,0,20,100,20,-60,0,100,100,1
scenario477,0,40,40,60,100,30,20,0,60,0.8
scenario478,0,20,40,40,60,60,0,0,20,1
scenario479,1,20,60,40,60,-90,20,0,20,0.6
scenario480,0,0,20,20,80,-90,0,20,20,0.8
scenario481,1,20,80,60,0,-90,0,0,20,0.8
scenario482,1,40,100,60,80,-30,100,60,80,0.1
scenario483,0,40,80,80,100,-90,0,20,0,0.6
scenario484,1,40,60,60,20,-30,0,20,40,0.6
scenario485,1,20,20,60,80,-60,0,40,20,0.4
scenario486,0,20,20,100,20,-60,60,100,60,1
scenario487,1,20,80,0,0,-60,0,0,20,0.8
scenario488,1,20,60,60,100,-60,20,0,20,1
scenario489,0,0,80,60,0,-60,20,0,20,0.8
scenario490,0,0,40,40,60,-60,20,20,20,0.4
scenario491,1,80,80,100,100,-30,0,20,40,0.6
scenario492,0,40,20,20,100,30,60,100,60,0.4
scenario493,1,40,60,60,20,-30,0,20,40,0.6
scenario494,1,40,80,60,100,-30,100,0,0,0.4
scenario495,1,20,100,0,0,60,20,0,40,0.8
scenario496,0,100,40,80,60,-30,0,60,20,0.4
scenario497,1,40,40,60,20,-60,20,0,40,0.6
scenario498,1,100,20,60,60,-30,0,40,20,0.2
scenario499,0,20,80,60,20,-30,20,0,40,0.6
scenario500,1,40,100,80,80,-60,80,80,80,0.1
scenario501,1,0,80,0,0,-60,0,0,100,1
scenario502,1,40,80,0,20,-60,0,0,40,0.8
scenario503,1,60,80,60,40,-30,80,80,60,1
scenario504,1,0,20,100,20,-60,60,100,0,1
scenario505,1,80,0,60,0,30,40,100,80,0.4
scenario506,0,80,80,80,20,90,100,20,80,0.6
scenario507,0,20,100,60,100,60,40,0,20,0.6
scenario508,0,40,40,0,80,90,100,100,20,0.1
scenario509,0,20,80,60,20,-30,0,20,60,0.4
scenario510,1,40,60,60,20,-30,0,20,40,0.6
scenario511,1,40,60,60,0,-30,0,20,60,0.6
scenario512,0,0,100,80,20,90,100,0,80,0.6
scenario513,0,0,100,40,100,-90,100,0,0,0.6
