Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario129,-90,20,100,0,0,0,0.8,80,20,1,0,2,0
scenario130,-90,20,60,0,0,0,0.8,0,100,0,1,1,2
scenario131,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario132,-90,20,80,0,0,0,0.8,0,100,2,0,1,2
scenario133,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario134,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario135,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario136,-90,20,60,0,0,0,0.8,0,100,1,2,0,2
scenario137,-90,20,60,0,0,0,0.8,0,100,0,1,2,1
scenario138,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario139,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario140,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario141,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario142,-90,20,60,0,0,0,0.8,0,100,0,1,1,2
scenario143,-90,20,60,0,0,0,0.8,0,100,2,0,0,1
scenario144,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario145,-90,20,60,0,0,0,0.8,0,100,0,2,1,2
scenario146,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario147,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario148,-90,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario149,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario150,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario151,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario152,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario153,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario154,-90,20,60,0,0,0,0.8,0,100,0,1,1,2
scenario155,-90,20,80,0,0,0,0.8,0,100,2,0,0,1
scenario156,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario157,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario158,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario159,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario160,-90,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario161,-90,20,60,0,0,0,0.8,0,100,0,1,2,1
scenario162,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario163,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario164,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario165,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario166,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario167,-90,20,80,0,0,0,0.8,0,100,2,0,0,1
scenario168,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario169,-90,20,60,0,0,0,0.8,0,100,0,2,1,2
scenario170,-90,20,80,0,0,0,0.8,0,100,2,1,0,1
scenario171,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario172,-90,20,60,0,0,0,0.8,0,100,1,2,0,2
scenario173,-90,20,60,0,0,0,0.8,0,100,0,1,2,1
scenario174,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario175,-90,20,80,0,0,0,0.8,0,100,1,2,0,1
scenario176,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario177,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario178,-90,20,80,0,0,0,0.8,0,100,0,1,1,2
scenario179,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario180,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario181,-90,20,80,0,0,0,0.8,0,100,0,2,1,2
scenario182,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario183,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario184,-90,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario185,-90,20,80,0,0,0,0.8,0,100,0,1,2,1
scenario186,-90,20,80,0,0,0,0.8,0,100,1,2,2,0
scenario187,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario188,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario189,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario190,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario191,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario192,-90,20,60,0,0,0,0.8,0,100,2,0,1,2
scenario193,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario194,-90,20,60,0,0,0,0.8,0,100,2,1,0,1
scenario195,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario196,-90,20,60,0,0,0,0.8,0,100,1,2,0,2
scenario197,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario198,-90,20,80,0,0,0,0.8,0,100,1,2,2,0
scenario199,-90,20,80,0,0,0,0.8,0,100,1,2,0,1
scenario200,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario201,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario202,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario203,-90,20,60,0,0,0,0.8,0,100,2,0,0,1
scenario204,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario205,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario206,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario207,-90,20,80,0,0,0,0.8,0,100,2,0,1,0
scenario208,-90,20,80,0,0,0,0.8,0,100,1,2,0,2
scenario209,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario210,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario211,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario212,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario213,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario214,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario215,-90,20,80,0,0,0,0.8,0,100,2,0,0,1
scenario216,-90,20,60,0,0,0,0.8,0,100,2,0,1,2
scenario217,-90,20,80,0,0,0,0.8,0,100,0,2,1,2
scenario218,-90,20,80,0,0,0,0.8,0,100,2,1,0,1
scenario219,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario220,-90,20,80,0,0,0,0.8,0,100,1,2,0,2
scenario221,-90,20,80,0,0,0,0.8,0,100,0,1,2,1
scenario222,-90,20,60,0,0,0,0.8,0,100,1,2,2,0
scenario223,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario224,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario225,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario226,-90,20,80,0,0,0,0.8,0,100,0,1,1,2
scenario227,-90,20,80,0,0,0,0.8,0,100,2,0,0,1
scenario228,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario229,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario230,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario231,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario232,-90,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario233,-90,20,80,0,0,0,0.8,0,100,0,1,2,1
scenario234,-90,20,60,0,0,0,0.8,0,100,1,2,2,0
scenario235,-90,20,80,0,0,0,0.8,0,100,1,2,0,1
scenario236,-90,20,80,0,0,0,0.8,0,100,0,1,2,0
scenario237,-90,20,60,0,0,0,0.8,0,100,1,0,2,0
scenario238,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario239,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario240,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario241,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario242,-90,20,80,0,0,0,0.8,0,100,2,1,0,1
scenario243,-90,20,80,0,0,0,0.8,0,100,2,0,1,0
scenario244,-90,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario245,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario246,-90,20,60,0,0,0,0.8,0,100,1,2,2,0
scenario247,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario248,-90,20,80,0,0,0,0.8,0,100,0,1,2,0
scenario249,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario250,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario251,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario252,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario253,-90,20,80,0,0,0,0.8,0,100,0,2,1,2
scenario254,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario255,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario256,-90,20,80,0,0,0,0.8,0,100,1,2,0,2
scenario257,-90,20,80,0,0,0,0.8,0,100,0,1,2,1
scenario258,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario259,-90,20,80,0,0,0,0.8,0,100,1,2,0,1
scenario260,-90,20,80,0,0,0,0.8,0,100,0,1,2,0
scenario261,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario262,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario263,-90,20,60,0,0,0,0.8,0,100,2,0,0,1
scenario264,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario265,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario266,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario267,-90,20,60,0,0,0,0.8,0,100,2,0,1,0
scenario268,-90,20,80,0,0,0,0.8,0,100,1,2,0,2
scenario269,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario270,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario271,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario272,-90,20,80,0,0,0,0.8,0,100,0,1,2,0
scenario273,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario274,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario275,-90,20,80,0,0,0,0.8,0,100,2,0,0,1
scenario276,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario277,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario278,-90,20,60,0,0,0,0.8,0,100,2,1,0,1
scenario279,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario280,-90,20,60,0,0,0,0.8,0,100,1,2,0,2
scenario281,-90,20,80,0,0,0,0.8,0,100,0,1,2,1
scenario282,-90,20,80,0,0,0,0.8,0,100,1,2,2,0
scenario283,-90,20,80,0,0,0,0.8,0,100,1,2,0,1
scenario284,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario285,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario286,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario287,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario288,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario289,-90,20,80,0,0,0,0.8,0,100,0,2,1,2
scenario290,-90,20,80,0,0,0,0.8,0,100,2,1,0,1
scenario291,-90,20,80,0,0,0,0.8,0,100,2,0,1,0
scenario292,-90,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario293,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario294,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario295,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario296,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario297,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario298,-90,20,80,0,0,0,0.8,0,100,0,1,1,2
scenario299,-90,20,60,0,0,0,0.8,0,100,2,0,0,1
scenario300,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario301,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario302,-90,20,60,0,0,0,0.8,0,100,2,1,0,1
scenario303,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario304,-90,20,60,0,0,0,0.8,0,100,1,2,0,2
scenario305,-90,20,80,0,0,0,0.8,0,100,0,1,2,1
scenario306,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario307,-90,20,60,0,0,0,0.8,0,100,1,2,0,1
scenario308,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario309,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario310,-90,20,80,0,0,0,0.8,0,100,0,1,1,2
scenario311,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario312,-90,20,60,0,0,0,0.8,0,100,2,0,1,2
scenario313,-90,20,80,0,0,0,0.8,0,100,0,2,1,2
scenario314,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario315,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario316,-90,20,80,0,0,0,0.8,0,100,1,2,0,2
scenario317,-90,20,80,0,0,0,0.8,0,100,0,1,2,1
scenario318,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario319,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario320,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario321,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario322,-90,20,80,0,0,0,0.8,0,100,0,1,1,2
scenario323,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario324,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario325,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario326,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario327,-90,20,80,0,0,0,0.8,0,100,2,0,1,0
scenario328,-90,20,80,0,0,0,0.8,0,100,1,2,0,2
scenario329,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario330,-90,20,80,0,0,0,0.8,0,100,1,2,2,0
scenario331,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario332,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario333,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario334,-90,20,80,0,0,0,0.8,0,100,0,1,1,2
scenario335,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario336,-90,20,80,0,0,0,0.8,0,100,2,0,1,2
scenario337,-90,20,60,0,0,0,0.8,0,100,0,2,1,2
scenario338,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario339,-90,20,60,0,0,0,0.8,0,100,2,0,1,0
scenario340,-90,20,60,0,0,0,0.8,0,100,1,2,0,2
scenario341,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario342,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario343,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario344,-90,20,60,0,0,0,0.8,0,100,0,1,2,0
scenario345,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario346,-90,20,60,0,0,0,0.8,0,100,0,1,1,2
scenario347,-90,20,80,0,0,0,0.8,0,100,2,0,0,1
scenario348,-90,20,80,0,0,0,0.8,0,100,2,0,1,2
scenario349,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario350,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario351,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario352,-90,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario353,-90,20,80,0,0,0,0.8,0,100,0,1,2,1
scenario354,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario355,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario356,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario357,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario358,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario359,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario360,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario361,-90,20,60,0,0,0,0.8,0,100,0,2,1,2
scenario362,-90,20,60,0,0,0,0.8,0,100,2,1,0,1
scenario363,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario364,-90,20,80,0,0,0,0.8,0,100,1,2,0,2
scenario365,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario366,-90,20,60,0,0,0,0.8,0,100,1,2,2,0
scenario367,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario368,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario369,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario370,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario371,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario372,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario373,-90,20,60,0,0,0,0.8,0,100,0,2,1,2
scenario374,-90,20,60,0,0,0,0.8,0,100,2,1,0,1
scenario375,-90,20,80,0,0,0,0.8,0,100,2,0,1,0
scenario376,-90,20,40,0,0,0,0.8,0,100,1,2,0,2
scenario377,-90,20,60,0,0,0,0.8,0,100,0,1,2,1
scenario378,-90,20,40,0,0,0,0.8,0,100,1,2,2,0
scenario379,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario380,-90,20,60,0,0,0,0.8,0,100,0,1,2,0
scenario381,-90,20,60,0,0,0,0.8,0,100,1,0,2,0
scenario382,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario383,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario384,-90,20,60,0,0,0,0.8,0,100,2,0,1,2
scenario385,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario386,-90,20,80,0,0,0,0.8,0,100,2,1,0,1
scenario387,-90,20,40,0,0,0,0.8,0,100,2,0,1,0
scenario388,-90,20,60,0,0,0,0.8,0,100,1,2,0,2
scenario389,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario390,-90,20,80,0,0,0,0.8,0,100,1,2,2,0
scenario391,-90,20,40,0,0,0,0.8,0,100,1,2,0,1
scenario392,-90,20,40,0,0,0,0.8,0,100,0,1,2,0
scenario393,-90,20,40,0,0,0,0.8,0,100,1,0,2,0
scenario394,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario395,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario396,-90,20,40,0,0,0,0.8,0,100,2,0,1,2
scenario397,-90,20,40,0,0,0,0.8,0,100,0,2,1,2
scenario398,-90,20,40,0,0,0,0.8,0,100,2,1,0,1
scenario399,-90,20,80,0,0,0,0.8,0,100,2,0,1,0
scenario400,-90,20,80,0,0,0,0.8,0,100,1,2,0,2
scenario401,-90,20,40,0,0,0,0.8,0,100,0,1,2,1
scenario402,-90,20,60,0,0,0,0.8,0,100,1,2,2,0
scenario403,-90,20,80,0,0,0,0.8,0,100,1,2,0,1
scenario404,-90,20,80,0,0,0,0.8,0,100,0,1,2,0
scenario405,-90,20,80,0,0,0,0.8,0,100,1,0,2,0
scenario406,-90,20,40,0,0,0,0.8,0,100,0,1,1,2
scenario407,-90,20,40,0,0,0,0.8,0,100,2,0,0,1
scenario408,-90,20,60,0,0,0,0.8,0,100,2,0,1,2
scenario409,-90,20,60,0,0,0,0.8,0,100,0,2,1,2
