instances,feature_direction,feature_cloudiness,feature_precipitation,feature_precipitationdeposits,feature_windintensity,feature_timeofday,feature_fogdensity,feature_fogdistance,feature_wetness,feature_roadfriction,collision,min_ttc,algo_safety
scenario28,1,0,60,60,40,-90,40,40,100,0.2,0,0.9039537517692916,0
scenario29,0,20,80,0,20,-60,60,0,20,0.2,0,1.1909218584304655,0
scenario30,1,60,40,100,100,-60,40,80,0,0.1,0,0.9211066805425124,0
scenario31,1,0,20,80,0,-60,40,100,100,0.4,0,0.9346248700460118,0
scenario32,0,40,80,20,20,-60,100,20,0,0.1,0,1.0515389514397135,0
scenario33,1,0,80,0,80,-30,40,0,40,0.6,0,0.9637784667547308,0
scenario34,1,100,80,80,100,-90,100,40,20,0.2,0,9999.0,0
scenario35,1,80,0,0,60,30,80,20,80,0.4,0,0.7741520462785201,0
scenario36,1,100,60,20,80,30,100,80,40,0.8,0,0.7577573516294404,0
scenario37,0,0,40,40,20,60,100,60,100,0.4,0,1.1837226208844298,0
scenario38,1,20,0,0,80,90,0,100,100,0.4,0,0.8373807895347187,0
scenario39,0,40,20,60,40,-90,100,60,20,1.0,0,1.027724240928464,0
scenario40,1,20,80,100,20,30,100,100,60,0.6,0,0.9576076209450044,0
scenario41,0,80,80,80,60,0,40,20,100,0.8,0,1.0282752596736695,0
scenario42,0,60,60,40,60,30,100,0,20,0.8,0,1.1527878336637989,0
scenario43,0,100,80,20,40,-60,40,60,80,0.1,0,1.0818492332481515,0
scenario44,0,20,40,20,80,-90,60,20,20,0.0,0,1.0914604522577085,0
scenario45,0,0,20,20,80,60,60,40,60,0.2,0,1.2072165488116529,0
scenario46,1,40,80,40,80,-60,0,0,0,0.1,0,0.8053978263124252,0
scenario47,0,100,60,80,20,-90,20,80,60,0.1,0,0.8757233668979381,0
scenario48,0,0,40,20,0,30,20,80,20,0.0,0,1.1157280225186943,0
scenario49,0,100,60,0,100,0,100,60,20,0.6,0,1.0912712742025097,0
scenario50,0,0,0,60,100,-30,100,0,80,1.0,0,1.0984952865214848,0
scenario51,0,60,60,20,100,-90,100,20,40,1.0,0,1.0313937416372028,0
scenario52,0,0,0,100,0,-90,40,0,20,0.6,0,1.0080391822631387,0
scenario53,1,40,60,20,20,-60,60,40,60,0.6,0,0.9124733591128592,0
scenario54,1,100,40,80,100,-60,20,20,0,0.2,0,0.8754715205253005,0
scenario55,0,80,20,60,40,-60,100,60,0,1.0,0,1.14591524203394,0
scenario56,1,40,40,0,40,60,40,0,100,0.0,0,0.7824753371102122,0
scenario57,1,100,80,40,40,90,40,0,100,0.1,0,0.8116600171071519,0
scenario58,0,20,40,80,20,-60,80,80,20,0.2,0,1.052169167990887,0
scenario59,1,40,60,100,40,-60,60,20,0,0.1,0,0.9212064404844452,0
scenario60,1,60,20,0,20,-60,60,40,60,0.1,0,0.8340779015894336,0
scenario61,1,20,80,0,40,-30,20,60,20,0.2,0,0.9195976533267016,0
scenario62,0,0,40,20,20,0,80,40,0,1.0,0,1.1067172180400182,0
scenario63,0,80,40,60,20,-90,80,20,80,0.1,0,1.022322933896608,0
scenario64,0,80,20,20,60,-30,20,20,20,0.8,0,1.1469526148448044,0
scenario65,0,0,60,0,60,-90,60,80,100,1.0,0,1.0747993584010471,0
scenario66,1,20,80,80,0,60,100,40,100,0.2,0,0.7834909592441738,0
scenario67,1,40,80,100,20,90,100,20,60,0.0,0,0.8364405499370506,0
scenario68,0,20,60,20,100,-90,60,100,80,0.1,0,3.10317483601398,0
scenario69,1,0,0,80,40,-90,0,60,40,0.8,0,0.9648626638765486,0
scenario70,1,60,80,0,100,0,20,80,0,0.6,0,0.8330445004239105,0
scenario71,1,60,20,60,60,-60,20,20,100,0.6,0,0.8942490878532188,0
scenario72,0,0,0,20,20,-30,0,100,20,0.1,0,1.095848676421418,0
scenario73,0,80,0,100,100,-60,80,100,100,0.8,0,1.1032552966029292,0
scenario74,0,40,80,80,100,-60,60,60,80,1.0,0,1.0631289784753204,0
scenario75,1,20,40,60,100,0,20,80,60,1.0,0,0.9828719949233152,0
scenario76,0,20,20,100,20,-60,0,20,40,0.6,0,1.1050582051664628,0
scenario77,1,100,60,0,40,-30,60,40,80,0.2,0,0.8423708499327263,0
scenario78,1,80,60,0,0,0,80,20,20,0.1,0,0.8926803885441102,0
scenario79,0,0,60,40,0,-90,20,60,20,0.0,0,1.0843238522129413,0
scenario80,0,0,60,80,80,30,40,0,20,0.4,0,1.2006908719044624,0
scenario81,0,0,100,20,80,60,40,0,20,0.4,0,1.2477141288597786,0
scenario82,0,0,100,20,80,90,40,0,20,0.4,0,1.1832895792427252,0
scenario83,0,0,80,60,80,30,40,0,20,0.4,0,1.0831048113423956,0
scenario84,0,0,100,20,0,30,40,0,20,0.4,0,1.1695471398610595,0
scenario85,0,0,100,20,80,30,40,0,20,0.0,0,1.2248525881560175,0
scenario86,0,0,100,20,80,60,40,0,20,0.4,0,1.1449631199214108,0
scenario87,0,0,100,20,80,90,40,0,20,0.4,0,1.0922545650181146,0
scenario88,0,0,100,20,80,60,40,0,20,0.4,0,1.1818664337001794,0
scenario89,0,0,100,20,80,90,40,0,20,0.4,0,1.1911714777652702,0
scenario90,0,0,100,80,80,30,40,0,60,0.4,0,1.2329015327408637,0
scenario91,0,0,100,0,80,30,40,0,40,0.4,0,1.1051711837414635,0
scenario92,0,0,100,80,80,30,40,80,20,0.4,0,1.085706842131821,0
scenario93,0,0,100,20,60,30,40,0,20,0.1,0,1.1754939371404889,0
scenario94,0,100,100,20,80,30,40,0,60,0.4,0,1.1227614760811215,0
scenario95,0,0,100,20,80,-30,40,0,0,0.4,0,3.5819637704377008,0
scenario96,0,0,100,80,80,30,20,0,20,0.4,0,1.0461223664532715,0
scenario97,0,100,100,20,80,30,40,80,20,0.4,0,1.1604800261393646,0
scenario98,0,0,100,20,80,30,40,0,40,0.1,0,1.2303906392843384,0
scenario99,0,0,40,80,80,30,40,0,20,0.4,0,1.133290585649324,0
scenario100,0,100,100,60,80,30,40,0,20,0.4,0,1.105772381981589,0
scenario101,0,100,100,20,80,30,20,0,20,0.4,0,1.1162027468423998,0
scenario102,0,0,100,20,80,0,40,0,100,0.4,0,1.0813940173608894,0
scenario103,0,0,20,80,80,30,40,0,20,0.4,0,1.08820600282298,0
scenario104,0,0,100,20,80,-30,40,0,100,0.4,0,1.0756405512672311,0
scenario105,0,0,100,20,80,30,40,60,20,0.2,0,1.246909798141908,0
scenario106,0,100,40,20,80,30,40,0,20,0.4,0,1.1888101287203083,0
scenario107,0,100,100,20,80,30,40,0,20,1.0,0,1.1772108703270554,0
scenario108,0,100,20,20,80,30,40,0,20,0.4,0,1.2401248054856069,0
scenario109,0,0,100,20,80,30,40,60,60,0.4,0,1.1872150726338937,0
scenario110,0,0,100,20,20,30,40,0,20,0.8,0,1.194974522272988,0
scenario111,0,80,100,20,80,30,40,0,0,0.4,0,1.2194891763597415,0
scenario112,0,0,100,20,60,30,40,0,0,0.4,0,1.1837784107582854,0
scenario113,0,100,100,100,80,30,40,0,20,0.4,0,1.2103459841129969,0
scenario114,0,0,100,60,80,30,40,60,20,0.4,0,1.1133131520211323,0
scenario115,0,0,100,0,80,30,40,0,20,0.8,0,1.1165915524577317,0
scenario116,0,60,100,80,80,30,40,0,20,0.4,0,1.1066344886316737,0
scenario117,0,0,100,80,80,30,40,0,20,0.6,0,1.1513906038869828,0
scenario118,0,0,40,20,80,30,40,60,20,0.4,0,1.1840946641402923,0
scenario119,0,40,100,20,80,30,40,0,20,0.2,0,1.2261836010019236,0
scenario120,0,0,100,0,80,30,40,100,20,0.4,0,1.193587036599883,0
scenario121,0,0,100,0,80,30,0,0,20,0.4,0,1.1003761598371096,0
scenario122,0,0,20,20,80,30,40,60,20,0.4,0,1.234741364585893,0
scenario123,0,100,100,20,80,30,40,0,20,0.6,0,1.087330204850862,0
scenario124,0,100,100,20,100,30,40,0,20,0.4,0,1.1942832337141835,0
scenario125,0,40,100,20,80,30,40,80,20,0.4,0,1.1962303980396398,0
scenario126,0,0,100,100,80,30,40,60,20,0.4,0,1.230445054191906,0
scenario127,0,40,100,60,80,30,40,0,20,0.4,0,1.0933001478757307,0
scenario128,0,40,100,20,80,30,20,0,20,0.4,0,1.183092030266302,0
scenario129,0,20,100,20,80,-30,40,0,20,0.4,0,2.8437297980459006,0
scenario130,0,60,100,20,80,30,40,60,20,0.4,0,1.221140872725576,0
scenario131,0,0,100,20,0,-60,40,0,20,0.4,0,2.790864090701878,0
scenario132,0,0,100,20,80,-60,40,0,20,0.0,0,4.210308554540743,0
scenario133,0,0,100,40,80,-60,40,0,20,0.4,0,1.185374625535044,0
scenario134,0,40,100,20,80,30,40,0,20,1.0,0,1.113653316570341,0
scenario135,0,40,20,20,80,30,40,0,20,0.4,0,1.246834937623336,0
scenario136,0,0,100,20,80,30,40,60,20,0.6,0,1.0504219087694957,0
scenario137,0,0,100,20,100,30,40,60,20,0.4,0,1.1833339504873777,0
scenario138,0,0,100,20,80,30,40,20,20,0.8,0,1.078805665642205,0
scenario139,0,20,100,20,80,30,80,0,20,0.4,0,1.2304215147980984,0
scenario140,0,20,100,20,80,30,40,0,80,0.4,0,1.2423571145115724,0
scenario141,0,0,100,20,80,30,0,20,20,0.4,0,1.116553315690335,0
scenario142,0,0,100,20,40,30,40,0,20,0.2,0,1.229607177480698,0
scenario143,0,0,100,20,80,30,40,0,0,0.8,0,1.2148749427261516,0
scenario144,0,0,100,20,40,30,40,0,60,0.4,0,1.2393163009252508,0
scenario145,0,20,100,20,60,30,40,0,20,0.4,0,1.2205746190174849,0
scenario146,0,0,100,20,80,30,40,100,0,0.4,0,1.0998598482859752,0
scenario147,0,0,100,20,40,30,40,80,20,0.4,0,1.1900981393897712,0
scenario148,0,40,100,20,80,30,40,0,20,0.6,0,1.1942849869746406,0
scenario149,0,0,100,20,80,30,0,0,0,0.4,0,1.0447906281259376,0
scenario150,0,0,60,20,80,30,40,40,20,0.4,0,1.117410943150249,0
scenario151,0,40,100,20,100,30,40,0,20,0.4,0,1.12634848037717,0
scenario152,0,0,100,20,80,30,40,0,100,0.8,0,1.1103783683241937,0
scenario153,0,0,100,60,40,30,40,0,20,0.4,0,1.1031810760511724,0
scenario154,0,0,100,20,40,30,20,0,20,0.4,0,1.0984066772163656,0
scenario155,0,20,100,20,80,30,40,0,40,0.4,0,1.2193108836220563,0
scenario156,0,0,100,20,80,30,40,100,100,0.4,0,1.138373306933703,0
scenario157,0,0,40,20,40,30,40,0,20,0.4,0,1.2166056227841977,0
scenario158,0,0,100,20,80,30,40,40,20,0.2,0,1.105394191430781,0
scenario159,0,0,100,20,80,30,0,0,100,0.4,0,0.9466473576831806,0
scenario160,0,0,100,20,40,30,40,0,20,1.0,0,1.2296202556439453,0
scenario161,0,0,20,20,40,30,40,0,20,0.4,0,1.2157744218512976,0
scenario162,0,0,100,20,80,30,40,40,60,0.4,0,1.1637461607435458,0
scenario163,0,0,100,20,80,30,60,0,20,0.2,0,1.2152383842709484,0
scenario164,0,0,100,20,80,30,40,0,20,0.8,0,1.1012147295231474,0
scenario165,0,0,100,20,80,30,60,0,60,0.4,0,1.1104990255471454,0
scenario166,0,0,100,60,80,30,40,40,20,0.4,0,1.1095628435991756,0
scenario167,0,0,100,20,80,30,20,40,20,0.4,0,1.1571950126174295,0
scenario168,0,0,100,20,80,30,60,80,20,0.4,0,1.1975025514512505,0
scenario169,0,0,100,20,80,30,0,0,20,0.4,0,1.1060581802380514,0
scenario170,0,0,40,20,80,30,40,40,20,0.4,0,1.207914755475232,0
scenario171,0,0,100,60,80,30,60,0,20,0.4,0,1.1326710831178917,0
scenario172,0,0,80,20,80,-30,40,0,20,0.4,0,1.1302056212095937,0
scenario173,0,60,100,20,40,30,40,0,20,0.4,0,1.121266242235114,0
scenario174,0,0,60,20,80,30,40,0,20,0.2,0,1.129262701645358,0
scenario175,0,0,100,20,80,30,40,40,20,1.0,0,1.1020813729875902,0
scenario176,0,0,0,20,20,30,40,0,20,0.4,0,1.2115424335111395,0
scenario177,0,0,100,20,20,60,40,0,20,0.4,0,1.2051217560065302,0
scenario178,0,0,100,40,20,30,40,0,20,0.4,0,1.099340924985219,0
scenario179,0,0,20,20,80,30,40,40,20,0.4,0,1.208797944921392,0
scenario180,0,0,100,20,40,30,40,0,20,0.6,0,1.2267762868349688,0
scenario181,0,0,60,20,80,30,40,0,60,0.4,0,1.0961132083463505,0
scenario182,0,0,40,20,80,30,60,0,20,0.4,0,1.1886940831008173,0
scenario183,0,0,100,20,80,30,60,0,20,1.0,0,1.1310969494130712,0
scenario184,0,0,20,20,80,30,60,0,20,0.4,0,1.121478224039602,0
scenario185,0,0,60,20,80,30,40,80,20,0.4,0,1.1159820180954434,0
scenario186,0,0,100,100,80,30,40,40,20,0.4,0,1.199494907806769,0
scenario187,0,20,100,20,80,30,40,0,20,0.8,0,1.1871124685598236,0
scenario188,0,0,0,0,80,30,40,0,20,0.4,0,1.191246617064538,0
scenario189,0,0,100,0,0,30,40,0,20,0.4,0,1.0985940688065394,0
scenario190,0,0,100,0,80,30,40,0,20,0.0,0,1.1048641438946158,0
scenario191,0,0,100,0,80,60,40,0,20,0.4,0,1.1908721847401793,0
scenario192,0,0,100,0,80,90,40,0,20,0.4,0,1.1043807219534794,0
scenario193,1,0,100,20,80,30,40,0,20,0.2,0,0.8034065164024811,0
scenario194,0,0,80,20,80,30,80,0,20,0.4,0,1.1404404753032111,0
scenario195,0,0,100,20,80,30,40,0,60,0.2,0,1.223686780588271,0
scenario196,0,0,60,60,80,30,40,0,20,0.4,0,1.090363018962727,0
scenario197,0,0,80,20,80,30,40,0,80,0.4,0,1.0896338201418687,0
scenario198,0,20,100,20,80,30,40,100,20,0.4,0,1.1878501036291989,0
scenario199,0,0,100,80,80,0,40,0,20,0.4,0,1.1009518880186242,0
scenario200,0,0,100,100,80,30,60,0,20,0.4,0,1.1578202397655633,0
scenario201,0,20,100,20,80,30,0,0,20,0.4,0,1.1146480628411584,0
scenario202,0,0,100,20,80,30,40,80,20,0.2,0,1.1208733403056608,0
scenario203,0,80,80,20,80,30,40,0,20,0.4,0,1.1386998445805578,0
scenario204,0,0,100,80,80,-30,40,0,20,0.4,0,1.0450940828932165,0
scenario205,0,60,100,20,80,30,40,40,20,0.4,0,1.1915649973344764,0
scenario206,0,0,60,20,80,30,40,0,20,1.0,0,1.1263824162604683,0
scenario207,0,0,100,20,80,30,40,40,20,0.6,0,1.1218272422173996,0
scenario208,0,100,100,20,80,0,40,0,20,0.4,0,1.1136784771934287,0
scenario209,0,0,100,60,80,30,40,0,20,0.2,0,1.0874145095312346,0
scenario210,0,0,80,20,60,30,40,0,20,0.4,0,1.1061686021593249,0
scenario211,0,0,100,20,80,30,20,0,20,0.2,0,1.0805384032890828,0
scenario212,0,0,100,20,100,30,40,40,20,0.4,0,1.195036306085615,0
scenario213,0,0,0,20,80,30,40,0,20,0.1,0,1.241420160053095,0
scenario214,0,0,100,20,0,30,40,0,20,0.1,0,1.0967764684655408,0
scenario215,0,0,100,40,80,30,40,0,20,0.1,0,1.1045367992542403,0
scenario216,0,0,100,20,80,60,40,0,20,0.1,0,1.192589876441593,0
scenario217,0,0,100,20,80,90,40,0,20,0.1,0,1.2109469362037957,0
scenario218,0,100,100,20,80,-30,40,0,20,0.4,0,1.1080536266403314,0
scenario219,0,60,100,20,80,30,60,0,20,0.4,0,1.1302521599288406,0
scenario220,0,0,100,20,80,30,20,0,60,0.4,0,1.1839746622688694,0
scenario221,0,0,40,20,80,30,40,0,20,0.2,0,1.114773616320041,0
scenario222,0,0,100,20,80,30,60,0,20,0.6,0,1.0875746205264474,0
scenario223,0,0,60,100,80,30,40,0,20,0.4,0,1.111609767564706,0
scenario224,0,0,100,20,100,30,60,0,20,0.4,0,1.1911163314749773,0
scenario225,0,0,100,60,80,30,40,80,20,0.4,0,1.091395530100577,0
scenario226,0,0,20,20,80,30,40,0,20,0.2,0,1.106079644507726,0
scenario227,0,0,100,20,80,30,20,80,20,0.4,0,1.113276535659882,0
scenario228,0,0,80,20,80,30,40,0,40,0.4,0,1.1974633793500404,0
scenario229,0,0,100,80,80,30,80,0,20,0.4,0,1.2124468469637528,0
scenario230,1,0,40,20,80,30,40,0,20,0.4,0,0.7935659997712764,0
scenario231,0,0,40,20,80,30,40,0,60,0.4,0,1.2224023572168083,0
scenario232,0,0,100,80,80,30,40,0,80,0.4,0,1.1347785236143637,0
scenario233,1,0,100,20,80,30,40,0,20,1.0,0,0.8751310905221747,0
scenario234,0,0,100,20,80,30,40,0,60,1.0,0,1.2367024517827154,0
scenario235,1,0,20,20,80,30,40,0,20,0.4,0,0.9183508197979664,0
scenario236,0,0,20,20,80,30,40,0,60,0.4,0,1.0915348384918238,0
scenario237,0,0,40,20,80,30,40,80,20,0.4,0,1.1778732526115117,0
scenario238,0,0,100,60,80,30,20,0,20,0.4,0,1.1272518161335767,0
scenario239,0,80,100,80,80,30,40,0,20,0.4,0,1.1161287916895777,0
scenario240,0,0,100,100,80,30,40,0,20,0.2,0,1.1017083631806217,0
scenario241,0,0,100,20,80,30,40,80,20,1.0,0,1.2404181120296849,0
scenario242,0,100,100,20,80,30,80,0,20,0.4,0,1.2126417440763442,0
scenario243,0,60,60,20,80,30,40,0,20,0.4,0,1.2404366768115105,0
scenario244,0,0,20,20,80,30,40,80,20,0.4,0,1.186613332393376,0
scenario245,0,100,100,20,80,30,40,0,80,0.4,0,1.2262805264649188,0
scenario246,0,0,100,20,80,0,40,60,20,0.4,0,1.085272293533896,0
scenario247,0,0,100,80,60,30,40,0,20,0.4,0,1.12827604105507,0
scenario248,0,0,40,60,80,30,40,0,20,0.4,0,1.0978245725629083,0
scenario249,0,0,40,20,80,30,20,0,20,0.4,0,1.159224040726729,0
scenario250,0,0,0,20,80,30,40,20,20,0.4,0,1.175154172315643,0
scenario251,0,0,100,20,0,30,40,20,20,0.4,0,1.2123855461617083,0
scenario252,0,0,100,20,80,30,40,20,20,0.0,0,1.197390043671367,0
scenario253,0,0,100,40,80,30,40,20,20,0.4,0,1.1088333106939323,0
scenario254,0,0,100,20,80,60,40,20,20,0.4,0,1.1953803540905734,0
scenario255,0,0,100,20,80,90,40,20,20,0.4,0,1.1858091536522717,0
scenario256,0,0,60,20,80,30,40,0,20,0.6,0,1.204210291297093,0
scenario257,1,0,100,100,80,30,40,0,20,0.4,0,0.7789833620625572,0
scenario258,0,0,100,100,80,30,40,0,60,0.4,0,1.1865707728079558,0
scenario259,0,0,100,20,80,-30,40,60,20,0.4,0,1.1073630602625315,0
scenario260,0,0,100,60,80,30,40,0,20,1.0,0,1.105057656513201,0
scenario261,0,0,100,20,80,30,20,0,20,1.0,0,1.165595560243391,0
scenario262,0,0,60,20,100,30,40,0,20,0.4,0,1.2215301734387882,0
scenario263,0,0,20,60,80,30,40,0,20,0.4,0,1.0662584083186937,0
scenario264,0,0,20,20,80,30,20,0,20,0.4,0,1.1164162974606786,0
scenario265,0,0,100,100,80,30,40,80,20,0.4,0,1.095492896789544,0
scenario266,0,100,100,20,60,30,40,0,20,0.4,0,1.0969402677217908,0
scenario267,0,60,100,20,80,30,40,0,20,0.2,0,1.1155101111807568,0
scenario268,0,0,40,20,80,30,40,0,20,1.0,0,1.0728636018410689,0
scenario269,0,0,100,80,80,30,40,0,40,0.4,0,1.102888520574336,0
scenario270,0,0,0,20,80,30,40,0,0,0.4,0,1.1922326222534,0
scenario271,0,0,100,20,0,30,40,0,0,0.4,0,1.2092159437112642,0
scenario272,0,0,100,20,80,30,40,0,0,0.0,0,1.2355286963809349,0
scenario273,0,0,100,40,80,30,40,0,0,0.4,0,1.069516395581872,0
scenario274,0,0,100,20,80,60,40,0,0,0.4,0,1.209634360612329,0
scenario275,0,0,100,20,80,90,40,0,0,0.4,0,1.1648923535435771,0
scenario276,0,0,100,100,80,30,20,0,20,0.4,0,1.1234603988302303,0
scenario277,0,0,20,20,80,30,40,0,20,1.0,0,1.204591274478638,0
scenario278,1,60,100,20,80,30,40,0,20,0.4,0,0.926232160340937,0
scenario279,0,60,100,20,80,30,40,0,60,0.4,0,1.1795012613511855,0
scenario280,0,0,100,20,100,30,40,0,20,0.2,0,1.1156726889752848,0
scenario281,1,0,100,20,80,30,40,0,20,0.6,0,0.8655392256098257,0
scenario282,0,0,100,20,80,30,40,0,60,0.6,0,1.2091647634513891,0
scenario283,0,0,100,20,80,30,80,60,20,0.4,0,1.2323892841434103,0
scenario284,0,0,40,100,80,30,40,0,20,0.4,0,1.1714379494980325,0
scenario285,0,60,100,20,80,30,40,80,20,0.4,0,1.18998827493571,0
scenario286,0,100,100,20,80,30,40,0,40,0.4,0,1.222722777193005,0
scenario287,1,0,100,20,100,30,40,0,20,0.4,0,0.7861578379526805,0
scenario288,0,0,100,20,100,30,40,0,60,0.4,0,1.0994987484948435,0
scenario289,0,0,100,20,80,30,40,60,80,0.4,0,1.1313718127878485,0
scenario290,0,0,100,100,80,30,40,0,20,1.0,0,1.223310053258302,0
scenario291,0,40,100,20,80,0,40,0,20,0.4,0,1.063984917843478,0
scenario292,0,0,100,20,80,30,40,80,20,0.6,0,0.9973062594593076,0
scenario293,0,0,20,100,80,30,40,0,20,0.4,0,1.223432353191063,0
scenario294,0,0,0,20,80,30,40,0,100,0.4,0,1.1084180628528053,0
scenario295,0,0,100,20,0,30,40,0,100,0.4,0,1.15089427929842,0
scenario296,0,0,100,40,80,30,40,0,100,0.4,0,1.1218966898112657,0
scenario297,0,0,100,20,80,30,40,0,100,0.0,0,1.1180296610319078,0
scenario298,0,0,100,20,80,60,40,0,100,0.4,0,1.2131066111706326,0
scenario299,0,0,100,20,80,90,40,0,100,0.4,0,1.2330832349376195,0
scenario300,0,80,100,20,80,30,40,60,20,0.4,0,1.1091005303346306,0
scenario301,0,0,100,20,100,30,40,80,20,0.4,0,1.116915041385072,0
scenario302,0,60,100,60,80,30,40,0,20,0.4,0,1.1977188260834863,0
scenario303,0,60,100,20,80,30,20,0,20,0.4,0,1.1854634355131914,0
scenario304,0,40,100,20,80,-30,40,0,20,0.4,0,1.1691445822636886,0
scenario305,0,0,100,60,80,30,40,0,20,0.6,0,1.1164794291999276,0
scenario306,0,0,100,20,80,30,20,0,20,0.6,0,1.193859303063252,0
scenario307,0,0,100,20,60,30,40,60,20,0.4,0,1.1819019712303986,0
scenario308,0,0,80,20,80,30,40,0,20,0.8,0,1.2237620990678573,0
scenario309,0,60,40,20,80,30,40,0,20,0.4,0,1.2179291237349592,0
scenario310,0,0,100,60,100,30,40,0,20,0.4,0,1.011660400236328,0
scenario311,0,0,100,20,100,30,20,0,20,0.4,0,1.1033342739288798,0
scenario312,0,60,100,20,80,30,40,0,20,1.0,0,1.1259697190578617,0
scenario313,0,0,40,20,80,30,40,0,20,0.6,0,1.235820752010412,0
scenario314,0,60,20,20,80,30,40,0,20,0.4,0,1.226794731942218,0
scenario315,0,0,80,20,80,30,40,100,20,0.4,0,1.178879166616707,0
scenario316,0,0,40,20,100,30,40,0,20,0.4,0,1.2030367941137694,0
scenario317,0,0,20,20,80,30,40,0,20,0.6,0,1.211200265948746,0
scenario318,0,0,80,20,80,30,0,0,20,0.4,0,1.1362983758971668,0
scenario319,0,0,100,20,100,30,40,0,20,1.0,0,1.2135457575969817,0
scenario320,0,0,100,20,80,30,40,60,40,0.4,0,1.220269096515037,0
scenario321,0,0,20,20,100,30,40,0,20,0.4,0,1.230574369603478,0
scenario322,0,40,100,20,80,30,80,0,20,0.4,0,1.1929978143119029,0
scenario323,0,40,100,20,80,30,40,0,80,0.4,0,1.1986537358479918,0
scenario324,0,60,100,100,80,30,40,0,20,0.4,0,1.1207140488935097,0
scenario325,0,0,0,20,80,30,40,0,20,0.4,0,1.247726357830221,0
scenario326,0,0,100,20,80,30,40,0,20,0.0,0,1.2098988520081329,0
scenario327,0,0,100,40,80,30,40,0,20,0.4,0,1.0646422531096784,0
scenario328,0,0,100,20,80,60,40,0,20,0.4,0,1.2007337778924327,0
scenario329,0,0,100,20,80,90,40,0,20,0.4,0,1.2145557278687746,0
scenario330,0,0,100,100,80,30,40,0,20,0.6,0,1.110059572244153,0
scenario331,0,0,100,100,100,30,40,0,20,0.4,0,1.1904861686358066,0
scenario332,0,0,100,80,80,30,40,0,20,0.8,0,1.2009873435948406,0
scenario333,0,40,100,20,60,30,40,0,20,0.4,0,1.1594270928283608,0
scenario334,0,0,100,80,80,30,40,100,20,0.4,0,1.2020177342356848,0
scenario335,0,60,100,20,80,30,40,0,20,0.6,0,1.2098201639781865,0
scenario336,0,100,100,20,80,30,40,0,20,0.8,0,1.1973706408393112,0
scenario337,0,0,100,80,80,30,0,0,20,0.4,0,1.131741409137583,0
scenario338,0,60,100,20,100,30,40,0,20,0.4,0,1.2191645453805264,0
scenario339,0,0,100,20,40,0,40,0,20,0.4,0,1.06279682575126,0
scenario340,0,40,100,20,80,30,40,0,40,0.4,0,1.1827556766471303,0
scenario341,0,0,100,20,100,30,40,0,20,0.6,0,1.1242728105119446,0
scenario342,0,0,100,20,40,-30,40,0,20,0.4,0,0.9965001677711182,0
scenario343,0,100,100,20,80,30,40,100,20,0.4,0,1.2117504833713235,0
scenario344,0,20,0,20,80,30,40,0,20,0.4,0,1.2284476807227631,0
scenario345,0,20,100,20,0,30,40,0,20,0.4,0,1.217984377929456,0
