Row,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario69,60,100,60,0,100,0.2,100,0,1,0,2,0
scenario70,60,20,20,40,40,0.8,60,40,1,2,0,2
scenario71,40,40,20,100,0,0.6,100,0,0,1,2,0
scenario72,60,60,20,100,40,0.1,0,100,1,2,2,0
scenario73,0,100,0,40,40,0.6,80,20,0,1,1,2
scenario74,20,20,0,60,100,0.6,0,100,0,1,2,1
scenario75,20,20,40,100,100,0.1,40,60,2,0,1,2
scenario76,80,20,0,0,0,0.6,0,100,1,2,0,1
scenario77,80,20,60,100,60,0.2,0,100,2,1,0,1
scenario78,80,60,0,40,0,0.8,0,100,2,0,1,0
scenario79,60,20,60,0,60,0.4,100,0,0,2,1,2
scenario80,20,100,60,40,40,0.8,0,100,2,0,0,1
scenario81,20,100,0,100,40,0.2,80,20,1,0,2,0
scenario82,20,40,20,60,60,0.6,20,80,1,2,0,2
scenario83,20,40,40,0,80,0.4,60,40,0,1,2,0
scenario84,60,100,0,0,40,0.8,80,20,1,2,2,0
scenario85,20,20,80,0,0,0.8,100,0,0,1,1,2
scenario86,40,40,0,0,80,0.4,20,0,0,1,2,1
scenario87,20,60,0,0,20,0.8,40,60,2,0,1,2
scenario88,80,100,0,60,40,0.6,40,60,1,2,0,1
scenario89,20,100,0,80,100,0.1,0,100,2,1,0,1
scenario90,40,100,80,100,40,0.6,40,60,2,0,1,0
scenario91,20,60,20,40,0,0.6,100,0,0,2,1,2
scenario92,0,100,0,0,60,0.8,20,80,2,0,0,1
scenario93,60,20,80,0,80,0.4,20,80,1,0,2,0
scenario94,60,60,60,40,40,0.8,0,100,1,2,0,2
scenario95,60,60,20,20,60,0.2,40,60,0,1,2,0
scenario96,20,60,20,20,60,0.2,100,0,1,2,2,0
scenario97,40,40,20,100,40,0.6,100,60,0,1,1,2
scenario98,20,20,0,100,100,0.1,80,20,0,1,2,1
scenario99,20,100,40,60,40,0.6,100,0,2,0,1,2
scenario100,20,60,60,0,0,0.4,0,100,1,2,0,1
scenario101,80,60,20,20,40,0.8,100,0,2,1,0,1
scenario102,60,60,0,0,0,0.4,80,20,2,0,1,0
scenario103,60,100,40,0,80,0.4,60,40,0,2,1,2
scenario104,0,60,100,100,40,0.6,40,60,2,0,0,1
scenario105,20,20,40,100,0,0.6,40,60,1,0,2,0
scenario106,20,80,40,60,0,0.6,0,100,1,2,0,2
scenario107,80,20,0,0,0,0.8,40,60,0,1,2,0
scenario108,20,60,20,20,40,0.8,20,20,1,2,2,0
scenario109,80,80,0,100,40,0.6,80,20,0,1,1,2
scenario110,40,80,20,60,20,0.6,40,60,0,1,2,1
scenario111,40,80,60,40,40,0.8,60,40,2,0,1,2
scenario112,20,40,100,100,40,0.6,80,20,1,2,0,1
scenario113,80,60,0,0,40,0.4,0,100,2,1,0,1
scenario114,80,40,0,40,80,0.8,0,100,2,0,1,0
scenario115,60,100,40,100,0,0.6,60,40,0,2,1,2
scenario116,60,60,60,100,100,0.1,40,60,2,0,0,1
scenario117,60,40,20,100,0,0.6,20,80,1,0,2,0
scenario118,40,60,20,0,20,0.8,0,100,1,2,0,2
scenario119,80,100,0,0,80,0.4,40,60,0,1,2,0
scenario120,20,60,0,0,0,0.8,0,20,1,2,2,0
scenario121,20,80,80,20,40,0.8,100,0,0,1,1,2
scenario122,80,40,40,0,100,0.6,0,100,0,1,2,1
scenario123,20,60,60,0,80,0.8,100,0,2,0,1,2
scenario124,60,40,0,60,60,0.6,40,60,1,2,0,1
scenario125,20,20,0,0,0,0.4,80,20,2,1,0,1
scenario126,0,80,0,40,40,0.6,0,100,2,0,1,0
scenario127,0,20,0,0,100,0.6,80,20,0,2,1,2
scenario128,60,40,20,80,100,0.6,60,40,2,0,0,1
scenario129,20,100,60,100,100,0.6,40,60,1,0,2,0
scenario130,20,20,20,20,0,0.8,0,100,1,2,0,2
scenario131,20,20,60,0,40,0.8,0,100,0,1,2,0
scenario132,40,80,20,60,100,0.6,40,60,1,2,2,0
scenario133,60,40,100,0,0,0.8,20,80,0,1,1,2
scenario134,80,100,60,60,40,0.6,40,60,0,1,2,1
scenario135,60,60,60,0,80,0.6,40,60,2,0,1,2
scenario136,60,40,80,60,60,0.6,40,60,1,2,0,1
scenario137,20,20,0,100,100,0.1,20,80,2,1,0,1
scenario138,40,60,20,0,80,0.8,20,80,2,0,1,0
scenario139,80,100,0,0,80,0.2,0,100,0,2,1,2
scenario140,20,40,20,0,80,0.4,100,100,2,0,0,1
scenario141,80,20,0,20,40,0.8,20,80,1,0,2,0
scenario142,20,100,60,0,80,0.4,40,60,1,2,0,2
scenario143,60,20,0,0,80,0.1,40,60,0,1,2,0
scenario144,60,60,20,100,60,0.6,60,100,1,2,2,0
scenario145,80,20,60,20,40,0.8,20,80,0,1,1,2
scenario146,60,20,40,100,60,0.2,100,0,0,1,2,1
scenario147,20,20,60,60,40,0.6,0,100,2,0,1,2
scenario148,60,100,40,100,60,0.6,100,0,1,2,0,1
scenario149,60,60,0,0,80,0.4,100,0,2,1,0,1
scenario150,60,40,20,20,0,0.8,20,80,2,0,1,0
scenario151,20,60,0,40,80,0.8,0,100,0,2,1,2
scenario152,40,20,100,20,40,0.8,80,20,2,0,0,1
scenario153,20,20,0,0,60,0.1,100,0,1,0,2,0
scenario154,60,40,60,100,0,0.6,40,60,1,2,0,2
scenario155,80,100,20,40,40,0.8,0,100,0,1,2,0
scenario156,40,100,80,0,60,0.2,40,20,1,2,2,0
scenario157,40,40,20,0,40,0.8,60,40,0,1,1,2
scenario158,60,100,20,100,0,0.6,100,0,0,1,2,1
scenario159,40,20,100,20,40,0.8,20,80,2,0,1,2
scenario160,20,100,60,0,0,0.8,100,0,1,2,0,1
scenario161,40,100,0,100,40,0.6,40,60,2,1,0,1
scenario162,0,60,0,20,60,0.8,40,60,2,0,1,0
scenario163,60,20,0,100,40,0.4,40,60,0,2,1,2
scenario164,20,100,0,80,0,0.6,0,100,2,0,0,1
scenario165,20,40,60,100,60,0.6,40,60,1,0,2,0
scenario166,20,100,40,100,40,0.4,40,60,1,2,0,2
scenario167,40,20,0,80,60,0.6,0,100,0,1,2,0
scenario168,20,100,40,0,0,0.8,100,100,1,2,2,0
scenario169,60,100,60,0,0,0.8,20,80,0,1,1,2
scenario170,60,100,60,0,40,0.8,100,0,0,1,2,1
scenario171,20,20,0,20,40,0.8,80,80,2,0,1,2
scenario172,60,20,20,60,0,0.8,40,60,1,2,0,1
scenario173,80,40,40,60,40,0.6,100,0,2,1,0,1
scenario174,0,100,0,0,100,0.6,80,20,2,0,1,0
scenario175,80,100,0,0,0,0.8,100,0,0,2,1,2
scenario176,20,40,20,100,80,0.6,60,40,2,0,0,1
scenario177,20,60,40,80,100,0.6,20,80,1,0,2,0
scenario178,60,20,0,0,100,0.8,80,20,1,2,0,2
scenario179,60,60,20,100,60,0.6,60,40,0,1,2,0
scenario180,60,100,80,80,40,0.6,100,0,1,2,2,0
scenario181,20,60,20,100,40,0.6,100,100,0,1,1,2
scenario182,60,40,100,0,0,0.8,100,0,0,1,2,1
scenario183,0,60,0,60,0,0.6,20,80,2,0,1,2
scenario184,60,20,0,0,60,0.1,0,100,1,2,0,1
scenario185,80,60,20,40,40,0.8,20,80,2,1,0,1
scenario186,0,100,0,0,0,0.8,40,60,2,0,1,0
scenario187,60,80,100,0,80,0.4,100,0,0,2,1,2
scenario188,20,60,40,100,40,0.4,100,0,2,0,0,1
scenario189,60,100,20,100,100,0.4,20,80,1,0,2,0
scenario190,60,100,40,20,40,0.8,20,80,1,2,0,2
scenario191,40,20,40,60,100,0.6,40,60,0,1,2,0
scenario192,20,20,0,0,60,0.6,40,60,1,2,2,0
scenario193,0,20,0,0,100,0.6,0,100,0,1,1,2
scenario194,80,60,60,0,20,0.8,40,60,0,1,2,1
scenario195,80,20,0,0,100,0.4,0,100,2,0,1,2
scenario196,20,40,0,60,100,0.6,40,60,1,2,0,1
scenario197,20,60,0,0,60,0.2,0,100,2,1,0,1
scenario198,40,100,0,100,40,0.4,0,100,2,0,1,0
scenario199,40,80,0,80,0,0.6,80,20,0,2,1,2
scenario200,80,80,40,100,40,0.6,20,80,2,0,0,1
scenario201,60,60,20,0,100,0.2,60,40,1,0,2,0
scenario202,60,40,20,80,20,0.6,60,40,1,2,0,2
scenario203,20,40,80,0,0,0.8,40,60,0,1,2,0
scenario204,20,20,40,100,80,0.6,100,0,1,2,2,0
scenario205,80,60,60,0,80,0.4,100,0,0,1,1,2
scenario206,40,40,0,40,40,0.1,0,100,0,1,2,1
scenario207,40,60,40,0,0,0.8,40,60,2,0,1,2
scenario208,20,80,0,0,60,0.1,80,20,1,2,0,1
scenario209,60,60,100,100,40,0.6,40,60,2,1,0,1
scenario210,40,40,0,20,60,0.4,80,20,2,0,1,0
scenario211,60,60,20,60,60,0.6,0,100,0,2,1,2
scenario212,20,100,20,0,0,0.2,0,100,2,0,0,1
scenario213,60,100,80,20,40,0.8,40,60,1,0,2,0
scenario214,40,80,0,40,60,0.8,80,20,1,2,0,2
scenario215,20,60,0,40,0,0.2,0,100,0,1,2,0
scenario216,40,20,40,0,100,0.1,40,60,1,2,2,0
scenario217,20,20,0,0,80,0.4,0,60,0,1,1,2
scenario218,20,60,40,100,0,0.6,20,80,0,1,2,1
scenario219,0,60,0,100,0,0.6,0,100,2,0,1,2
scenario220,60,100,0,100,100,0.6,80,20,1,2,0,1
scenario221,40,20,20,60,40,0.6,20,20,2,1,0,1
scenario222,20,60,40,20,60,0.4,100,60,2,0,1,0
scenario223,20,40,20,60,40,0.6,60,40,0,2,1,2
scenario224,20,100,20,0,80,0.4,60,40,2,0,0,1
scenario225,40,20,0,0,0,0.1,40,60,1,0,2,0
scenario226,60,100,0,40,100,0.4,0,100,1,2,0,2
scenario227,60,80,20,40,40,0.8,60,40,0,1,2,0
scenario228,20,20,40,80,60,0.6,100,40,1,2,2,0
scenario229,20,40,0,100,60,0.2,20,80,0,1,1,2
scenario230,20,100,20,60,40,0.6,20,0,0,1,2,1
scenario231,60,100,20,60,60,0.6,20,80,2,0,1,2
scenario232,60,100,20,20,80,0.2,100,0,1,2,0,1
scenario233,60,100,20,40,0,0.6,0,100,2,1,0,1
scenario234,40,40,40,60,0,0.6,20,80,2,0,1,0
scenario235,0,20,0,0,0,0.8,40,60,0,2,1,2
scenario236,20,60,60,100,40,0.4,0,100,2,0,0,1
scenario237,20,100,20,20,100,0.8,20,80,1,0,2,0
scenario238,20,60,0,0,0,0.8,100,0,1,2,0,2
scenario239,20,80,0,0,0,0.8,80,60,0,1,2,0
scenario240,80,100,0,40,60,0.8,80,20,1,2,2,0
scenario241,40,60,40,60,60,0.6,40,60,0,1,1,2
scenario242,20,100,20,20,40,0.8,100,0,0,1,2,1
scenario243,20,20,40,0,0,0.6,40,60,2,0,1,2
scenario244,80,20,0,100,40,0.4,0,100,1,2,0,1
scenario245,80,40,0,60,40,0.6,80,20,2,1,0,1
scenario246,60,20,20,20,100,0.4,20,80,2,0,1,0
scenario247,20,20,60,0,80,0.4,20,80,0,2,1,2
scenario248,60,60,60,100,0,0.6,0,100,2,0,0,1
scenario249,40,100,0,0,60,0.1,40,60,1,0,2,0
scenario250,40,20,40,20,60,0.2,40,60,1,2,0,2
scenario251,60,20,0,20,40,0.8,100,0,0,1,2,0
scenario252,20,20,60,100,0,0.6,100,0,1,2,2,0
scenario253,20,40,20,0,100,0.2,60,80,0,1,1,2
scenario254,20,80,0,20,60,0.4,80,60,0,1,2,1
scenario255,20,80,20,100,60,0.6,20,80,2,0,1,2
scenario256,40,60,0,100,100,0.6,0,100,1,2,0,1
scenario257,20,100,60,60,40,0.6,40,60,2,1,0,1
scenario258,80,20,0,60,0,0.6,0,100,2,0,1,0
scenario259,60,100,40,60,80,0,60,40,0,2,1,2
scenario260,40,100,40,100,40,0.6,100,80,2,0,0,1
scenario261,60,60,60,100,100,0.6,100,0,1,0,2,0
scenario262,60,60,0,80,0,0.6,0,100,1,2,0,2
scenario263,20,60,20,0,100,0.6,100,0,0,1,2,0
scenario264,20,60,20,20,20,0.6,20,80,1,2,2,0
scenario265,20,100,40,40,0,0.8,40,60,0,1,1,2
scenario266,60,100,20,0,80,0.8,20,80,0,1,2,1
scenario267,60,60,0,20,20,0.8,40,60,2,0,1,2
scenario268,20,40,20,80,0,0.6,40,20,1,2,0,1
scenario269,60,80,100,0,100,0.4,0,100,2,1,0,1
scenario270,0,20,0,60,40,0.6,0,100,2,0,1,0
scenario271,80,100,0,40,0,0.8,40,60,0,2,1,2
scenario272,40,60,60,0,0,0.8,100,0,2,0,0,1
scenario273,20,20,20,40,40,0.8,100,0,1,0,2,0
scenario274,0,20,0,60,40,0.6,80,20,1,2,0,2
scenario275,20,80,60,40,0,0.8,100,0,0,1,2,0
scenario276,20,20,20,100,40,0.2,100,0,1,2,2,0
scenario277,60,60,0,80,40,0.6,20,80,0,1,1,2
scenario278,60,20,40,0,0,0.8,0,100,0,1,2,1
scenario279,40,20,0,60,20,0.6,20,80,2,0,1,2
scenario280,80,40,40,40,60,0.8,40,60,1,2,0,1
scenario281,40,20,0,100,60,0.6,80,20,2,1,0,1
scenario282,60,40,0,0,0,0.8,80,80,2,0,1,0
scenario283,20,60,40,40,40,0.6,0,100,0,2,1,2
scenario284,20,100,20,80,40,0.6,60,40,2,0,0,1
scenario285,20,100,60,0,0,0.8,0,100,1,0,2,0
scenario286,60,60,60,100,60,0.6,0,100,1,2,0,2
scenario287,60,20,40,100,80,0.6,40,60,0,1,2,0
scenario288,80,80,20,0,0,0.8,20,80,1,2,2,0
scenario289,20,100,60,0,60,0.2,100,0,0,1,1,2
scenario290,60,20,20,20,80,0.1,100,0,0,1,2,1
scenario291,20,20,0,20,40,0.8,20,0,2,0,1,2
scenario292,60,60,0,0,80,0.1,0,100,1,2,0,1
scenario293,20,60,80,100,0,0.6,100,0,2,1,0,1
scenario294,60,20,0,0,0,0.2,80,20,2,0,1,0
scenario295,20,100,20,100,0,0.6,40,60,0,2,1,2
scenario296,80,80,20,60,0,0.6,20,80,2,0,0,1
scenario297,40,100,0,20,100,0.2,80,20,1,0,2,0
scenario298,20,80,20,20,60,0.2,20,80,1,2,0,2
scenario299,20,20,60,20,0,0.8,20,80,0,1,2,0
scenario300,60,100,20,0,80,0.4,100,40,1,2,2,0
scenario301,20,20,0,40,0,0.8,100,0,0,1,1,2
scenario302,60,60,100,0,60,0.6,40,60,0,1,2,1
scenario303,60,80,60,100,0,0.6,100,0,2,0,1,2
scenario304,40,40,0,20,60,0.2,20,80,1,2,0,1
scenario305,80,60,40,0,60,0.8,20,80,2,1,0,1
scenario306,20,100,0,0,100,0.2,40,0,2,0,1,0
scenario307,20,100,60,100,60,0.2,100,0,0,2,1,2
scenario308,20,40,20,20,100,0.1,20,80,2,0,0,1
scenario309,20,20,20,80,40,0.4,40,60,1,0,2,0
scenario310,40,100,60,0,100,0.2,20,80,1,2,0,2
scenario311,20,60,20,20,80,0.4,40,0,0,1,2,0
scenario312,60,60,20,100,60,0.6,100,0,1,2,2,0
scenario313,40,100,0,0,100,0.2,80,100,0,1,1,2
scenario314,20,80,80,60,40,0.6,100,0,0,1,2,1
scenario315,20,80,60,100,60,0.6,60,40,2,0,1,2
scenario316,60,80,20,20,100,0.1,40,60,1,2,0,1
scenario317,20,100,20,20,20,0.8,60,40,2,1,0,1
scenario318,40,60,20,80,40,0.6,60,0,2,0,1,0
scenario319,60,60,20,60,100,0.6,100,0,0,2,1,2
scenario320,60,20,80,0,100,0.6,100,0,2,0,0,1
scenario321,20,80,20,100,0,0.6,100,0,1,0,2,0
scenario322,20,100,20,60,60,0.6,0,100,1,2,0,2
scenario323,40,40,60,80,40,0.6,20,80,0,1,2,0
scenario324,20,60,40,0,100,0.2,40,60,1,2,2,0
scenario325,40,20,0,0,0,0.8,0,40,0,1,1,2
scenario326,60,60,0,80,0,0.6,40,60,0,1,2,1
scenario327,80,100,0,0,40,0.8,0,100,2,0,1,2
scenario328,20,80,0,60,40,0.6,100,0,1,2,0,1
scenario329,20,20,40,0,60,0.4,100,0,2,1,0,1
scenario330,40,80,0,0,0,0.4,20,80,2,0,1,0
scenario331,20,60,20,100,40,0.1,0,100,0,2,1,2
scenario332,0,20,0,100,60,0.6,0,100,2,0,0,1
scenario333,20,20,100,0,100,0.6,0,100,1,0,2,0
scenario334,20,40,20,0,0,0.8,60,40,1,2,0,2
scenario335,40,20,20,40,80,0.8,0,100,0,1,2,0
scenario336,20,20,20,0,100,0.2,40,20,1,2,2,0
scenario337,60,100,0,20,20,0.8,20,80,0,1,1,2
scenario338,40,60,80,0,80,0.2,80,20,0,1,2,1
scenario339,20,100,0,40,40,0.8,20,80,2,0,1,2
scenario340,40,80,60,100,20,0,60,40,1,2,0,1
scenario341,40,60,40,40,40,0.8,100,0,2,1,0,1
scenario342,60,80,60,100,60,0.2,40,60,2,0,1,0
scenario343,20,60,40,20,60,0.2,40,60,0,2,1,2
scenario344,40,40,0,0,80,0.8,60,40,2,0,0,1
scenario345,60,20,60,40,40,0.6,0,100,1,0,2,0
scenario346,60,40,20,20,60,0.2,60,100,1,2,0,2
scenario347,20,100,40,0,100,0.4,0,100,0,1,2,0
scenario348,60,20,60,40,0,0.6,40,60,1,2,2,0
scenario349,60,20,40,100,40,0.4,20,80,0,1,1,2
scenario350,60,20,60,80,40,0.6,40,60,0,1,2,1
scenario351,20,100,40,100,0,0.6,0,100,2,0,1,2
scenario352,20,100,20,0,40,0.8,0,100,1,2,0,1
scenario353,60,20,40,0,40,0.8,0,100,2,1,0,1
scenario354,20,40,0,40,40,0.6,40,60,2,0,1,0
scenario355,60,100,60,40,0,0.8,40,60,0,2,1,2
scenario356,20,20,60,0,40,0.8,40,60,2,0,0,1
scenario357,20,80,20,100,100,0.4,40,60,1,0,2,0
scenario358,20,40,60,40,0,0.8,40,60,1,2,0,2
scenario359,60,60,20,20,60,0.8,0,100,0,1,2,0
scenario360,60,40,80,20,40,0.8,40,60,1,2,2,0
scenario361,80,80,40,80,40,0.6,100,0,0,1,1,2
scenario362,80,100,0,80,0,0.6,0,100,0,1,2,1
scenario363,80,60,0,0,60,0.4,80,20,2,0,1,2
scenario364,40,100,40,20,60,0.4,40,60,1,2,0,1
scenario365,60,20,20,40,60,0.6,20,80,2,1,0,1
scenario366,40,100,80,20,80,0.2,100,0,2,0,1,0
scenario367,40,80,100,0,0,0.8,0,100,0,2,1,2
scenario368,80,60,20,60,40,0.6,40,20,2,0,0,1
scenario369,40,100,20,60,40,0.6,60,80,1,0,2,0
scenario370,60,20,100,0,80,0.8,80,20,1,2,0,2
scenario371,20,40,0,80,0,0.6,40,60,0,1,2,0
scenario372,80,100,0,20,40,0.8,40,60,1,2,2,0
scenario373,40,40,20,0,60,0.8,100,0,0,1,1,2
scenario374,20,40,80,80,0,0.6,40,60,0,1,2,1
scenario375,60,100,80,0,0,0.8,100,0,2,0,1,2
scenario376,20,20,20,0,0,0.8,100,100,1,2,0,1
scenario377,20,20,0,20,20,0.8,20,80,2,1,0,1
scenario378,40,20,60,100,0,0.6,20,80,2,0,1,0
scenario379,40,80,0,80,0,0.6,20,80,0,2,1,2
scenario380,20,20,20,100,40,0.6,20,0,2,0,0,1
scenario381,40,40,0,20,20,0.8,80,20,1,0,2,0
scenario382,80,100,40,0,100,0.4,40,60,1,2,0,2
scenario383,60,20,80,100,40,0.6,100,0,0,1,2,0
scenario384,60,40,0,40,40,0.6,80,100,1,2,2,0
scenario385,60,80,0,20,60,0.2,20,80,0,1,1,2
scenario386,20,60,20,40,0,0.8,40,60,0,1,2,1
scenario387,40,80,100,80,80,0.6,100,0,2,0,1,2
scenario388,60,80,20,40,60,0.6,100,40,1,2,0,1
scenario389,20,40,20,20,60,0.8,0,100,2,1,0,1
scenario390,40,80,20,20,100,0.8,100,0,2,0,1,0
scenario391,60,100,0,0,0,0.2,80,20,0,2,1,2
scenario392,0,80,0,20,0,0.8,80,20,2,0,0,1
scenario393,20,40,100,0,100,0.4,80,20,1,0,2,0
scenario394,40,100,0,20,0,0.8,100,0,1,2,0,2
scenario395,20,80,60,20,40,0.8,40,60,0,1,2,0
scenario396,40,80,20,80,80,0.6,0,100,1,2,2,0
scenario397,60,20,0,40,100,0.4,0,100,0,1,1,2
scenario398,60,20,0,100,0,0.8,0,100,0,1,2,1
scenario399,80,100,20,80,80,0.6,40,60,2,0,1,2
scenario400,0,60,0,0,80,0.4,20,80,1,2,0,1
scenario401,60,60,20,40,0,0.6,100,0,2,1,0,1
scenario402,60,40,40,0,100,0.2,100,0,2,0,1,0
scenario403,60,80,60,100,0,0.6,40,60,0,2,1,2
scenario404,20,80,60,0,100,0.1,60,40,2,0,0,1
scenario405,0,40,0,0,100,0.6,40,60,1,0,2,0
scenario406,20,100,40,20,40,0.8,20,80,1,2,0,2
scenario407,40,20,60,0,0,0.2,80,20,0,1,2,0
scenario408,80,80,100,100,40,0.6,100,0,1,2,2,0
scenario409,40,60,40,80,40,0.6,60,40,0,1,1,2
scenario410,80,100,40,0,0,0.8,0,100,0,1,2,1
scenario411,20,100,60,0,100,0.6,100,0,2,0,1,2
scenario412,80,60,0,0,0,0.4,0,100,1,2,0,1
scenario413,80,40,40,100,0,0.6,100,0,2,1,0,1
scenario414,80,40,100,0,80,0.4,100,0,2,0,1,0
scenario415,20,20,40,40,40,0.8,20,80,0,2,1,2
scenario416,60,40,0,0,0,0.8,60,40,2,0,0,1
scenario417,60,80,20,0,100,0.4,40,0,1,0,2,0
scenario418,20,40,20,0,0,0.8,60,100,1,2,0,2
scenario419,40,80,0,80,60,0.6,80,20,0,1,2,0
scenario420,40,80,0,40,20,0.2,80,20,1,2,2,0
scenario421,20,100,20,60,100,0.6,20,80,0,1,1,2
scenario422,0,60,0,60,40,0.6,20,80,0,1,2,1
scenario423,40,20,20,100,0,0.6,60,40,2,0,1,2
scenario424,60,20,60,80,40,0.6,0,100,1,2,0,1
scenario425,80,40,0,20,60,0.6,40,60,2,1,0,1
scenario426,20,100,0,20,40,0.8,0,0,2,0,1,0
scenario427,80,100,0,0,80,0.2,80,20,0,2,1,2
scenario428,80,20,20,60,40,0.6,40,60,2,0,0,1
scenario429,20,100,40,80,40,0.6,100,40,1,0,2,0
scenario430,20,80,20,60,80,0.4,60,40,1,2,0,2
scenario431,40,20,0,0,0,0,0,100,0,1,2,0
scenario432,40,80,20,80,20,0.6,0,100,1,2,2,0
scenario433,80,40,0,80,80,0.6,0,100,0,1,1,2
scenario434,40,60,0,20,40,0.8,0,40,0,1,2,1
scenario435,20,80,0,40,40,0.6,60,40,2,0,1,2
scenario436,80,60,0,0,0,0.8,0,20,1,2,0,1
scenario437,40,40,100,0,100,0.1,20,80,2,1,0,1
scenario438,20,60,80,100,60,0.6,100,0,2,0,1,0
scenario439,60,100,40,100,40,0.6,20,0,0,2,1,2
scenario440,40,60,100,0,100,0.4,60,40,2,0,0,1
scenario441,80,40,60,0,100,0.2,20,80,1,0,2,0
scenario442,80,40,0,0,80,0.4,60,40,1,2,0,2
scenario443,60,20,20,20,20,0.8,40,60,0,1,2,0
scenario444,0,20,20,0,80,0.4,20,80,1,2,2,0
scenario445,80,40,0,0,20,0.8,80,20,0,1,1,2
scenario446,60,80,60,20,60,0.2,20,80,0,1,2,1
scenario447,60,20,100,0,60,0.8,40,60,2,0,1,2
