Row,direction,cloudiness,precipitation,precipitationdeposits,windintensity,timeofday,fogdensity,fogdistance,wetness,roadfriction
scenario521,0,0,20,80,20,30,80,20,60,0.8
scenario522,0,0,40,100,100,-90,0,40,40,0.8
scenario523,1,0,0,100,80,-30,100,20,60,0.8
scenario524,0,0,20,80,80,-30,100,80,60,0.8
scenario525,1,0,20,100,80,-30,100,60,80,0.6
scenario526,1,0,60,100,60,-60,0,40,60,0.8
scenario527,0,20,40,100,100,-60,40,60,60,0.2
scenario528,0,0,40,0,0,0,0,20,60,0.6
scenario529,0,0,20,100,100,-30,100,40,60,0.8
scenario530,1,20,0,100,60,-30,100,40,80,0.8
scenario531,0,20,40,100,0,-30,100,60,60,0.8
scenario532,0,0,20,60,20,30,80,20,40,0.6
scenario533,1,20,80,100,60,-60,100,60,60,0.2
scenario534,0,0,40,60,60,0,100,80,60,0.8
scenario535,1,0,20,60,80,-30,80,80,60,0.6
scenario536,0,20,20,100,20,0,80,60,60,0.6
scenario537,1,0,60,80,40,-60,0,60,60,0.4
scenario538,0,0,0,20,100,-60,80,40,60,0.8
scenario539,0,0,0,80,60,90,100,100,60,0.6
scenario540,1,0,0,80,60,-30,100,40,80,0.6
scenario541,0,0,20,100,100,-30,100,40,60,0.8
scenario542,0,0,40,80,20,-60,20,0,80,0.4
scenario543,1,0,20,60,0,60,60,20,60,0.8
scenario544,0,40,40,80,0,30,60,80,40,0.6
scenario545,1,0,40,0,80,-30,20,80,80,0.2
scenario546,1,20,40,100,20,30,100,60,40,0.4
scenario547,1,0,0,40,40,90,100,40,60,0.1
scenario548,1,20,0,80,20,-30,100,60,100,0.4
scenario549,0,0,60,60,60,-60,100,100,40,0.8
scenario550,0,0,20,40,100,60,100,60,40,0.8
scenario551,0,0,0,0,100,-60,100,60,60,0.8
scenario552,0,0,40,80,0,-60,80,60,60,0.8
scenario553,1,0,20,60,0,60,60,20,60,0.8
scenario554,1,100,60,60,40,-60,80,40,40,0.6
scenario555,1,0,40,80,20,60,60,100,40,0.6
scenario556,1,40,0,60,20,-30,20,80,100,0.8
scenario557,1,20,0,40,20,90,100,60,60,0.2
scenario558,0,0,20,80,20,-30,40,20,100,0.2
scenario559,0,0,20,100,100,-30,80,20,60,0.8
scenario560,1,0,0,80,20,-60,100,40,100,0.6
scenario561,0,0,40,40,100,60,100,60,60,0.8
scenario562,0,20,60,40,100,30,100,60,20,0.6
scenario563,0,60,60,80,0,-90,100,0,40,0.6
scenario564,1,0,0,80,20,-60,20,60,100,0.6
scenario565,1,0,40,80,20,60,60,100,40,0.6
scenario566,0,100,40,60,20,-60,80,20,40,0.6
scenario567,1,0,0,60,40,-60,100,40,0,0.8
scenario568,0,20,0,60,20,90,80,40,80,0.2
scenario569,0,0,0,60,100,60,40,40,60,1
scenario570,1,100,80,60,60,-30,80,20,40,0.6
scenario571,1,0,60,80,40,60,80,80,60,0.8
scenario572,0,40,80,40,80,0,100,20,40,0.4
scenario573,1,100,80,100,0,-60,60,20,20,0.6
scenario574,0,0,0,60,20,-90,20,40,100,0.8
scenario575,1,20,0,100,20,-90,100,80,100,0.8
scenario576,1,60,60,60,20,-30,40,100,100,0.6
scenario577,1,80,100,60,40,30,0,100,20,1
scenario578,0,0,20,100,20,90,60,40,0,0.1
scenario579,0,40,0,40,60,-90,100,80,100,0.2
scenario580,1,100,0,0,60,-60,0,20,20,0.2
scenario581,0,100,0,0,100,60,80,60,100,0.1
scenario582,0,80,0,20,100,90,80,20,100,0.2
scenario583,1,80,100,80,40,30,20,100,20,1
scenario584,1,20,20,100,20,30,60,20,0,0.1
scenario585,0,80,0,80,0,60,0,0,80,0.1
scenario586,0,40,20,100,20,60,60,100,20,1
scenario587,0,80,100,40,60,30,0,20,0,0.1
scenario588,1,100,0,0,100,90,80,60,100,0.1
scenario589,1,80,100,80,40,30,20,100,20,1
scenario590,0,60,100,60,60,60,40,80,20,0.6
scenario591,1,20,0,80,40,60,20,60,60,1
scenario592,1,60,100,80,0,30,40,100,20,0.8
scenario593,0,60,80,60,40,30,80,100,20,0.8
scenario594,0,20,80,100,40,30,40,100,0,1
scenario595,0,60,100,80,40,30,20,100,20,0.4
scenario596,1,60,100,80,20,30,100,100,40,0.8
scenario597,1,80,100,80,20,60,20,100,20,1
scenario598,1,60,80,80,40,90,0,80,20,1
scenario599,1,100,100,80,20,30,20,100,20,0.8
scenario600,1,80,100,80,40,30,20,0,40,0.8
scenario601,1,60,100,80,0,30,40,100,20,0.8
scenario602,1,20,100,80,40,60,60,100,20,0.8
scenario603,0,60,100,60,80,30,40,60,80,0.8
scenario604,0,100,100,100,40,60,0,80,80,0.8
scenario605,0,60,100,80,100,-90,20,100,20,0.6
scenario606,0,60,100,80,0,30,60,80,20,1
scenario607,0,60,100,60,20,30,80,80,20,1
scenario608,1,40,0,100,20,60,0,60,80,1
scenario609,0,40,80,40,60,30,80,100,20,0.8
scenario610,0,60,100,60,40,0,20,0,60,0.2
scenario611,0,40,20,80,20,60,20,100,20,0.6
scenario612,1,40,100,80,60,60,60,80,0,0.6
scenario613,0,60,100,60,80,30,40,60,80,0.8
scenario614,1,20,0,100,60,60,40,100,0,0.4
scenario615,1,60,100,60,0,30,40,100,0,0.8
scenario616,0,60,0,40,40,0,20,0,80,0.4
scenario617,0,80,100,40,100,30,20,60,0,0.8
scenario618,1,60,100,60,60,0,40,40,60,1
scenario619,1,0,0,40,40,30,20,0,80,0.1
scenario620,1,60,100,60,40,-30,0,80,60,0.2
scenario621,0,20,0,80,20,60,40,100,40,0.6
scenario622,0,60,0,0,20,30,40,60,20,0.8
scenario623,1,60,100,80,40,0,60,80,20,0.8
scenario624,0,100,40,80,0,30,20,100,40,0.6
scenario625,0,60,100,60,80,30,40,60,80,0.8
scenario626,0,20,0,80,40,60,40,80,20,0.6
scenario627,1,60,0,40,0,30,40,60,20,1
scenario628,1,40,100,80,40,0,0,100,80,0.1
scenario629,0,80,100,80,60,30,40,100,0,0.1
scenario630,0,60,100,60,40,0,20,40,60,1
scenario631,1,60,40,40,80,0,20,20,100,0.4
scenario632,0,60,80,60,80,0,20,60,60,0.6
scenario633,1,40,100,80,0,60,20,100,0,0.6
scenario634,1,80,100,40,100,30,40,60,0,0.8
scenario635,0,80,100,80,0,30,60,100,20,0.6
scenario636,1,40,100,40,60,-30,40,40,60,1
scenario637,1,40,100,80,40,0,0,100,80,0.1
scenario638,0,60,100,80,40,60,60,60,80,1
scenario639,0,60,100,40,80,30,40,0,80,0.8
scenario640,0,100,80,80,60,0,40,80,20,0.1
scenario641,1,40,100,20,60,-30,20,40,40,1
scenario642,1,40,60,20,100,-30,40,20,100,0.4
scenario643,1,40,80,80,20,0,20,0,100,0.8
scenario644,0,60,60,80,0,60,20,100,80,0.8
scenario645,1,60,0,40,60,-30,60,40,80,1
scenario646,1,40,60,20,80,30,60,80,0,0.8
scenario647,1,60,100,40,60,0,60,40,60,1
scenario648,0,40,0,0,20,30,20,60,60,1
