Row,timeofday,cloudiness,windintensity,precipitation,precipitationdeposits,wetness,roadfriction,fogdensity,fogdistance,startego,goalego,startother,goalother
scenario90,-90,20,100,0,0,60,0.4,80,20,1,2,2,0
scenario91,90,60,100,60,40,40,0.8,40,60,1,2,0,2
scenario92,-60,20,80,60,40,40,0.8,40,60,2,0,0,1
scenario93,0,0,60,0,0,0,0.8,80,20,2,0,1,2
scenario94,-60,40,20,60,0,80,0.4,100,0,1,2,0,1
scenario95,90,60,60,0,100,40,0.4,0,100,0,1,2,1
scenario96,30,80,20,20,0,80,0.2,40,60,1,0,2,0
scenario97,0,20,100,60,100,60,0.6,100,0,0,1,1,2
scenario98,-60,0,80,0,20,0,0.8,0,100,0,1,2,0
scenario99,-90,0,20,0,0,100,0.2,0,100,2,0,1,0
scenario100,90,20,80,40,0,0,0.8,40,60,0,2,1,2
scenario101,-60,60,100,0,20,0,0.8,80,20,2,1,0,1
scenario102,0,60,60,0,0,0,0.8,40,60,1,2,2,0
scenario103,90,40,20,60,0,100,0.1,0,100,1,2,0,2
scenario104,0,20,40,80,0,0,0.8,40,60,2,0,0,1
scenario105,30,60,100,40,80,40,0.6,40,60,2,0,1,2
scenario106,90,60,80,100,0,80,0.8,20,80,1,2,0,1
scenario107,60,40,20,80,100,0,0.6,100,0,0,1,2,1
scenario108,60,60,100,0,0,80,0.1,0,100,1,0,2,0
scenario109,-30,60,20,60,40,40,0.8,0,100,0,1,1,2
scenario110,-30,20,20,60,0,80,0.4,40,60,0,1,2,0
scenario111,-30,0,60,0,0,100,0.6,0,100,2,0,1,0
scenario112,60,20,60,40,40,40,0.8,0,100,0,2,1,2
scenario113,-90,80,40,60,100,40,0.6,40,60,2,1,0,1
scenario114,30,40,40,100,100,60,0.6,0,100,1,2,2,0
scenario115,30,20,100,0,20,40,0.8,40,60,1,2,0,2
scenario116,-90,40,20,0,40,0,0.8,0,100,2,0,0,1
scenario117,60,60,100,60,0,0,0.8,0,100,2,0,1,2
scenario118,-60,80,20,0,0,80,0.4,80,20,1,2,0,1
scenario119,-90,40,40,40,100,40,0.6,100,100,0,1,2,1
scenario120,-30,40,100,40,0,0,0.8,20,0,1,0,2,0
scenario121,90,20,20,20,0,80,0.8,40,60,0,1,1,2
scenario122,30,20,20,0,0,60,0.8,0,100,0,1,2,0
scenario123,-30,80,20,0,20,40,0.8,40,60,2,0,1,0
scenario124,0,20,20,40,20,60,0.8,100,0,0,2,1,2
scenario125,-90,60,40,0,0,100,0.6,40,60,2,1,0,1
scenario126,-90,20,60,0,100,0,0.6,0,100,1,2,2,0
scenario127,-30,20,60,60,100,40,0.6,0,100,1,2,0,2
scenario128,30,20,20,100,0,80,0.4,20,80,2,0,0,1
scenario129,90,60,20,20,40,40,0.8,0,100,2,0,1,2
scenario130,90,20,20,0,100,100,0.4,40,60,1,2,0,1
scenario131,-90,60,80,0,80,40,0.6,80,20,0,1,2,1
scenario132,0,60,80,0,0,100,0.4,0,100,1,0,2,0
scenario133,-30,20,80,40,20,40,0.8,0,100,0,1,1,2
scenario134,0,20,100,60,0,80,0.4,40,60,0,1,2,0
scenario135,90,40,100,0,20,40,0.8,40,60,2,0,1,0
scenario136,-60,60,100,60,60,40,0.6,100,0,0,2,1,2
scenario137,-60,40,40,0,100,60,0.6,0,100,2,1,0,1
scenario138,-60,40,80,40,0,100,0.2,100,0,1,2,2,0
scenario139,90,40,100,0,40,60,0.8,80,20,1,2,0,2
scenario140,60,0,80,0,100,40,0.6,0,100,2,0,0,1
scenario141,-60,20,60,60,40,0,0.8,100,0,2,0,1,2
scenario142,-60,80,60,0,0,0,0.8,0,20,1,2,0,1
scenario143,-60,20,20,0,0,20,0.8,40,60,0,1,2,1
scenario144,0,20,80,0,100,40,0.6,40,60,1,0,2,0
scenario145,-60,80,80,0,0,100,0.6,0,100,0,1,1,2
scenario146,-30,20,20,20,0,0,0.4,0,100,0,1,2,0
scenario147,90,60,20,0,40,40,0.8,40,60,2,0,1,0
scenario148,90,80,60,0,0,0,0.8,80,20,0,2,1,2
scenario149,60,20,60,20,0,80,0.2,100,0,2,1,0,1
scenario150,0,60,20,0,20,40,0.8,80,20,1,2,2,0
scenario151,-60,20,60,0,40,60,0.8,80,20,1,2,0,2
scenario152,60,20,40,60,0,40,0.8,40,60,2,0,0,1
scenario153,30,20,20,0,80,0,0.6,0,100,2,0,1,2
scenario154,-30,40,80,0,100,0,0.6,0,100,1,2,0,1
scenario155,30,20,60,0,80,40,0.6,80,20,0,1,2,1
scenario156,0,20,40,60,100,40,0.6,100,0,1,0,2,0
scenario157,-30,60,60,0,40,0,0.8,0,100,0,1,1,2
scenario158,-90,40,80,100,100,60,0.6,100,0,0,1,2,0
scenario159,-30,40,40,40,100,100,0.1,100,0,2,0,1,0
scenario160,30,40,40,20,20,60,0.2,60,40,0,2,1,2
scenario161,30,60,20,40,0,0,0.8,40,60,2,1,0,1
scenario162,-60,20,100,0,40,60,0.6,0,100,1,2,2,0
scenario163,-60,40,100,20,80,60,0.6,40,60,1,2,0,2
scenario164,-30,20,60,40,100,60,0.6,60,40,2,0,0,1
scenario165,-30,60,80,60,0,0,0.8,40,60,2,0,1,2
scenario166,30,80,40,0,0,0,0.8,80,20,1,2,0,1
scenario167,-30,20,100,40,100,0,0.6,60,40,0,1,2,1
scenario168,30,60,100,0,0,100,0.2,80,20,1,0,2,0
scenario169,-90,0,40,0,0,80,0.4,40,60,0,1,1,2
scenario170,-90,60,60,40,100,100,0.1,40,60,0,1,2,0
scenario171,-60,20,20,40,100,0,0.6,40,60,2,0,1,0
scenario172,-60,40,20,60,40,40,0.6,40,60,0,2,1,2
scenario173,60,40,20,60,80,40,0.6,0,100,2,1,0,1
scenario174,30,60,20,20,0,80,0.6,100,0,1,2,2,0
scenario175,-90,20,20,0,100,40,0.2,80,20,1,2,0,2
scenario176,-30,60,100,80,0,0,0.8,100,0,2,0,0,1
scenario177,-90,60,40,80,0,0,0.8,80,20,2,0,1,2
scenario178,30,20,80,0,0,100,0.6,40,60,1,2,0,1
scenario179,-60,0,20,0,20,0,0.8,80,20,0,1,2,1
scenario180,30,80,80,0,100,40,0.6,80,20,1,0,2,0
scenario181,90,20,100,40,0,80,0.8,0,100,0,1,1,2
scenario182,-90,40,80,60,100,60,0.6,60,40,0,1,2,0
scenario183,0,40,40,0,40,80,0.6,0,100,2,0,1,0
scenario184,-30,80,60,20,80,40,0.6,100,0,0,2,1,2
scenario185,-90,20,80,20,60,100,0.6,20,80,2,1,0,1
scenario186,-90,40,100,80,0,80,0.4,40,60,1,2,2,0
scenario187,-60,60,60,40,60,40,0.6,60,40,1,2,0,2
scenario188,60,20,60,40,0,80,0.4,60,100,2,0,0,1
scenario189,60,20,80,20,60,40,0.6,40,0,2,0,1,2
scenario190,-90,60,20,20,100,0,0.6,20,80,1,2,0,1
scenario191,30,60,80,20,60,0,0.6,20,80,0,1,2,1
scenario192,60,20,100,20,60,0,0.6,0,100,1,0,2,0
scenario193,90,20,60,0,40,0,0.8,0,100,0,1,1,2
scenario194,0,80,80,20,40,40,0.8,40,60,0,1,2,0
scenario195,60,40,20,20,40,0,0.8,100,0,2,0,1,0
scenario196,-90,20,20,60,0,80,0.8,0,100,0,2,1,2
scenario197,-60,40,20,20,40,80,0.8,0,100,2,1,0,1
scenario198,90,60,100,0,0,0,0.6,0,100,1,2,2,0
scenario199,-60,80,40,60,0,80,0.6,40,60,1,2,0,2
scenario200,60,20,40,40,40,0,0.8,40,60,2,0,0,1
scenario201,-30,60,80,20,0,60,0.4,100,0,2,0,1,2
scenario202,0,60,60,60,0,80,0.4,100,80,1,2,0,1
scenario203,90,20,60,100,100,40,0.6,40,60,0,1,2,1
scenario204,30,20,100,40,80,40,0.6,0,100,1,0,2,0
scenario205,-60,60,20,60,100,60,0.6,0,100,0,1,1,2
scenario206,90,80,80,20,60,100,0.6,40,60,0,1,2,0
scenario207,-90,40,80,0,40,40,0.6,40,60,2,0,1,0
scenario208,30,0,60,0,40,40,0.6,0,100,0,2,1,2
scenario209,90,80,100,20,100,40,0.6,40,60,2,1,0,1
scenario210,0,20,100,20,0,0,0.8,40,60,1,2,2,0
scenario211,-90,80,20,0,0,0,0.8,80,20,1,2,0,2
scenario212,30,60,60,40,100,40,0.6,0,100,2,0,0,1
scenario213,60,20,100,0,0,60,0.4,80,20,2,0,1,2
scenario214,90,0,20,0,80,40,0.6,0,100,1,2,0,1
scenario215,30,60,100,20,0,0,0.8,20,80,0,1,2,1
scenario216,-60,20,100,20,60,0,0.6,20,80,1,0,2,0
scenario217,-90,40,40,40,100,0,0.6,100,0,0,1,1,2
scenario218,60,20,100,40,40,0,0.8,100,0,0,1,2,0
scenario219,60,20,60,0,0,60,0.1,20,80,2,0,1,0
scenario220,-90,20,60,40,100,100,0.1,100,0,0,2,1,2
scenario221,-60,60,20,0,60,40,0.6,80,20,2,1,0,1
scenario222,-30,60,80,20,80,0,0.6,40,60,1,2,2,0
scenario223,30,40,40,100,0,80,0.4,60,40,1,2,0,2
scenario224,-90,60,80,40,0,0,0.6,40,60,2,0,0,1
scenario225,0,40,20,20,40,0,0.8,100,0,2,0,1,2
scenario226,90,40,20,20,0,60,0.4,100,0,1,2,0,1
scenario227,90,60,100,40,0,40,0.8,100,0,0,1,2,1
scenario228,90,20,60,0,0,40,0.8,80,20,1,0,2,0
scenario229,90,60,60,20,80,60,0.6,100,0,0,1,1,2
scenario230,0,0,100,0,0,20,0.8,0,100,0,1,2,0
scenario231,0,60,40,60,0,60,0.1,40,60,2,0,1,0
scenario232,60,60,20,80,0,100,0.1,40,60,0,2,1,2
scenario233,90,60,20,60,0,0,0.8,20,80,2,1,0,1
scenario234,60,20,100,40,100,60,0.6,60,40,1,2,2,0
scenario235,60,60,40,0,100,40,0.4,40,60,1,2,0,2
scenario236,0,0,60,0,100,40,0.6,0,100,2,0,0,1
scenario237,-90,20,80,40,40,60,0.6,100,0,2,0,1,2
scenario238,60,20,80,0,100,100,0.4,80,20,1,2,0,1
scenario239,-30,20,20,0,0,80,0.4,80,100,0,1,2,1
scenario240,-30,20,80,80,60,40,0.6,100,0,1,0,2,0
scenario241,-90,80,20,20,0,0,0.8,0,100,0,1,1,2
scenario242,-90,20,20,40,0,0,0.8,100,0,0,1,2,0
scenario243,30,40,100,100,100,40,0.6,100,0,2,0,1,0
scenario244,90,60,100,20,60,100,0.6,0,100,0,2,1,2
scenario245,-90,40,60,20,0,100,0.2,0,100,2,1,0,1
scenario246,90,80,20,0,0,80,0.2,40,60,1,2,2,0
scenario247,0,20,80,40,100,60,0.6,20,80,1,2,0,2
scenario248,-90,20,80,0,0,40,0.1,0,100,2,0,0,1
scenario249,90,20,60,40,100,0,0.6,100,0,2,0,1,2
scenario250,-30,60,100,40,0,0,0.8,0,100,1,2,0,1
scenario251,-30,40,60,100,0,80,0.4,40,60,0,1,2,1
scenario252,90,80,20,0,0,80,0.6,0,0,1,0,2,0
scenario253,30,20,20,20,80,100,0.6,0,100,0,1,1,2
scenario254,-30,20,60,0,60,40,0.6,20,80,0,1,2,0
scenario255,60,60,40,60,60,40,0.6,40,60,2,0,1,0
scenario256,90,20,60,40,0,0,0.8,100,0,0,2,1,2
scenario257,-90,40,100,40,100,0,0.6,0,100,2,1,0,1
scenario258,0,60,60,60,0,0,0.8,0,100,1,2,2,0
scenario259,90,20,40,40,100,20,0,60,40,1,2,0,2
scenario260,-90,40,20,20,20,60,0.8,40,60,2,0,0,1
scenario261,-90,20,20,40,100,40,0.2,0,100,2,0,1,2
scenario262,-90,60,80,0,60,0,0.6,0,100,1,2,0,1
scenario263,60,20,80,60,100,60,0.6,60,100,0,1,2,1
scenario264,0,20,40,20,60,100,0.6,40,60,1,0,2,0
scenario265,-30,20,100,0,0,100,0.4,100,0,0,1,1,2
scenario266,0,60,100,40,60,40,0.6,0,100,0,1,2,0
scenario267,-30,40,60,0,0,60,0.1,0,100,2,0,1,0
scenario268,30,20,40,20,100,0,0.6,100,0,0,2,1,2
scenario269,90,60,60,0,0,60,0.4,0,100,2,1,0,1
scenario270,-90,20,40,100,20,40,0.8,20,80,1,2,2,0
scenario271,60,40,40,100,0,100,0.2,0,100,1,2,0,2
scenario272,-30,20,40,0,0,40,0.8,80,20,2,0,0,1
scenario273,60,40,20,0,40,0,0.6,20,80,2,0,1,2
scenario274,-90,20,40,60,60,0,0.6,40,60,1,2,0,1
scenario275,0,20,100,0,40,60,0.8,0,100,0,1,2,1
scenario276,-30,80,80,0,100,60,0.6,0,100,1,0,2,0
scenario277,60,40,20,0,0,100,0.4,20,80,0,1,1,2
scenario278,-60,20,60,0,100,40,0.6,40,60,0,1,2,0
scenario279,0,60,100,0,0,0,0.6,80,20,2,0,1,0
scenario280,-90,60,40,100,0,100,0.8,80,20,0,2,1,2
scenario281,0,20,100,40,100,100,0.6,60,40,2,1,0,1
scenario282,-90,60,60,0,0,100,0.6,80,20,1,2,2,0
scenario283,90,60,20,40,40,40,0.8,100,0,1,2,0,2
scenario284,-90,80,80,0,20,40,0.8,80,20,2,0,0,1
scenario285,0,60,40,60,100,40,0.6,40,60,2,0,1,2
scenario286,60,40,40,20,0,100,0.2,60,40,1,2,0,1
scenario287,60,80,100,60,100,0,0.6,100,0,0,1,2,1
scenario288,-90,20,60,0,0,0,0.4,20,80,1,0,2,0
scenario289,-60,40,60,20,20,40,0.8,20,80,0,1,1,2
scenario290,60,40,80,80,60,40,0.6,100,0,0,1,2,0
scenario291,90,40,40,0,40,100,0.4,0,100,2,0,1,0
scenario292,90,80,20,0,0,80,0.8,80,20,0,2,1,2
scenario293,0,20,60,20,60,40,0.6,20,0,2,1,0,1
scenario294,30,20,20,40,40,40,0.6,40,60,1,2,2,0
scenario295,-30,40,100,40,100,0,0.6,100,0,1,2,0,2
scenario296,-30,20,60,80,100,0,0.6,100,0,2,0,0,1
scenario297,-90,60,60,40,40,0,0.8,100,0,2,0,1,2
scenario298,90,0,20,0,0,0,0.8,40,60,1,2,0,1
scenario299,0,60,20,0,60,0,0.6,0,100,0,1,2,1
scenario300,60,20,100,0,0,0,0.8,40,60,1,0,2,0
scenario301,30,60,60,0,0,80,0.2,20,80,0,1,1,2
scenario302,60,0,60,0,0,0,0.8,80,20,0,1,2,0
scenario303,-90,20,60,20,40,40,0.8,100,100,2,0,1,0
scenario304,0,20,100,20,40,40,0.6,100,0,0,2,1,2
scenario305,90,20,20,0,60,40,0.6,80,20,2,1,0,1
scenario306,-60,60,40,0,0,0,0.8,20,80,1,2,2,0
scenario307,30,20,20,0,0,20,0.8,80,20,1,2,0,2
scenario308,60,20,100,40,0,100,0.1,60,40,2,0,0,1
scenario309,-60,80,80,0,20,40,0.8,40,60,2,0,1,2
scenario310,0,40,20,20,100,100,0.1,60,40,1,2,0,1
scenario311,90,20,40,0,0,0,0.8,0,0,0,1,2,1
scenario312,-90,60,80,80,0,0,0.8,0,100,1,0,2,0
scenario313,-90,80,60,40,20,80,0.4,20,80,0,1,1,2
scenario314,90,20,20,20,0,20,0.8,0,100,0,1,2,0
scenario315,-30,20,20,0,0,80,0.6,40,60,2,0,1,0
scenario316,90,20,100,40,0,0,0.8,0,100,0,2,1,2
scenario317,-30,80,60,0,0,100,0.2,80,20,2,1,0,1
scenario318,30,60,20,60,0,100,0.1,0,100,1,2,2,0
scenario319,-90,40,100,80,0,0,0.6,100,0,1,2,0,2
scenario320,30,20,20,0,60,40,0.6,100,0,2,0,0,1
scenario321,0,40,40,40,60,40,0.6,20,80,2,0,1,2
scenario322,90,40,60,20,0,100,0.8,20,80,1,2,0,1
scenario323,-30,20,60,40,0,80,0.2,20,80,0,1,2,1
scenario324,30,20,20,0,0,0,0.8,40,60,1,0,2,0
scenario325,30,40,80,40,0,80,0.4,0,100,0,1,1,2
scenario326,60,40,40,0,60,60,0.6,0,100,0,1,2,0
scenario327,-60,40,20,80,80,40,0.6,100,0,2,0,1,0
scenario328,-60,20,80,0,0,100,0.4,40,60,0,2,1,2
scenario329,30,20,80,20,0,0,0.8,100,0,2,1,0,1
scenario330,60,60,100,80,0,0,0.8,40,60,1,2,2,0
scenario331,60,40,80,40,100,40,0.6,100,0,1,2,0,2
scenario332,90,0,80,0,0,100,0.1,0,100,2,0,0,1
scenario333,-60,40,40,20,0,80,0.4,60,40,2,0,1,2
scenario334,-30,40,100,40,0,80,0.4,60,100,1,2,0,1
scenario335,60,80,20,100,0,0,0.8,40,60,0,1,2,1
scenario336,-90,40,20,100,0,0,0.8,0,100,1,0,2,0
scenario337,-60,80,60,80,0,80,0.4,100,0,0,1,1,2
scenario338,30,40,60,40,100,100,0.4,40,60,0,1,2,0
scenario339,-30,60,100,40,100,40,0.6,100,60,2,0,1,0
scenario340,-90,0,40,0,60,40,0.6,0,100,0,2,1,2
scenario341,-30,60,100,0,40,100,0.4,0,100,2,1,0,1
scenario342,30,20,60,40,20,40,0.8,100,0,1,2,2,0
scenario343,60,80,60,20,0,60,0.1,100,0,1,2,0,2
scenario344,-30,20,20,60,20,40,0.8,40,20,2,0,0,1
scenario345,0,60,40,0,100,40,0.6,80,20,2,0,1,2
scenario346,-90,0,100,0,0,100,0.2,0,100,1,2,0,1
scenario347,60,80,100,0,40,40,0.6,80,20,0,1,2,1
scenario348,90,60,100,20,80,0,0.6,20,80,1,0,2,0
scenario349,30,80,20,0,0,40,0.6,0,100,0,1,1,2
scenario350,-90,20,40,0,0,40,0.8,80,20,0,1,2,0
scenario351,-60,20,100,60,0,0,0.8,0,100,2,0,1,0
scenario352,-30,0,20,0,100,60,0.6,0,100,0,2,1,2
scenario353,-90,60,80,40,0,80,0.4,60,40,2,1,0,1
scenario354,-30,20,100,0,20,0,0.8,100,0,1,2,2,0
scenario355,90,40,40,100,0,80,0.2,80,20,1,2,0,2
scenario356,30,60,60,40,100,0,0.6,40,60,2,0,0,1
scenario357,60,40,80,40,100,40,0.4,20,80,2,0,1,2
scenario358,30,20,40,60,0,80,0.4,100,0,1,2,0,1
scenario359,60,20,100,0,0,0,0.2,0,100,0,1,2,1
scenario360,0,20,60,0,40,60,0.8,80,20,1,0,2,0
scenario361,-30,40,100,20,40,40,0.8,40,60,0,1,1,2
scenario362,-30,20,100,60,100,40,0.6,40,60,0,1,2,0
scenario363,-90,80,100,40,100,0,0.6,100,0,2,0,1,0
scenario364,30,40,40,20,40,0,0.6,0,100,0,2,1,2
scenario365,-60,20,100,40,100,40,0.6,0,100,2,1,0,1
scenario366,60,20,100,40,20,40,0.8,20,80,1,2,2,0
scenario367,-60,40,20,100,100,40,0.6,20,80,1,2,0,2
scenario368,60,60,40,0,60,100,0.6,40,60,2,0,0,1
scenario369,0,40,40,100,100,60,0.6,60,40,2,0,1,2
scenario370,0,40,60,0,40,60,0.6,40,60,1,2,0,1
scenario371,-90,20,100,60,40,60,0.8,0,100,0,1,2,1
scenario372,-30,20,20,20,60,0,0.6,40,60,1,0,2,0
scenario373,-60,60,100,60,100,40,0.6,40,60,0,1,1,2
scenario374,-30,60,80,0,40,60,0.6,80,20,0,1,2,0
scenario375,90,80,20,20,100,60,0.6,0,100,2,0,1,0
scenario376,-30,60,100,40,0,100,0.1,0,100,0,2,1,2
scenario377,30,0,60,0,0,80,0.4,80,20,2,1,0,1
scenario378,0,60,100,40,20,60,0.2,20,80,1,2,2,0
scenario379,-60,20,20,0,20,60,0.6,100,0,1,2,0,2
scenario380,-90,60,80,40,0,60,0.2,100,0,2,0,0,1
scenario381,-60,60,100,20,100,40,0.6,100,0,2,0,1,2
scenario382,-30,60,100,0,20,0,0.8,40,60,1,2,0,1
scenario383,-90,20,60,100,0,0,0.8,40,60,0,1,2,1
scenario384,-90,60,80,0,100,40,0.6,40,60,1,0,2,0
scenario385,30,20,20,80,60,100,0.6,20,80,0,1,1,2
scenario386,0,40,100,0,60,40,0.6,0,40,0,1,2,0
scenario387,-30,40,20,40,0,0,0.8,40,60,2,0,1,0
scenario388,0,80,20,0,0,80,0.4,0,100,0,2,1,2
scenario389,-90,40,20,0,80,100,0.6,0,100,2,1,0,1
scenario390,-30,20,20,40,0,100,0.6,0,100,1,2,2,0
scenario391,-90,20,80,0,100,100,0.6,80,20,1,2,0,2
scenario392,60,60,80,20,40,60,0.8,20,80,2,0,0,1
scenario393,-30,0,20,0,0,100,0.4,80,20,2,0,1,2
scenario394,-60,40,20,40,0,80,0.8,20,80,1,2,0,1
scenario395,30,80,80,0,40,40,0.6,0,100,0,1,2,1
scenario396,-90,20,60,20,0,80,0.6,100,0,1,0,2,0
scenario397,90,0,100,0,0,0,0.8,80,20,0,1,1,2
scenario398,90,60,20,100,100,40,0.6,80,20,0,1,2,0
scenario399,0,60,80,20,40,0,0.8,100,0,2,0,1,0
scenario400,90,60,60,20,0,40,0.8,40,60,0,2,1,2
scenario401,60,60,60,20,0,0,0.4,40,60,2,1,0,1
scenario402,-90,60,20,0,80,80,0.6,60,40,1,2,2,0
scenario403,-30,20,100,40,0,80,0.4,100,60,1,2,0,2
scenario404,90,20,40,60,100,60,0.2,100,0,2,0,0,1
scenario405,0,20,60,20,40,60,0.6,100,100,2,0,1,2
scenario406,-60,20,60,60,100,40,0.6,100,0,1,2,0,1
scenario407,-90,60,100,40,100,60,0.6,0,100,0,1,2,1
scenario408,-60,80,100,20,0,0,0.8,20,80,1,0,2,0
scenario409,-90,80,40,0,20,40,0.8,40,60,0,1,1,2
scenario410,60,60,80,0,40,0,0.8,0,100,0,1,2,0
scenario411,90,60,100,20,100,60,0.6,0,100,2,0,1,0
scenario412,30,60,100,40,0,80,0.8,100,0,0,2,1,2
scenario413,90,40,40,20,100,60,0.6,20,80,2,1,0,1
scenario414,-90,0,100,20,60,40,0.6,20,80,1,2,2,0
